"","featureid","mz","rt","DTXSID","DB_name","name_original","formula_cleaned","group","mean_visit1","mean_N_OW","of_interest_cat","NFF_intensityTRUE"
"171","289.10658-159.8",289.10658,159.8,"DTXSID1044481","DTXSID1044481","1,1'-Disulfanediyldiazepan-2-one","C12H20N2O2S2","firefighter",4892.73732073976,NA,0,0
"172","223.13329-633.7",223.13329,633.7,"DTXSID1044514","DTXSID1044514","Hexylparaben","C13H18O3","firefighter",442148.097813366,NA,0,1
"173","205.19496-1176.8",205.19496,1176.8,"DTXSID1044518","DTXSID1044518","(-)-Isolongifolene","C15H24","firefighter",3098.67764634458,NA,0,0
"174","181.08612-312.8",181.08612,312.8,"DTXSID1044770","DTXSID1044770","4-Methoxybenzyl,acetate","C10H12O3","firefighter",438456.559740933,NA,0,1
"175","217.14363-322.3",217.14363,322.3,"DTXSID1044807","DTXSID1044807","Dimethyl,nonanedioate","C11H20O4","firefighter",91280.5786716445,NA,0,1
"176","223.09662-312.8",223.09662,312.8,"DTXSID1044851","DTXSID1044851","2-Hydroxy-3-phenoxypropyl,prop-2-enoate","C12H14O4","firefighter",181964.684127261,NA,0,1
"177","269.1321-459.9",269.1321,459.9,"DTXSID1044982","DTXSID1044982","2-Amino-N-cyclohexyl-N-methylbenzenesulfonamide","C13H20N2O2S","firefighter",7139.65500696603,NA,0,0
"178","269.13219-688.9",269.13219,688.9,"DTXSID1044982","DTXSID1044982","2-Amino-N-cyclohexyl-N-methylbenzenesulfonamide","C13H20N2O2S","firefighter",28679.1276229737,NA,0,1
"179","203.12783-321.8",203.12783,321.8,"DTXSID1044986","DTXSID1044986","3,6,9,12-Tetraoxatetradeca-1,13-diene","C10H18O4","firefighter",84352.5938824527,NA,0,1
"180","325.1741-286.9",325.1741,286.9,"DTXSID1046003","DTXSID1046003","Escitalopram,oxalate","C22H23FN2O5","firefighter",7287.03204185231,NA,0,0
"181","325.17004-780.3",325.17004,780.3,"DTXSID1046003","DTXSID1046003","Escitalopram,oxalate","C22H23FN2O5","firefighter",5999.74764377008,NA,0,0
"182","234.14657-458.9",234.14657,458.9,"DTXSID1046269","DTXSID1046269","Piperoxan","C14H19NO2","firefighter",9931.81456358491,NA,0,0
"183","319.26453-1177.5",319.26453,1177.5,"DTXSID1046342","DTXSID1046342","Eltanolone","C21H34O2","firefighter",3494210.90733433,NA,0,1
"184","279.09328-542.3",279.09328,542.3,"DTXSID1046390","DTXSID1046390","Sulfisomidine","C12H14N4O2S","firefighter",13919.7655273767,NA,0,1
"185","536.40652-1140.9",536.40652,1140.9,"DTXSID1046396","DTXSID1046396","DL-alpha,Tocopheryl,nicotinate","C35H53NO3","firefighter",77767.8605889057,NA,0,1
"186","414.13937-444.5",414.13937,444.5,"DTXSID1046423","DTXSID1046423","Azaclorzine","C22H24ClN3OS","firefighter",14421.010620668,NA,0,1
"187","456.23441-294.4",456.23441,294.4,"DTXSID1046429","DTXSID1046429","Lacidipine","C26H33NO6","firefighter",7522.63819950819,NA,0,0
"188","308.1831-350",308.1831,350,"DTXSID1046475","DTXSID1046475","Trocimine","C17H25NO4","firefighter",21446.2852633607,NA,0,1
"189","308.18419-376",308.18419,376,"DTXSID1046475","DTXSID1046475","Trocimine","C17H25NO4","firefighter",45915.737078003,NA,0,1
"190","340.11514-363.5",340.11514,363.5,"DTXSID1046716","DTXSID1046716","Mofezolac","C19H17NO5","firefighter",16642.4305719812,NA,0,1
"191","370.24136-736.6",370.24136,736.6,"DTXSID1046922","DTXSID1046922","Norgestimate","C23H31NO3","firefighter",1866.45093677445,NA,0,0
"192","137.09596-473.3",137.09596,473.3,"DTXSID1047071","DTXSID1047071","2-Methylphenethyl,alcohol","C9H12O","firefighter",130992.354254094,NA,0,1
"193","223.09662-312.8",223.09662,312.8,"DTXSID1047150","DTXSID1047150","tert-Butyl,hydrogen,phthalate","C12H14O4","firefighter",181964.684127261,NA,0,1
"194","301.11838-301.9",301.11838,301.9,"DTXSID1047318","DTXSID1047318","SB202235","C16H16N2O4","firefighter",416619.77900227,NA,0,1
"195","284.12815-662.5",284.12815,662.5,"DTXSID1047362","DTXSID1047362","SSR150106","C17H17NO3","firefighter",165493.508964052,NA,0,1
"196","193.1223-447.4",193.1223,447.4,"DTXSID1047603","DTXSID1047603","Benzyl,3-methylbutanoate","C12H16O2","firefighter",26125.6467520693,NA,0,1
"197","193.12234-1019.7",193.12234,1019.7,"DTXSID1047603","DTXSID1047603","Benzyl,3-methylbutanoate","C12H16O2","firefighter",2448.3964886535,NA,0,0
"198","193.12235-517",193.12235,517,"DTXSID1047603","DTXSID1047603","Benzyl,3-methylbutanoate","C12H16O2","firefighter",42776.8600337341,NA,0,1
"199","287.15747-656.6",287.15747,656.6,"DTXSID1048835","DTXSID1048835","Thenalidine","C17H22N2S","firefighter",56400.5353974418,NA,1,1
"200","196.1322-482.2",196.1322,482.2,"DTXSID1048887","DTXSID1048887","(2S)-1-(2,5-Dimethoxyphenyl)propan-2-amine,hydrogen,chloride,(1:1)","C11H18ClNO2","firefighter",8807.75899151143,NA,0,0
"201","374.14696-338.2",374.14696,338.2,"DTXSID1049015","DTXSID1049015","Prochlorperazine,dimaleate","C28H32ClN3O8S","firefighter",23944.4124306741,NA,1,1
"202","218.08138-375.9",218.08138,375.9,"DTXSID1049225","DTXSID1049225","Oxazolone","C12H11NO3","firefighter",2726.79772708611,NA,0,0
"203","297.10697-541.3",297.10697,541.3,"DTXSID1049302","DTXSID1049302","1-Iodododecane","C12H25I","firefighter",10589.6327593016,NA,0,1
"204","297.10792-420.1",297.10792,420.1,"DTXSID1049302","DTXSID1049302","1-Iodododecane","C12H25I","firefighter",5819.2184820027,NA,0,0
"205","193.03434-42.6",193.03434,42.6,"DTXSID1049437","DTXSID1049437","Trisodium,citrate,dihydrate","C6H8O7","firefighter",19001.0550058658,NA,0,1
"206","137.05967-728.6",137.05967,728.6,"DTXSID1051690","DTXSID1051690","2-Methoxybenzaldehyde","C8H8O2","firefighter",4881.93059087599,NA,0,0
"207","102.05468-43.8",102.05468,43.8,"DTXSID1051856","DTXSID1051856","Allyl,carbamate","C4H7NO2","firefighter",24928.5334985485,NA,0,1
"208","255.23194-697.4",255.23194,697.4,"DTXSID1051987","DTXSID1051987","Tridecyl,acrylate","C16H30O2","firefighter",20514.7519377021,NA,1,1
"209","209.11732-681.9",209.11732,681.9,"DTXSID1052294","DTXSID1052294","2,2-Diethoxyacetophenone","C12H16O3","firefighter",46810.382000915,NA,0,1
"210","255.23194-697.4",255.23194,697.4,"DTXSID1052402","DTXSID1052402","2,5,8,11-Tetramethyldodec-6-yne-5,8-diol","C16H30O2","firefighter",20514.7519377021,NA,0,1
"211","313.15552-350",313.15552,350,"DTXSID1066944","DTXSID1066944","Ethanediamide,,N-(2-ethoxyphenyl)-N'-(2-ethylphenyl)-","C18H20N2O3","firefighter",1761683.67132889,NA,0,1
"212","216.1232-97.2",216.1232,97.2,"DTXSID1069798","DTXSID1069798","2-Propenoic,acid,,2-[[(butylamino)carbonyl]oxy]ethyl,ester","C10H17NO4","firefighter",41531.7254182598,NA,0,1
"213","360.27437-1037.6",360.27437,1037.6,"DTXSID1070143","DTXSID1070143",".beta.-Alanine,,N-(2-carboxyethyl)-N-[3-(decyloxy)propyl],-,monosodium,salt","C19H37NO5","firefighter",27468.8885893036,NA,0,1
"214","165.1274-447.9",165.1274,447.9,"DTXSID2020212","DTXSID2020212","2-tert-Butyl-4-methylphenol","C11H16O","firefighter",135112.021051624,NA,0,1
"215","223.09662-312.8",223.09662,312.8,"DTXSID2020470","DTXSID2020470","Diglycidyl,resorcinol,ether","C12H14O4","firefighter",181964.684127261,NA,0,1
"216","130.04986-44.1",130.04986,44.1,"DTXSID2020478","DTXSID2020478","Dimethadione","C5H7NO3","firefighter",331744.299008738,NA,0,1
"217","240.10213-119.1",240.10213,119.1,"DTXSID2020719","DTXSID2020719","N-HYDROXY-2-(ACETYLAMINO)FLUORENE","C15H13NO2","firefighter",111770.309541887,NA,1,1
"218","335.1372-350",335.1372,350,"DTXSID2020898","DTXSID2020898","Mitomycin,C","C15H18N4O5","firefighter",893179.847506121,NA,1,1
"219","144.08079-168.3",144.08079,168.3,"DTXSID2020921","DTXSID2020921","2-Naphthylamine","C10H9N","firefighter",474751.157323295,NA,1,1
"220","247.14444-159.3",247.14444,159.3,"DTXSID2020923","DTXSID2020923","Nefiracetam","C14H18N2O2","firefighter",973406.981883555,NA,0,1
"221","247.14493-188.1",247.14493,188.1,"DTXSID2020923","DTXSID2020923","Nefiracetam","C14H18N2O2","firefighter",2409164.3330803,NA,0,1
"222","123.05509-115.1",123.05509,115.1,"DTXSID2020929","DTXSID2020929","Niacinamide","C6H6N2O","firefighter",71577.2131643631,NA,0,1
"223","112.07565-142.9",112.07565,142.9,"DTXSID2021440","DTXSID2021440","N-Vinyl-2-pyrrolidone","C6H9NO","firefighter",28997.0254292701,NA,0,1
"224","112.07565-174.2",112.07565,174.2,"DTXSID2021440","DTXSID2021440","N-Vinyl-2-pyrrolidone","C6H9NO","firefighter",28937.2866485498,NA,0,1
"225","259.1906-508.5",259.1906,508.5,"DTXSID2021866","DTXSID2021866","Dibutyl,adipate","C14H26O4","firefighter",7927.96646891686,NA,0,0
"226","132.10195-82.8",132.10195,82.8,"DTXSID2022090","DTXSID2022090","4-(2-Hydroxyethyl)morpholine","C6H13NO2","firefighter",1285574.8471529,NA,0,1
"227","279.09328-542.3",279.09328,542.3,"DTXSID2022121","DTXSID2022121","Triphenylphosphine,oxide","C18H15OP","firefighter",13919.7655273767,NA,0,1
"228","135.11667-707.3",135.11667,707.3,"DTXSID2022333","DTXSID2022333","sec-Butylbenzene","C10H14","firefighter",56544.8385234168,NA,0,1
"229","354.09995-365",354.09995,365,"DTXSID2022541","DTXSID2022541","Acenocoumarol","C19H15NO6","firefighter",9399.06736562804,NA,0,0
"230","468.30947-873.7",468.30947,873.7,"DTXSID2022705","DTXSID2022705","BUPRENORPHINE","C29H41NO4","firefighter",1803414.00699146,NA,0,1
"231","403.24472-836.4",403.24472,836.4,"DTXSID2022888","DTXSID2022888","Dehydrocholic,acid","C24H34O5","firefighter",2863.72331999188,NA,0,0
"232","403.24439-691.9",403.24439,691.9,"DTXSID2022888","DTXSID2022888","Dehydrocholic,acid","C24H34O5","firefighter",6885.98033380919,NA,0,0
"233","301.21605-1163.8",301.21605,1163.8,"DTXSID2023276","DTXSID2023276","Methandrostenolone","C20H28O2","firefighter",9979.77319109149,NA,0,0
"234","355.21663-948.2",355.21663,948.2,"DTXSID2023480","DTXSID2023480","Pipenzolate,bromide","C22H28BrNO3","firefighter",1770.83607156695,NA,0,0
"235","355.21101-715.7",355.21101,715.7,"DTXSID2023480","DTXSID2023480","Pipenzolate,bromide","C22H28BrNO3","firefighter",4265.12269071735,NA,0,0
"236","185.09656-370.9",185.09656,370.9,"DTXSID20235019","DTXSID20235019","Potassium,o-benzylphenolate","C13H12O","firefighter",267810.256816688,NA,0,1
"237","369.22604-344.1",369.22604,344.1,"DTXSID2023519","DTXSID2023519","Propantheline,bromide","C23H30BrNO3","firefighter",14886.9857346629,NA,0,1
"238","358.12161-350",358.12161,350,"DTXSID2023569","DTXSID2023569","Rosiglitazone,maleate","C22H23N3O7S","firefighter",25723.9877814664,NA,0,1
"239","301.17912-438.5",301.17912,438.5,"DTXSID2023644","DTXSID2023644","Testolactone","C19H24O3","firefighter",4691.2911776534,NA,0,0
"240","301.17708-772.8",301.17708,772.8,"DTXSID2023644","DTXSID2023644","Testolactone","C19H24O3","firefighter",9435.23019702187,NA,0,0
"241","295.16372-337.7",295.16372,337.7,"DTXSID2023725","DTXSID2023725","Troxipide","C15H22N2O4","firefighter",12093.5511402124,NA,0,1
"242","295.16442-195.1",295.16442,195.1,"DTXSID2023725","DTXSID2023725","Troxipide","C15H22N2O4","firefighter",10105.5089498917,NA,0,1
"243","126.09132-166.8",126.09132,166.8,"DTXSID2024878","DTXSID2024878","Cyclohexanone,cyanohydrin","C7H11NO","firefighter",145579.602601119,NA,0,1
"244","137.05967-728.6",137.05967,728.6,"DTXSID2025345","DTXSID2025345","Furfural,acetone","C8H8O2","firefighter",4881.93059087599,NA,0,0
"245","162.1129-71.8",162.1129,71.8,"DTXSID2025395","DTXSID2025395","Hexamethyldisilazane","C6H19NSi2","firefighter",1193830.8759779,NA,0,1
"246","281.24765-759.9",281.24765,759.9,"DTXSID2025505","DTXSID2025505","Linoleic,acid","C18H32O2","firefighter",110867.958257606,NA,0,1
"247","281.24822-753",281.24822,753,"DTXSID2025505","DTXSID2025505","Linoleic,acid","C18H32O2","firefighter",84251.0945387001,NA,0,1
"248","153.06565-101.2",153.06565,101.2,"DTXSID2025632","DTXSID2025632","4-Methyl-2-nitroaniline","C7H8N2O2","firefighter",315804.954728867,NA,0,1
"249","153.06565-101.2",153.06565,101.2,"DTXSID2025634","DTXSID2025634","5-Methyl-2-nitroaniline","C7H8N2O2","firefighter",315804.954728867,NA,0,1
"250","188.07151-168.3",188.07151,168.3,"DTXSID2025761","DTXSID2025761","1-Nitro-2-methylnaphthalene","C11H9NO2","firefighter",5113140.35051888,NA,0,1
"251","299.11024-428.1",299.11024,428.1,"DTXSID2025842","DTXSID2025842","Pentaerythritol,triacrylate","C14H18O7","firefighter",51842.2650152724,NA,1,1
"252","152.10709-369.2",152.10709,369.2,"DTXSID2025896","DTXSID2025896","Phenylpropanolamine,hydrochloride","C9H14ClNO","firefighter",12196.0299495916,NA,0,1
"253","531.40675-1199.5",531.40675,1199.5,"DTXSID2026151","DTXSID2026151","d-alpha-Tocopheryl,succinate","C33H54O5","firefighter",291569.734888451,NA,0,1
"254","193.03434-42.6",193.03434,42.6,"DTXSID2026363","DTXSID2026363","Trisodium,citrate","C6H8O7","firefighter",19001.0550058658,NA,0,1
"255","403.23243-871.6",403.23243,871.6,"DTXSID2026446","DTXSID2026446","Acetyl,tributyl,citrate","C20H34O8","firefighter",11867.9827834642,NA,0,1
"256","197.15372-447.4",197.15372,447.4,"DTXSID2026496","DTXSID2026496","alpha-Terpinyl,acetate","C12H20O2","firefighter",54418.6501069309,NA,0,1
"257","165.1274-447.9",165.1274,447.9,"DTXSID2026529","DTXSID2026529","2-Tert-Butyl-5-methylphenol","C11H16O","firefighter",135112.021051624,NA,0,1
"258","143.10671-256.2",143.10671,256.2,"DTXSID2027096","DTXSID2027096","2,5-Dimethyl-3-hexyne-2,5-diol","C8H14O2","firefighter",10511.6564613408,NA,0,1
"259","165.09096-265",165.09096,265,"DTXSID2027414","DTXSID2027414","2,3-Dihydro-2,2-dimethyl-7-benzofuranol","C10H12O2","firefighter",37905.0022368175,NA,0,1
"260","253.14143-439",253.14143,439,"DTXSID2027466","DTXSID2027466","ECC","C14H20O4","firefighter",155501.531219986,NA,0,1
"261","247.13224-592",247.13224,592,"DTXSID20277055","DTXSID20277055","1,1',1''-benzene-1,3,5-triyltripropan-1-one","C15H18O3","firefighter",5407.87207128509,NA,0,0
"262","247.13294-342.1",247.13294,342.1,"DTXSID20277055","DTXSID20277055","1,1',1''-benzene-1,3,5-triyltripropan-1-one","C15H18O3","firefighter",12758.8884077372,NA,0,1
"263","235.16951-1176.9",235.16951,1176.9,"DTXSID20301849","DTXSID20301849","methyl,2,2-dimethyl-1,2,3,4,4a,5,6,7-octahydro-1,3-methanonaphthalene-5-carboxylate","C15H22O2","firefighter",41474.6346404398,NA,0,1
"264","357.23916-605.4",357.23916,605.4,"DTXSID20319580","DTXSID20319580","2,6-Di-tert-butyl-4-[methoxy(4-methoxyphenyl)methyl]phenol","C23H32O3","firefighter",43991.7776169959,NA,0,1
"265","568.32406-837.9",568.32406,837.9,"DTXSID2033736","DTXSID2033736","Nelfinavir,mesylate","C33H49N3O7S2","firefighter",157900.448413439,NA,0,1
"266","195.08845-235.3",195.08845,235.3,"DTXSID2038813","DTXSID2038813","1,3-Benzenedicarboxylic,acid","C8H10N4O2","firefighter",27670806.3551919,NA,0,1
"267","303.19306-633.2",303.19306,633.2,"DTXSID2039336","DTXSID2039336","S-Bioallethrin","C19H26O3","firefighter",70411.5669370188,NA,0,1
"268","283.15385-446.9",283.15385,446.9,"DTXSID2040652","DTXSID2040652","Artemisinin","C15H22O5","firefighter",126152.005617662,NA,0,1
"269","251.12799-447.4",251.12799,447.4,"DTXSID2040731","DTXSID2040731","Diisopropyl,phthalate","C14H18O4","firefighter",192190.578653517,NA,0,1
"270","151.0753-264.5",151.0753,264.5,"DTXSID2044347","DTXSID2044347","4'-Methoxyacetophenone","C9H10O2","firefighter",42783.1834064619,NA,0,1
"271","151.0753-592",151.0753,592,"DTXSID2044347","DTXSID2044347","4'-Methoxyacetophenone","C9H10O2","firefighter",10216.1582339822,NA,0,1
"272","151.07531-342.1",151.07531,342.1,"DTXSID2044347","DTXSID2044347","4'-Methoxyacetophenone","C9H10O2","firefighter",34586.4768422137,NA,0,1
"273","151.07572-210",151.07572,210,"DTXSID2044347","DTXSID2044347","4'-Methoxyacetophenone","C9H10O2","firefighter",15008.4084119952,NA,0,1
"274","137.09596-473.3",137.09596,473.3,"DTXSID2044391","DTXSID2044391","2-Isopropylphenol","C9H12O","firefighter",130992.354254094,NA,0,1
"275","249.12298-262.1",249.12298,262.1,"DTXSID2044395","DTXSID2044395","1-Bromododecane","C12H25Br","firefighter",61021.7654936893,NA,0,1
"276","166.12257-261.1",166.12257,261.1,"DTXSID2046096","DTXSID2046096","Hordenine","C10H15NO","firefighter",46350.6539655642,NA,0,1
"277","349.21182-922.3",349.21182,922.3,"DTXSID2046670","DTXSID2046670","Roxatidine,acetate,hydrochloride","C19H29ClN2O4","firefighter",18294.6236751155,NA,0,1
"278","349.20885-327.7",349.20885,327.7,"DTXSID2046670","DTXSID2046670","Roxatidine,acetate,hydrochloride","C19H29ClN2O4","firefighter",12519.3031352673,NA,0,1
"279","494.32545-903.5",494.32545,903.5,"DTXSID2046701","DTXSID2046701","Tiamulin","C28H47NO4S","firefighter",3713187.34066053,NA,0,1
"280","262.17794-603.5",262.17794,603.5,"DTXSID2046709","DTXSID2046709","Piperocaine,hydrochloride","C16H24ClNO2","firefighter",78173.6924883401,NA,0,1
"281","565.3631-346.6",565.3631,346.6,"DTXSID2046751","DTXSID2046751","Valnemulin","C31H52N2O5S","firefighter",61339.1898575516,NA,0,1
"282","132.10195-82.8",132.10195,82.8,"DTXSID2046882","DTXSID2046882","DL-Isoleucine","C6H13NO2","firefighter",1285574.8471529,NA,0,1
"283","197.15372-447.4",197.15372,447.4,"DTXSID2047068","DTXSID2047068","cis-3,7-Dimethyl-2,6-octadien-1-yl,acetate","C12H20O2","firefighter",54418.6501069309,NA,0,1
"284","437.23472-279.2",437.23472,279.2,"DTXSID2047434","DTXSID2047434","Flurandrenolide","C24H33FO6","firefighter",159268.944602411,NA,0,1
"285","207.13815-1163.8",207.13815,1163.8,"DTXSID2047567","DTXSID2047567","2-Phenylethyl,2-methylbutanoate","C13H18O2","firefighter",10371.2393736753,NA,0,1
"286","426.22431-454.9",426.22431,454.9,"DTXSID2047852","DTXSID2047852","Carphenazine,dimaleate","C32H39N3O10S","firefighter",14442.6624642311,NA,0,1
"287","249.06142-167.8",249.06142,167.8,"DTXSID2048826","DTXSID2048826","Nitrefazole","C10H8N4O4","firefighter",532464.60934565,NA,0,1
"288","463.23173-751",463.23173,751,"DTXSID2049006","DTXSID2049006","Hydrocortisone,21-hemisuccinate,sodium,salt","C25H33NaO8","firefighter",15989.7674762399,NA,0,1
"289","221.11742-728.6",221.11742,728.6,"DTXSID2051928","DTXSID2051928","Cyclohexyl,2-hydroxybenzoate","C13H16O3","firefighter",66627.0384418072,NA,0,1
"290","342.12604-69.9",342.12604,69.9,"DTXSID2057653","DTXSID2057653","Nepaprazole","C18H19N3O2S","firefighter",4059.88593000059,NA,0,0
"291","329.24726-913.9",329.24726,913.9,"DTXSID2057730","DTXSID2057730","Promestriene","C22H32O2","firefighter",3858.87592814212,NA,0,0
"292","308.12645-622.3",308.12645,622.3,"DTXSID2059063","DTXSID2059063","3-Hydroxy-2-naphtho-o-phenetidide","C19H17NO3","firefighter",1577999.59016438,NA,0,1
"293","132.10195-82.8",132.10195,82.8,"DTXSID2064600","DTXSID2064600","Sodium,6-aminohexanoate","C6H13NO2","firefighter",1285574.8471529,NA,0,1
"294","583.25417-526.4",583.25417,526.4,"DTXSID3020120","DTXSID3020120","Azelnidipine","C33H34N4O6","firefighter",373296.629670715,NA,1,1
"295","195.10154-474.3",195.10154,474.3,"DTXSID3020209","DTXSID3020209","Butylparaben","C11H14O3","firefighter",77811.3198123945,NA,1,1
"296","254.11505-284",254.11505,284,"DTXSID3020330","DTXSID3020330","Cinnamyl,anthranilate","C16H15NO2","firefighter",60364.3762969283,NA,0,1
"297","193.03434-42.6",193.03434,42.6,"DTXSID3020332","DTXSID3020332","Citric,acid","C6H8O7","firefighter",19001.0550058658,NA,0,1
"298","331.22414-987.9",331.22414,987.9,"DTXSID3020380","DTXSID3020380","Dehydroepiandrosterone,acetate","C21H30O3","firefighter",9958.34698282902,NA,0,0
"299","393.20874-261.6",393.20874,261.6,"DTXSID3020384","DTXSID3020384","Dexamethasone","C22H29FO5","firefighter",252341.523259052,NA,0,1
"300","153.06565-101.2",153.06565,101.2,"DTXSID3020708","DTXSID3020708","4-Hydrazinobenzoic,acid","C7H8N2O2","firefighter",315804.954728867,NA,0,1
"301","123.05509-115.1",123.05509,115.1,"DTXSID3020756","DTXSID3020756","Isonicotinamide","C6H6N2O","firefighter",71577.2131643631,NA,0,1
"302","144.08079-168.3",144.08079,168.3,"DTXSID3020887","DTXSID3020887","6-Methylquinoline","C10H9N","firefighter",474751.157323295,NA,0,1
"303","159.0917-139.7",159.0917,139.7,"DTXSID3020916","DTXSID3020916","1,5-Naphthalenediamine","C10H10N2","firefighter",64596.9814583576,NA,0,1
"304","159.09181-168.3",159.09181,168.3,"DTXSID3020916","DTXSID3020916","1,5-Naphthalenediamine","C10H10N2","firefighter",169079.351966986,NA,0,1
"305","200.07141-123.5",200.07141,123.5,"DTXSID3020960","DTXSID3020960","5-Nitroacenaphthene","C12H9NO2","firefighter",11857.7740029483,NA,1,1
"306","285.14089-381.9",285.14089,381.9,"DTXSID3021192","DTXSID3021192","Promethazine,hydrochloride","C17H21ClN2S","firefighter",8865.05106182533,NA,1,0
"307","285.14373-600",285.14373,600,"DTXSID3021192","DTXSID3021192","Promethazine,hydrochloride","C17H21ClN2S","firefighter",4586.63765133373,NA,1,0
"308","286.14465-622.3",286.14465,622.3,"DTXSID3021805","DTXSID3021805","Piperine","C17H19NO3","firefighter",11054056.7574872,NA,0,1
"309","229.08644-167.8",229.08644,167.8,"DTXSID3022405","DTXSID3022405","2-Hydroxy-4-methoxybenzophenone","C14H12O3","firefighter",14679.014127438,NA,1,1
"310","213.12757-1163.3",213.12757,1163.3,"DTXSID3022536","DTXSID3022536","4-Cumylphenol","C15H16O","firefighter",2388.66110486718,NA,1,0
"311","441.16181-313.3",441.16181,313.3,"DTXSID3022588","DTXSID3022588","4-Aminofolic,acid","C19H20N8O5","firefighter",3683.61289035398,NA,0,0
