"","featureid","mz","rt","DTXSID","DB_name","name_original","Formula","group","mean_visit1","mean_N_OW","of_interest_cat","NFF_intensityTRUE"
"173","245.0485-303.6",245.0485,303.6,"DTXSID1024625","DTXSID1024625","1,2-Bis(phenylthio)ethane","C14H14S2","firefighter",402640.377475,NA,0,1
"174","205.1229-503.2",205.1229,503.2,"DTXSID1024702","DTXSID1024702","tert-Butyl,phenyl,glycidyl,ether","C13H18O2","firefighter",295093.9453675,NA,0,1
"175","225.1861-776.9",225.1861,776.9,"DTXSID1024837","DTXSID1024837","Citral,diethyl,acetal","C14H26O2","firefighter",8864991.2,NA,0,1
"176","124.03998-133.4",124.03998,133.4,"DTXSID1025279","DTXSID1025279","Ethyl,cyanoacrylate","C6H7NO2","firefighter",19166.5065080057,NA,1,1
"177","124.04011-74.1",124.04011,74.1,"DTXSID1025279","DTXSID1025279","Ethyl,cyanoacrylate","C6H7NO2","firefighter",18346.584214192,NA,1,1
"178","289.1799-722.2",289.1799,722.2,"DTXSID1025302","DTXSID1025302","Octinoxate","C18H26O3","firefighter",5687.8898225,NA,0,0
"179","289.1799-684.3",289.1799,684.3,"DTXSID1025302","DTXSID1025302","Octinoxate","C18H26O3","firefighter",5566.1568075,NA,0,0
"180","289.1803-516.1",289.1803,516.1,"DTXSID1025302","DTXSID1025302","Octinoxate","C18H26O3","firefighter",3520.7914675,NA,0,0
"181","215.0332-57.7",215.0332,57.7,"DTXSID1025560","DTXSID1025560","5-Methoxypsoralen","C12H8O4","firefighter",2580248.225,NA,0,1
"182","249.1492-593.7",249.1492,593.7,"DTXSID1025807","DTXSID1025807","4-Octyloxybenzoic,acid","C15H22O3","firefighter",162039.62975,NA,0,1
"183","281.2509-968",281.2509,968,"DTXSID1025809","DTXSID1025809","Oleic,acid","C18H34O2","firefighter",147873868.85,NA,0,1
"184","265.1479-721.6",265.1479,721.6,"DTXSID1026031","DTXSID1026031","Sodium,dodecyl,sulfate","C12H26O4S","firefighter",2143273.4425,NA,0,1
"185","229.144-285.2",229.144,285.2,"DTXSID1026740","DTXSID1026740","Dimethyl,decanedioate","C12H22O4","firefighter",152829.57225,NA,0,1
"186","229.144-292.2",229.144,292.2,"DTXSID1026740","DTXSID1026740","Dimethyl,decanedioate","C12H22O4","firefighter",420681.4925,NA,0,1
"187","131.07116-105.8",131.07116,105.8,"DTXSID1026796","DTXSID1026796","1-Methoxy-2-propyl,acetate","C6H12O3","firefighter",472249.086382058,NA,0,1
"188","159.10241-277.7",159.10241,277.7,"DTXSID1026904","DTXSID1026904","2-Butoxyethyl,acetate","C8H16O3","firefighter",207008.993443422,NA,0,1
"189","321.2191-867.5",321.2191,867.5,"DTXSID1027134","DTXSID1027134","Bis(2-ethylhexyl),phosphate","C16H35O4P","firefighter",76771.2034,NA,0,1
"190","179.0346-169.9",179.0346,169.9,"DTXSID1027425","DTXSID1027425","1,4-Benzenedicarboxylic,acid,,monomethyl,ester","C9H8O4","firefighter",75825.0253955864,NA,0,1
"191","183.17493-611.7",183.17493,611.7,"DTXSID1027429","DTXSID1027429","Cyclododecanol","C12H24O","firefighter",19818.8206233831,NA,0,1
"192","285.2065-535.5",285.2065,535.5,"DTXSID1027635","DTXSID1027635","2,2,4-Trimethyl-1,3-pentanediol,diisobutyrate","C16H30O4","firefighter",331864.11025,NA,0,1
"193","207.1019-760",207.1019,760,"DTXSID10277908","DTXSID10277908","3-(2,5-dimethylhexa-1,5-dienyl)oxolane-2,5-dione","C12H16O3","firefighter",1968.057315,NA,0,0
"194","197.1545-652.2",197.1545,652.2,"DTXSID1027974","DTXSID1027974","4-tert-Butylcyclohexyl,acetate","C12H22O2","firefighter",1606116.18306,NA,0,1
"195","197.15448-672.4",197.15448,672.4,"DTXSID1027974","DTXSID1027974","4-tert-Butylcyclohexyl,acetate","C12H22O2","firefighter",404842.125402447,NA,0,1
"196","101.06078-90.6",101.06078,90.6,"DTXSID1029128","DTXSID1029128","Tetrahydrofurfuryl,alcohol","C5H10O2","firefighter",1289969.34717822,NA,0,1
"197","223.0075-301.1",223.0075,301.1,"DTXSID1029201","DTXSID1029201","Potassium,6-hydroxynaphthalene-2-sulfonate","C10H8O4S","firefighter",61578.84925,NA,0,1
"198","222.0769-408.1",222.0769,408.1,"DTXSID10300482","DTXSID10300482","tert-butyl,4-nitrobenzoate","C11H13NO4","firefighter",5721.3936875,NA,0,0
"199","222.077-190.1",222.077,190.1,"DTXSID10300482","DTXSID10300482","tert-butyl,4-nitrobenzoate","C11H13NO4","firefighter",9830.2134,NA,0,0
"200","145.06555-350.1",145.06555,350.1,"DTXSID1031626","DTXSID1031626","Methyl,trans-styryl,ketone","C10H10O","firefighter",4105.22835038932,NA,0,0
"201","145.06458-322",145.06458,322,"DTXSID1031626","DTXSID1031626","Methyl,trans-styryl,ketone","C10H10O","firefighter",11019.0466393652,NA,0,1
"202","281.1389-629.1",281.1389,629.1,"DTXSID10319135","DTXSID10319135","NSC340077","C16H18N4O","firefighter",476596.79,NA,0,1
"203","319.0482-238.8",319.0482,238.8,"DTXSID1032309","DTXSID1032309","2,4-D-Butotyl","C14H18Cl2O4","firefighter",32908.8314075,NA,1,1
"204","319.0483-233.4",319.0483,233.4,"DTXSID1032309","DTXSID1032309","2,4-D-Butotyl","C14H18Cl2O4","firefighter",34602.9921,NA,1,1
"205","301.2172-874.5",301.2172,874.5,"DTXSID1033664","DTXSID1033664","17-Methyltestosterone","C20H30O2","firefighter",6961708.875,NA,0,1
"206","349.1106-394.7",349.1106,394.7,"DTXSID1034210","DTXSID1034210","Prodiamine","C13H17F3N4O4","firefighter",7337.5633025,NA,0,0
"207","369.2093-811.4",369.2093,811.4,"DTXSID1034929","DTXSID1034929","Spiromesifen","C23H30O4","firefighter",12150.646725,NA,0,1
"208","315.2322-910.7",315.2322,910.7,"DTXSID1036541","DTXSID1036541","Pregnenolone","C21H32O2","firefighter",25880.154425,NA,0,1
"209","213.0554-519.6",213.0554,519.6,"DTXSID1038321","DTXSID1038321","3-Phenoxybenzoic,acid","C13H10O3","firefighter",49617.429225,NA,0,1
"210","213.0554-519.6",213.0554,519.6,"DTXSID1038878","DTXSID1038878","Resorcinol,monobenzoate","C13H10O3","firefighter",49617.429225,NA,0,1
"211","169.06554-369.9",169.06554,369.9,"DTXSID1040794","DTXSID1040794","Sodium,2-phenylphenate,tetrahydrate","C12H10O","firefighter",1919872.74983868,NA,1,1
"212","162.05557-386.7",162.05557,386.7,"DTXSID1041188","DTXSID1041188","(2-Nitro-1-propenyl)benzene","C9H9NO2","firefighter",12345.0478747958,NA,1,1
"213","162.0556-270.3",162.0556,270.3,"DTXSID1041188","DTXSID1041188","(2-Nitro-1-propenyl)benzene","C9H9NO2","firefighter",4168.12361176212,NA,1,0
"214","169.12333-498.2",169.12333,498.2,"DTXSID1041475","DTXSID1041475","3,6-Dimethyl-4-octyne-3,6-diol","C10H18O2","firefighter",1192069.06035233,NA,0,1
"215","219.1749-880.9",219.1749,880.9,"DTXSID1041502","DTXSID1041502","3-Methyl-4,6-di-tert-butylphenol","C15H24O","firefighter",17908.94965,NA,0,1
"216","219.1748-667.8",219.1748,667.8,"DTXSID1041502","DTXSID1041502","3-Methyl-4,6-di-tert-butylphenol","C15H24O","firefighter",2069.5360075,NA,0,0
"217","219.1749-899.9",219.1749,899.9,"DTXSID1041502","DTXSID1041502","3-Methyl-4,6-di-tert-butylphenol","C15H24O","firefighter",27154.72575,NA,0,1
"218","313.2378-834.7",313.2378,834.7,"DTXSID1041847","DTXSID1041847","Dibutyl,decanedioate","C18H34O4","firefighter",345486.1825,NA,0,1
"219","171.13901-573.1",171.13901,573.1,"DTXSID1042314","DTXSID1042314","Potassium,decanoate","C10H20O2","firefighter",5538973.04284037,NA,0,1
"220","227.2021-852.9",227.2021,852.9,"DTXSID1042318","DTXSID1042318","Potassium,myristate","C14H28O2","firefighter",59611520.725,NA,0,1
"221","449.2369-351.9",449.2369,351.9,"DTXSID1042570","DTXSID1042570","GBR,12909,dihydrochloride","C28H34Cl2F2N2O","firefighter",2344.069385,NA,0,0
"222","449.2443-748.8",449.2443,748.8,"DTXSID1042570","DTXSID1042570","GBR,12909,dihydrochloride","C28H34Cl2F2N2O","firefighter",3627.5624725,NA,0,0
"223","149.06064-219",149.06064,219,"DTXSID1044352","DTXSID1044352","Methyl,phenylacetate","C9H10O2","firefighter",248426.568803885,NA,0,1
"224","285.2065-535.5",285.2065,535.5,"DTXSID1044512","DTXSID1044512","2,5-Bis(tert-butylperoxy)-2,5-dimethyl-3-hexyne","C16H30O4","firefighter",331864.11025,NA,0,1
"225","221.1177-359.7",221.1177,359.7,"DTXSID1044514","DTXSID1044514","Hexylparaben","C13H18O3","firefighter",13078.366275,NA,0,1
"226","221.1178-516.4",221.1178,516.4,"DTXSID1044514","DTXSID1044514","Hexylparaben","C13H18O3","firefighter",4939.964075,NA,0,0
"227","324.2896-1006.5",324.2896,1006.5,"DTXSID1044516","DTXSID1044516","(9Z)-N-(2-Hydroxyethyl)octadec-9-enamide","C20H39NO2","firefighter",4109.53705,NA,0,0
"228","179.07087-341.9",179.07087,341.9,"DTXSID1044770","DTXSID1044770","4-Methoxybenzyl,acetate","C10H12O3","firefighter",139818.725341676,NA,0,1
"229","269.1753-394.2",269.1753,394.2,"DTXSID1044774","DTXSID1044774","1,4-Dioxacycloheptadecane-5,17-dione","C15H26O4","firefighter",53614.90575,NA,0,1
"230","269.1753-420",269.1753,420,"DTXSID1044774","DTXSID1044774","1,4-Dioxacycloheptadecane-5,17-dione","C15H26O4","firefighter",70257.55375,NA,0,1
"231","269.1749-583",269.1749,583,"DTXSID1044774","DTXSID1044774","1,4-Dioxacycloheptadecane-5,17-dione","C15H26O4","firefighter",8670.910825,NA,0,0
"232","124.03998-133.4",124.03998,133.4,"DTXSID1044776","DTXSID1044776","2-Cyanoethyl,prop-2-enoate","C6H7NO2","firefighter",19166.5065080057,NA,0,1
"233","124.04011-74.1",124.04011,74.1,"DTXSID1044776","DTXSID1044776","2-Cyanoethyl,prop-2-enoate","C6H7NO2","firefighter",18346.584214192,NA,0,1
"234","215.1286-377.3",215.1286,377.3,"DTXSID1044807","DTXSID1044807","Dimethyl,nonanedioate","C11H20O4","firefighter",46277.534,NA,0,1
"235","231.033-333",231.033,333,"DTXSID1044938","DTXSID1044938","Ethenylsilanetriyl,triacetate","C8H12O6Si","firefighter",234552.55665,NA,0,1
"236","201.113-320.5",201.113,320.5,"DTXSID1044986","DTXSID1044986","3,6,9,12-Tetraoxatetradeca-1,13-diene","C10H18O4","firefighter",629056.785,NA,0,1
"237","321.2191-867.5",321.2191,867.5,"DTXSID1045039","DTXSID1045039","Hexadecyl,dihydrogen,phosphate","C16H35O4P","firefighter",76771.2034,NA,0,1
"238","433.2007-327",433.2007,327,"DTXSID1045534","DTXSID1045534","Flunisolide","C24H31FO6","firefighter",7898.76187975,NA,0,0
"239","433.2059-290.2",433.2059,290.2,"DTXSID1045534","DTXSID1045534","Flunisolide","C24H31FO6","firefighter",3117.7357625,NA,0,0
"240","317.2484-689",317.2484,689,"DTXSID1046342","DTXSID1046342","Eltanolone","C21H34O2","firefighter",16912.12355,NA,0,1
"241","273.133-362.3",273.133,362.3,"DTXSID1046689","DTXSID1046689","Ormetoprim","C14H18N4O2","firefighter",13241.531625,NA,0,1
"242","135.08129-341.4",135.08129,341.4,"DTXSID1047071","DTXSID1047071","2-Methylphenethyl,alcohol","C9H12O","firefighter",30029.6972020223,NA,0,1
"243","223.1702-719.8",223.1702,719.8,"DTXSID1047152","DTXSID1047152","Geranyl,butyrate","C14H24O2","firefighter",1822155.72,NA,0,1
"244","403.1385-340.9",403.1385,340.9,"DTXSID1047281","DTXSID1047281","CP-612372","C22H20N4O4","firefighter",961.4138125,NA,0,0
"245","137.06046-264.8",137.06046,264.8,"DTXSID1047443","DTXSID1047443","3-Methoxy-5-methylphenol","C8H10O2","firefighter",65895.3065991137,NA,0,1
"246","417.2998-846.1",417.2998,846.1,"DTXSID1047497","DTXSID1047497","Octyl,decyl,phthalate","C26H42O4","firefighter",351337.11525,NA,0,1
"247","483.2318-760",483.2318,760,"DTXSID1047524","DTXSID1047524","Kanamycin,A,sulfate","C18H38N4O15S","firefighter",5926.4032925,NA,0,0
"248","141.12828-450.9",141.12828,450.9,"DTXSID1047570","DTXSID1047570","(1R,5R)-3,3,5-trimethylcyclohexanol","C9H18O","firefighter",24370.779574554,NA,0,1
"249","209.1542-476.3",209.1542,476.3,"DTXSID1047574","DTXSID1047574","3,7-Dimethylocta-1,6-dien-3-yl,propanoate","C13H22O2","firefighter",28938.3183,NA,0,1
"250","149.09678-383.7",149.09678,383.7,"DTXSID1047601","DTXSID1047601","2-Methyl-1-phenylpropan-2-ol","C10H14O","firefighter",59658.6940343647,NA,0,1
"251","191.10725-449.4",191.10725,449.4,"DTXSID1047603","DTXSID1047603","Benzyl,3-methylbutanoate","C12H16O2","firefighter",34075.5722438628,NA,0,1
"252","169.12333-498.2",169.12333,498.2,"DTXSID1047659","DTXSID1047659","Methyl,3-nonenoate","C10H18O2","firefighter",1192069.06035233,NA,0,1
"253","477.2451-858",477.2451,858,"DTXSID1048598","DTXSID1048598","Diflucortolone,valerate","C27H36F2O5","firefighter",3025.770615,NA,0,0
"254","477.2475-671.8",477.2475,671.8,"DTXSID1048598","DTXSID1048598","Diflucortolone,valerate","C27H36F2O5","firefighter",12251.027775,NA,0,1
"255","356.1162-355.4",356.1162,355.4,"MTX179","DTXSID1049223-BTMR0171","","C19H19NO6","firefighter",104561.32358375,NA,1,1
"256","295.0944-381.7",295.0944,381.7,"DTXSID1049302","DTXSID1049302","1-Iodododecane","C12H25I","firefighter",4416.0707475,NA,0,0
"257","295.0957-75.2",295.0957,75.2,"DTXSID1049302","DTXSID1049302","1-Iodododecane","C12H25I","firefighter",27735.11,NA,0,1
"258","191.01992-44.3",191.01992,44.3,"DTXSID1049437","DTXSID1049437","Trisodium,citrate,dihydrate","C6H8O7","firefighter",5952192.74623336,NA,0,1
"259","135.04492-237.9",135.04492,237.9,"DTXSID1051690","DTXSID1051690","2-Methoxybenzaldehyde","C8H8O2","firefighter",98096.1896741648,NA,0,1
"260","291.0843-263.8",291.0843,263.8,"DTXSID1051852","DTXSID1051852","N,N'-Ethylenedi-L-aspartic,acid","C10H16N2O8","firefighter",13939.72761,NA,0,1
"261","253.2178-884.9",253.2178,884.9,"DTXSID1051987","DTXSID1051987","Tridecyl,acrylate","C16H30O2","firefighter",74239209.6,NA,1,1
"262","241.2174-901.8",241.2174,901.8,"DTXSID1052248","DTXSID1052248","(Ethoxymethoxy)cyclododecane","C15H30O2","firefighter",10618592.025,NA,0,1
"263","207.1019-760",207.1019,760,"DTXSID1052294","DTXSID1052294","2,2-Diethoxyacetophenone","C12H16O3","firefighter",1968.057315,NA,0,0
"264","253.2178-884.9",253.2178,884.9,"DTXSID1052402","DTXSID1052402","2,5,8,11-Tetramethyldodec-6-yne-5,8-diol","C16H30O2","firefighter",74239209.6,NA,0,1
"265","115.07627-833.2",115.07627,833.2,"DTXSID1052587","DTXSID1052587","Methyl,2-methylbutyrate","C6H12O2","firefighter",19547.6107849415,NA,0,1
"266","115.07629-113.5",115.07629,113.5,"DTXSID1052587","DTXSID1052587","Methyl,2-methylbutyrate","C6H12O2","firefighter",60475.3903932055,NA,0,1
"267","115.07635-219",115.07635,219,"DTXSID1052587","DTXSID1052587","Methyl,2-methylbutyrate","C6H12O2","firefighter",387482.466297211,NA,0,1
"268","479.2551-850",479.2551,850,"DTXSID1057749","DTXSID1057749","Clocapramine","C28H37ClN4O","firefighter",11776.752025,NA,0,1
"269","479.2589-696",479.2589,696,"DTXSID1057749","DTXSID1057749","Clocapramine","C28H37ClN4O","firefighter",40766.2991,NA,0,1
"270","249.1857-785.9",249.1857,785.9,"DTXSID1058680","DTXSID1058680","2-[4-(2,4,4-Trimethyl-2-pentanyl)phenoxy]ethanol","C16H26O2","firefighter",804787.1675,NA,0,1
"271","397.3318-1047.7",397.3318,1047.7,"DTXSID1059319","DTXSID1059319","Peroxide,,bis(1-oxododecyl)","C24H46O4","firefighter",244378.9065,NA,0,1
"272","333.2268-836.1",333.2268,836.1,"DTXSID1061366","DTXSID1061366","Butyl,4,4-di(tert-butylperoxy)valerate","C17H34O6","firefighter",95892.122425,NA,0,1
"273","311.1399-351.9",311.1399,351.9,"DTXSID1066944","DTXSID1066944","Ethanediamide,,N-(2-ethoxyphenyl)-N'-(2-ethylphenyl)-","C18H20N2O3","firefighter",2916059.8875,NA,1,1
"274","313.2378-834.7",313.2378,834.7,"DTXSID1074331","DTXSID1074331","Octadecanedioic,acid","C18H34O4","firefighter",345486.1825,NA,0,1
"275","145.08683-209",145.08683,209,"DTXSID1074593","DTXSID1074593","Ethaneperoxoic,acid,,1,1-dimethylpropyl,ester","C7H14O3","firefighter",40274.2491257168,NA,0,1
"276","485.2778-823.8",485.2778,823.8,"DTXSID1074886","DTXSID1074886","12H-Dibenzo[d,g][1,3,2]dioxaphosphocin,,2,4,8,10-tetrakis(1,1-dimethylethyl)-6-hydroxy,-,6-oxide,,lithium,salt","C29H43O4P","firefighter",15268.314175,NA,0,1
"277","485.2868-719.2",485.2868,719.2,"DTXSID1074886","DTXSID1074886","12H-Dibenzo[d,g][1,3,2]dioxaphosphocin,,2,4,8,10-tetrakis(1,1-dimethylethyl)-6-hydroxy,-,6-oxide,,lithium,salt","C29H43O4P","firefighter",21465.4793,NA,0,1
"278","150.0557-168.2",150.0557,168.2,"DTXSID2020006","DTXSID2020006","Acetaminophen","C8H9NO2","firefighter",73426.3770030135,NA,0,1
"279","163.11237-445.9",163.11237,445.9,"DTXSID2020212","DTXSID2020212","2-tert-Butyl-4-methylphenol","C11H16O","firefighter",5090.52500113169,NA,0,0
"280","163.11238-579.3",163.11238,579.3,"DTXSID2020212","DTXSID2020212","2-tert-Butyl-4-methylphenol","C11H16O","firefighter",4469.96598107676,NA,0,0
"281","219.1748-667.8",219.1748,667.8,"DTXSID2020216","DTXSID2020216","Butylated,hydroxytoluene","C15H24O","firefighter",2069.5360075,NA,0,0
"282","219.1749-899.9",219.1749,899.9,"DTXSID2020216","DTXSID2020216","Butylated,hydroxytoluene","C15H24O","firefighter",27154.72575,NA,0,1
"283","219.1749-880.9",219.1749,880.9,"DTXSID2020216","DTXSID2020216","Butylated,hydroxytoluene","C15H24O","firefighter",17908.94965,NA,0,1
"284","391.2847-750.3",391.2847,750.3,"DTXSID2020260","DTXSID2020260","Chenodeoxycholic,acid","C24H40O4","firefighter",3906253.655,NA,0,1
"285","378.1006-408.1",378.1006,408.1,"MTX201","DTXSID2020341-BTMR0502","","C18H21NO6S","firefighter",207760.37725,NA,0,1
"286","298.1439-408.2",298.1439,408.2,"DTXSID2020341","DTXSID2020341","CODEINE","C18H21NO3","firefighter",14764.58925,NA,0,1
"287","298.1442-431",298.1442,431,"DTXSID2020341","DTXSID2020341","CODEINE","C18H21NO3","firefighter",11076.126125,NA,0,1
"288","254.0124-289.7",254.0124,289.7,"DTXSID2020420","DTXSID2020420","Propyzamide","C12H11Cl2NO","firefighter",57577.726525,NA,1,1
"289","147.04476-132.9",147.04476,132.9,"DTXSID2020474","DTXSID2020474","3,4-Dihydrocoumarin","C9H8O2","firefighter",177977.882785259,NA,0,1
"290","147.04476-299.7",147.04476,299.7,"DTXSID2020474","DTXSID2020474","3,4-Dihydrocoumarin","C9H8O2","firefighter",12068.1906081332,NA,0,1
"291","128.03538-47.8",128.03538,47.8,"DTXSID2020478","DTXSID2020478","Dimethadione","C5H7NO3","firefighter",75240.3000318381,NA,0,1
"292","128.03543-53.2",128.03543,53.2,"DTXSID2020478","DTXSID2020478","Dimethadione","C5H7NO3","firefighter",84597.6278524798,NA,0,1
"293","199.07604-370.4",199.07604,370.4,"DTXSID2020717","DTXSID2020717","4-(Benzyloxyl)phenol","C13H12O2","firefighter",134160.66130434,NA,0,1
"294","199.0762-63.2",199.0762,63.2,"DTXSID2020717","DTXSID2020717","4-(Benzyloxyl)phenol","C13H12O2","firefighter",73394.8000494491,NA,0,1
"295","142.06595-346.8",142.06595,346.8,"DTXSID2020921","DTXSID2020921","2-Naphthylamine","C10H9N","firefighter",2914.00235887486,NA,1,0
"296","142.066-190.6",142.066,190.6,"DTXSID2020921","DTXSID2020921","2-Naphthylamine","C10H9N","firefighter",48455.1664210952,NA,1,1
"297","142.06601-168.7",142.06601,168.7,"DTXSID2020921","DTXSID2020921","2-Naphthylamine","C10H9N","firefighter",217383.884602998,NA,1,1
"298","169.06554-369.9",169.06554,369.9,"DTXSID2021151","DTXSID2021151","2-Phenylphenol","C12H10O","firefighter",1919872.74983868,NA,1,1
"299","109.02949-90.3",109.02949,90.3,"DTXSID2021238","DTXSID2021238","Resorcinol","C6H6O2","firefighter",352016.180832215,NA,1,1
"300","318.8865-56.7",318.8865,56.7,"DTXSID2021315","DTXSID2021315","2,3,7,8-Tetrachlorodibenzo-p-dioxin","C12H4Cl4O2","firefighter",37023.89175,NA,0,1
"301","241.2174-901.8",241.2174,901.8,"DTXSID2021652","DTXSID2021652","Pentadecanoic,acid","C15H30O2","firefighter",10618592.025,NA,0,1
"302","277.144-461.9",277.144,461.9,"DTXSID2021781","DTXSID2021781","Dibutyl,phthalate","C16H22O4","firefighter",23763.0307825,NA,0,1
"303","201.0227-287.2",201.0227,287.2,"MTX213","DTXSID2021864-BTMR0197","","C8H10O4S","firefighter",884444.22625,NA,1,1
"304","121.06561-287.3",121.06561,287.3,"DTXSID2021864","DTXSID2021864","2,4-Dimethylphenol","C8H10O","firefighter",19916.0346234636,NA,1,1
"305","121.06543-129.9",121.06543,129.9,"DTXSID2021864","DTXSID2021864","2,4-Dimethylphenol","C8H10O","firefighter",8044.93175873193,NA,1,0
"306","257.1756-395.2",257.1756,395.2,"DTXSID2021866","DTXSID2021866","Dibutyl,adipate","C14H26O4","firefighter",713560.0625,NA,0,1
"307","130.08746-82.1",130.08746,82.1,"DTXSID2022090","DTXSID2022090","4-(2-Hydroxyethyl)morpholine","C6H13NO2","firefighter",16269939.0255033,NA,0,1
"308","141.12828-450.9",141.12828,450.9,"DTXSID2022125","DTXSID2022125","2-Nonanone","C9H18O","firefighter",24370.779574554,NA,0,1
"309","149.09678-383.7",149.09678,383.7,"DTXSID2022331","DTXSID2022331","2-(Butan-2-yl)phenol","C10H14O","firefighter",59658.6940343647,NA,0,1
"310","349.1106-394.7",349.1106,394.7,"MTX218","DTXSID2022381-BTMR0197","","C18H22O5S","firefighter",7337.5633025,NA,1,0
"311","169.06554-369.9",169.06554,369.9,"DTXSID2022462","DTXSID2022462","3-Phenylphenol","C12H10O","firefighter",1919872.74983868,NA,0,1
"312","352.0853-363.3",352.0853,363.3,"DTXSID2022541","DTXSID2022541","Acenocoumarol","C19H15NO6","firefighter",601908.08,NA,0,1
"313","466.2935-997.4",466.2935,997.4,"DTXSID2022705","DTXSID2022705","BUPRENORPHINE","C29H41NO4","firefighter",55092.05625,NA,0,1
"314","401.2296-760.5",401.2296,760.5,"DTXSID2022888","DTXSID2022888","Dehydrocholic,acid","C24H34O5","firefighter",69375.4865,NA,0,1
"315","329.1055-616.1",329.1055,616.1,"DTXSID20231551","DTXSID20231551","4H-1-Benzopyran-4-one,,2,3-dihydro-5,7-dihydroxy-2-(2-hydroxy-5-methoxyphenyl)-6,8-dimethyl,-,(S)-","C18H18O6","firefighter",8823.529875,NA,0,0
"316","329.1055-585.3",329.1055,585.3,"DTXSID20231551","DTXSID20231551","4H-1-Benzopyran-4-one,,2,3-dihydro-5,7-dihydroxy-2-(2-hydroxy-5-methoxyphenyl)-6,8-dimethyl,-,(S)-","C18H18O6","firefighter",1714.821365,NA,0,0
"317","299.2009-864",299.2009,864,"DTXSID2023276","DTXSID2023276","Methandrostenolone","C20H28O2","firefighter",32657.19775,NA,0,1
"318","367.2113-368.3",367.2113,368.3,"DTXSID2023519","DTXSID2023519","Propantheline,bromide","C23H30BrNO3","firefighter",12460.677,NA,0,1
