,featureid,ID,mz,time,DF_n,DF_ow,DF_blank,DF_diff,mean_N,sd_N,cv_N,median_N,gMean_N,mean_OW,sd_OW,cv_OW,median_OW,gMean_OW,cv_N/CV_OW,sdN/Sd_OW,mean_FB,sd_FB,cv_FB,median_FB,gMean_FB,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,Formula,MonoisotopicMass,Adduct,mean_N_OW,percent_FB,DF_high_N,parent_id,DB_name,name_original,interest for fragmentation,SMILES_cleaned,name_cleaned,formula_cleaned,Molweight_cleaned,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,phthalate,carcino,term,estimate,std.error,statistic,p.value,higher_intensity_N,metabolite,ESI,BC-relevant,">2xfb, higher N"
34,472.23916-347.2,7449,472.23916,347.2,94.16666667,83.75,33.33333333,10.41666667,3366.3566,2567.90588,76.28145753,2877.958583,NA,2107.1039,1890.599347,89.72501771,1825.117237,NA,0.850169323,1.358249638,203.0847534,350.9843284,172.8265281,0,NA,1,9,Unique,472.2415317,5.02,C22H35N2O9,471.23426,M+H,2736.73025,7.420707738,1,DTXSID20880124,DTXSID20880124-BTMR0244,"N,N-DIETHYL-2H-PERFLUOROPROPANAMINE",1,CCN(CC)C(F)(F)C(F)C(F)(F)F,"N,N-diethyl-1,1,2,3,3,3-hexafluoropropan-1-amine",C7H11F6N,223.079569,PFAS,0,,0,0,,1,,,,,,,,,,,,,,,,,,,0,0,nurses1,1.572006817,0.422830348,3.717819277,0.000262897,1,1,pos,0,1
35,569.24045-199.1,7459,569.24045,199.1,9.166666667,10,0,-0.833333333,5746.241319,38408.15671,668.4048682,0,NA,1387.184586,8354.277528,602.246998,0,NA,1.109851723,4.597424084,0,0,NA,0,NA,3,25961.53846,Unique,569.2392662,2.08,C28H37FO11,568.23199,M+H,3566.712952,0,0,DTXSID30198146,DTXSID30198146-BTMR0244,PROXYMETACAINE,??,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,2-(diethylamino)ethyl 3-amino-4-propoxybenzoate,C16H26N2O3,294.194343,Drug,1,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,1,pos,0,
36,352.06114-125.1,7466,352.06114,125.1,80.83333333,86.25,0,-5.416666667,1575.585031,1696.137922,107.6513098,923.3747916,NA,1953.081772,1865.803987,95.53127855,1279.258021,NA,1.126869769,0.90906544,0,0,NA,0,NA,1,9,Unique,352.0597821,3.86,C14H13N3O6S,351.05251,M+H,1764.333401,0,0,DTXSID3020257,DTXSID3020257-BTMR0166,Catechol,??,Oc1ccccc1O,"benzene-1,2-diol",C6H6O2,110.036779,"E2Up, P4Up, VBtoxcast",,,,,,,,,,,,,,1,3,1,2,,1,-2.807518971,9.701733113,25,,,0,0,NA,0,NA,NA,NA,0,1,pos,2,
37,427.06711-836.2,7475,427.06711,836.2,0,2.5,50,-2.5,0,0,NA,0,NA,72.13659487,454.1947096,629.6314796,0,NA,#VALUE!,0,4017.424648,5320.805926,132.4432041,1076.164536,NA,3,26213.59223,Unique,427.0693438,5.23,C18H18O10S,426.06207,M+H,36.06829743,11138.38172,0,DTXSID3020627,DTXSID3020627-BTMR0165,Fluconazole,,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,"2-(2,4-difluorophenyl)-1,3-bis(1,2,4-triazol-1-yl)propan-2-ol",C13H12F2N6O,306.104065,"VBtoxcast, Drug",1,,0,0,,0,,,,,,,,,,,,,1,-0.5675585,4.784401,1,,,0,0,nurses1,-0.274224564,0.16336707,-1.678579186,0.09484411,0,1,pos,0,
38,709.77599-198.6,7493,709.77599,198.6,96.66666667,85,0,11.66666667,26502.29868,25228.33942,95.19302353,25578.91469,NA,16073.98403,18679.38193,116.2087874,7268.799384,NA,0.819155123,1.35059819,0,0,NA,0,NA,3,509.4339623,Multiple,709.7800807,5.76,C17H19Br4N3O6S,708.7728,M+H,21288.14136,0,1,DTXSID3022877,DTXSID3022877-BTMR0502,Cytarabine,1,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,"4-amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one",C9H13N3O5,243.085521,"VBtoxcast, Drug",1,,0,0,,0,,,,,,,,,,,,,1,-2.905647426,4.479904214,23,,,0,0,nurses1,2.054668906,0.459819044,4.468429334,1.34E-05,1,1,pos,0,1
39,709.77599-198.6,7491,709.77599,198.6,96.66666667,85,0,11.66666667,26502.29868,25228.33942,95.19302353,25578.91469,NA,16073.98403,18679.38193,116.2087874,7268.799384,NA,0.819155123,1.35059819,0,0,NA,0,NA,3,509.4339623,Multiple,709.7800807,5.76,C17H19Br4N3O6S,708.7728,M+H,21288.14136,0,1,DTXSID3022877,DTXSID3022877-BTMR0171,Cytarabine,1,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,"4-amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one",C9H13N3O5,243.085521,"VBtoxcast, Drug",1,,0,0,,0,,,,,,,,,,,,,1,-2.905647426,4.479904214,23,,,0,0,nurses1,2.054668906,0.459819044,4.468429334,1.34E-05,1,1,pos,0,1
40,709.77599-198.6,7492,709.77599,198.6,96.66666667,85,0,11.66666667,26502.29868,25228.33942,95.19302353,25578.91469,NA,16073.98403,18679.38193,116.2087874,7268.799384,NA,0.819155123,1.35059819,0,0,NA,0,NA,3,509.4339623,Multiple,709.7800807,5.76,C17H19Br4N3O6S,708.7728,M+H,21288.14136,0,1,DTXSID3022877,DTXSID3022877-BTMR0501,Cytarabine,1,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,"4-amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one",C9H13N3O5,243.085521,"VBtoxcast, Drug",1,,0,0,,0,,,,,,,,,,,,,1,-2.905647426,4.479904214,23,,,0,0,nurses1,2.054668906,0.459819044,4.468429334,1.34E-05,1,1,pos,0,1
41,489.24553-509.3,7506,489.24553,509.3,96.66666667,85,0,11.66666667,1870.58834,1833.976309,98.04275319,1355.625263,NA,1591.737108,1732.167445,108.822458,1167.686993,NA,0.900942278,1.058775417,0,0,NA,0,NA,2,10,Multiple,489.248294,5.65,C27H36O8,488.24102,M+H,1731.162724,0,1,DTXSID3025881,DTXSID3025881-BTMR1242,"1,2-Phenylenediamine",1,Nc1ccccc1N,"benzene-1,2-diamine",C6H8N2,108.068748,"E2Up, VBtoxcast",,,,,,,,,,,,,,1,3,,,,1,-2.10056,15.05225,21,,,0,0,nurses1,1.166036301,0.381072352,3.059881657,0.002527593,1,1,pos,1,1
42,489.25228-1173.8,7506,489.25228,1173.8,0,2.5,0,-2.5,0,0,NA,0,NA,73.7304697,463.3524206,628.4408908,0,NA,#VALUE!,0,0,0,NA,0,NA,2,10,Multiple,489.248294,8.15,C27H36O8,488.24102,M+H,36.86523485,0,0,DTXSID3025881,DTXSID3025881-BTMR1242,"1,2-Phenylenediamine",??,Nc1ccccc1N,"benzene-1,2-diamine",C6H8N2,108.068748,"E2Up, VBtoxcast",,,,,,,,,,,,,,1,3,,,,1,-2.10056,15.05225,21,,,0,0,nurses1,-0.303991985,0.16314534,-1.863320059,0.063928578,0,1,pos,1,
43,328.13906-148.2,7525,328.13906,148.2,100,100,0,0,7619.555523,4098.491822,53.78911946,6501.178108,6844.300911,7523.70978,4221.365423,56.10749945,6332.768394,6437.227702,0.958679677,0.970892451,0,0,NA,0,NA,3,765.9574468,Unique,328.139078,0.05,C15H21NO7,327.1318,M+H,7571.632651,0,0,DTXSID30378880,DTXSID30378880-BTMR0224,"2,2-DIFLUOROETHYL,TRIFLATE",?,O=S(=O)(OCC(F)F)C(F)(F)F,"2,2-difluoroethyl trifluoromethanesulfonate",C3H3F5O3S,213.972306,PFAS,0,,0,0,,1,,,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,1,pos,0,
44,328.13889-144.3,7525,328.13889,144.3,100,100,0,0,11399.90446,5687.647607,49.89206382,9364.030897,10298.60751,11371.90171,5909.290279,51.96395845,9751.923476,9874.074823,0.960128237,0.962492506,0,0,NA,0,NA,3,765.9574468,Unique,328.139078,0.57,C15H21NO7,327.1318,M+H,11385.90308,0,0,DTXSID30378880,DTXSID30378880-BTMR0224,"2,2-DIFLUOROETHYL,TRIFLATE",?,O=S(=O)(OCC(F)F)C(F)(F)F,"2,2-difluoroethyl trifluoromethanesulfonate",C3H3F5O3S,213.972306,PFAS,0,,0,0,,1,,,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,1,pos,0,
45,329.14363-277,7526,329.14363,277,95.83333333,90,0,5.833333333,3149.620025,2741.918232,87.05552448,2797.946054,NA,1991.83534,1656.803669,83.17975063,1488.818759,NA,1.046595161,1.654944568,0,0,NA,0,NA,2,10,Unique,329.146903,9.94,C15H22NO7,328.13963,M+H,2570.727683,0,0,DTXSID30379357,DTXSID30379357-BTMR0165,3(PERFLUORO-2-BUTYL)PROPANOL,1,OCCCC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"4,5,5,6,6,6-hexafluoro-4-(trifluoromethyl)hexan-1-ol",C7H7F9O,278.035319,PFAS,0,,0,0,,1,,,,,,,,,,,,,,,,,,,0,0,nurses1,1.230286341,0.354001771,3.475367755,0.000629349,1,1,pos,0,1
46,329.15007-506.9,7526,329.15007,506.9,100,100,83.33333333,0,11323.77375,12730.66823,112.4242546,8212.731186,8305.836848,9880.850444,5364.329452,54.29015936,8853.496138,8478.761137,2.070803548,2.37320775,2791.085254,2993.159954,107.2400046,1942.328511,NA,2,10,Unique,329.146903,9.62,C15H22NO7,328.13963,M+H,10602.3121,26.32525084,0,DTXSID30379357,DTXSID30379357-BTMR0165,3(PERFLUORO-2-BUTYL)PROPANOL,?,OCCCC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"4,5,5,6,6,6-hexafluoro-4-(trifluoromethyl)hexan-1-ol",C7H7F9O,278.035319,PFAS,0,,0,0,,1,,,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,1,pos,0,
47,469.23007-917.7,7532,469.23007,917.7,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,#VALUE!,#DIV/0!,0,0,NA,0,NA,3,49090.90909,Multiple,469.2306327,1.2,C23H34NO9,468.22336,M+H,0,NA,0,DTXSID30382104,DTXSID30382104-BTMR0167,"9-CHLORO-PERFLUORONONANOIC,ACID",,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,"9-chloro-2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-hexadecafluorononanoic acid",C9HClF16O2,479.940958,PFAS,0,,0,0,,1,,,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,1,pos,0,
48,469.23025-920.7,7532,469.23025,920.7,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,#VALUE!,#DIV/0!,0,0,NA,0,NA,3,49090.90909,Multiple,469.2306327,0.82,C23H34NO9,468.22336,M+H,0,NA,0,DTXSID30382104,DTXSID30382104-BTMR0167,"9-CHLORO-PERFLUORONONANOIC,ACID",,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,"9-chloro-2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-hexadecafluorononanoic acid",C9HClF16O2,479.940958,PFAS,0,,0,0,,1,,,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,1,pos,0,
49,469.22994-914.3,7532,469.22994,914.3,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,#VALUE!,#DIV/0!,0,0,NA,0,NA,3,49090.90909,Multiple,469.2306327,1.48,C23H34NO9,468.22336,M+H,0,NA,0,DTXSID30382104,DTXSID30382104-BTMR0167,"9-CHLORO-PERFLUORONONANOIC,ACID",,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,"9-chloro-2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-hexadecafluorononanoic acid",C9HClF16O2,479.940958,PFAS,0,,0,0,,1,,,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,1,pos,0,
50,336.14002-357.7,7552,336.14002,357.7,100,100,0,0,52514.5303,27123.86601,51.65021158,46103.52901,46640.64029,68825.9483,40624.24805,59.02461072,58646.84715,59636.70737,0.875062299,0.667676752,0,0,NA,0,NA,3,51428.57143,Unique,336.1401406,0.36,C12H21N3O8,335.13286,M+H,60670.2393,0,0,DTXSID3065586,DTXSID3065586-BTMR0229,"1H,1H-PERFLUOROBUTYL,METHACRYLATE",?,C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,"2,2,3,3,4,4,4-heptafluorobutyl 2-methylprop-2-enoate",C8H7F7O2,268.033427,PFAS,0,,0,0,,1,,,,,,,,,,,,,,,,,,,0,0,nurses1,-0.34156009,0.101900738,-3.35189024,0.000964818,0,1,pos,0,
51,369.16944-566,7560,369.16944,566,100,100,100,0,16657.32092,9966.24204,59.83100215,14083.67517,13679.46801,22271.39834,11970.42572,53.74797547,23933.59617,18328.38182,1.113176852,0.832572063,16854.73468,16286.68691,96.62974363,12853.94093,11849.19228,3,20593.22034,Unique,369.173021,9.7,C19H28O5S,368.16574,M+H,19464.35963,86.59280344,0,DTXSID30869884,DTXSID30869884-BTMR0224,"2H,3H-DECAFLUOROPENTANE",,FC(C(F)C(F)(F)C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,4,5,5,5-decafluoropentane",C5H2F10,251.999682,PFAS,0,,0,0,,1,,,,,,,,,,,,,,,,,,,0,0,nurses1,-0.421241774,0.06985878,-6.029904542,8.14E-09,0,1,pos,0,
52,329.09509-323.4,7570,329.09509,323.4,65,65,41.66666667,0,2026.094459,2914.70938,143.8585139,627.6206355,NA,2198.415286,2928.694972,133.2184592,689.3333365,NA,1.079869222,0.995224633,563.8111142,922.3236659,163.5873509,0,NA,2,10,Unique,329.0979415,8.66,C13H16N2O8,328.09067,M+H,2112.254873,26.69238081,0,DTXSID4020379,DTXSID4020379-BTMR0157,Dehydroepiandrosterone,,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,"(3S,8R,9S,10R,13S,14S)-3-hydroxy-10,13-dimethyl-1,2,3,4,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-one",C19H28O2,288.20893,"ERactive, VBtoxcast",,,,,,,,,,,,1,0.365,,,,,,1,-1.780093912,8.703754295,23,,,0,0,NA,0,NA,NA,NA,0,1,pos,1,
53,425.13705-565.6,7573,425.13705,565.6,100,100,100,0,114563.8762,46064.4006,40.20848642,99550.86816,106764.9995,162216.0412,60455.67926,37.26861957,154176.806,151478.4971,1.07888317,0.761953239,69582.99347,24027.71634,34.53101849,76594.11352,64924.1499,3,45849.0566,Unique,425.134327,6.41,C22H20N2O7,424.12705,M+H,138389.9587,50.28037737,0,DTXSID4020402,DTXSID4020402-BTMR1242,"2,4-Diaminotoluene",,Cc1ccc(N)cc1N,"4-methylbenzene-1,3-diamine",C7H10N2,122.084398,"VBtoxcast, pellizzari, MC",,,,,,,,,1,Aromatic amine,,,,,,,,,1,-2.592573,6.252791,5,,1,0,1,nurses1,-0.498632068,0.075286093,-6.623163053,3.37E-10,0,1,pos,1,
54,473.19394-332.5,7574,473.19394,332.5,93.33333333,97.5,100,-4.166666667,10586.05143,9169.959522,86.62303959,8595.295691,NA,11874.98863,13150.2158,110.7387654,7530.378648,NA,0.782228692,0.697323881,3581.967313,2566.739473,71.65725562,2548.095141,2791.904822,3,26732.67327,Unique,473.1925276,2.98,C17H28N8O6S,472.18525,M+H,11230.52003,31.89493722,0,DTXSID4020666,DTXSID4020666-BTMR0165,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,pos,#VALUE!,
55,419.16999-506.3,7580,419.16999,506.3,100,97.5,100,2.5,14971.58535,17893.88909,119.519,8033.781328,7916.958734,9266.423833,14832.9844,160.0723717,5906.69326,NA,0.74665602,1.20635798,12505.87019,7396.390381,59.14334842,12400.64994,10395.063,3,40909.09091,Unique,419.1700438,0.13,C22H26O8,418.16277,M+H,12119.00459,103.1922226,0,DTXSID4020957,DTXSID4020957-BTMR1242,"2-Nitro-1,4-phenylenediamine",,Nc1ccc(N)c([N+](=O)[O-])c1,"2-nitrobenzene-1,4-diamine",C6H7N3O2,153.053826,"VBtoxcast, pellizzari",,,,,,,,,,,,,,,,,,,1,-3.8599991,6.836896849,11,,1,0,0,nurses1,1.022703517,0.285389428,3.583536805,0.000428703,1,1,pos,0,
56,419.17017-503.1,7580,419.17017,503.1,100,97.5,100,2.5,12658.26494,14957.16846,118.1612846,7597.327072,6876.486451,7944.706071,12307.75484,154.9176864,4880.771282,NA,0.762735923,1.215263763,11630.50257,6478.341239,55.70130098,11347.60872,9797.924717,3,40909.09091,Unique,419.1700438,0.3,C22H26O8,418.16277,M+H,10301.4855,112.9012176,0,DTXSID4020957,DTXSID4020957-BTMR1242,"2-Nitro-1,4-phenylenediamine",,Nc1ccc(N)c([N+](=O)[O-])c1,"2-nitrobenzene-1,4-diamine",C6H7N3O2,153.053826,"VBtoxcast, pellizzari",,,,,,,,,,,,,,,,,,,1,-3.8599991,6.836896849,11,,1,0,0,nurses1,0.983685615,0.279181982,3.523456666,0.000531186,1,1,pos,0,
57,357.11875-357.7,7585,357.11875,357.7,100,100,8.333333333,0,78373.49459,36533.24121,46.61428127,72207.93755,70812.06917,107574.661,69507.81588,64.61355792,88046.21428,91774.88977,0.721431891,0.525599039,9.634807337,33.37595166,346.4101615,0,NA,3,50467.28972,Unique,357.1180082,2.08,C16H20O9,356.11073,M+H,92974.07779,0.010362896,0,DTXSID4021268,DTXSID4021268-BTMR0239,Simazine,??,CCNc1nc(Cl)nc(NCC)n1,"6-chloro-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine",C7H12ClN5,201.078123,"E2Up, P4Up, pesticidemammarytumors, VBtoxcast, MC",,,,,,,,,1,Hormone or EDC,,,,1,2,1,3,1,1,-2.604307114,4.649695806,12,,,0,1,nurses1,-0.362717924,0.095407549,-3.801773828,0.000192313,0,1,pos,4,
58,261.04056-204.7,7586,261.04056,204.7,100,97.5,100,2.5,50416.14207,84445.02518,167.4960076,7776.13687,15134.2899,56614.63914,74614.78149,131.7941483,8796.73782,NA,1.270891081,1.131746599,8904.626761,5714.263023,64.17184208,12237.06903,5126.072813,3,26470.58824,Unique,261.0427351,8.33,C10H12O6S,260.03546,M+H,53515.39061,16.63937544,0,DTXSID4021478,DTXSID4021478-BTMR0163,Lynestrenol,,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,"(8R,9S,10R,13S,14S,17S)-17-ethynyl-13-methyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-17-ol",C20H28O,284.214016,"VBtoxcast, MC",,,,,,,,,1,,,,,,,,,,1,-5.226565853,30.33827633,39,,,0,1,NA,0,NA,NA,NA,0,1,pos,1,
59,313.07778-832.7,7589,313.07778,832.7,53.33333333,60,58.33333333,-6.666666667,6949.056586,13782.57496,198.337354,353.3515014,NA,13730.93609,47829.0504,348.3305879,1237.904878,NA,0.569394021,0.288163257,96420.8768,109599.3398,113.6676448,63544.8034,NA,3,106578.9474,Multiple,313.0778747,0.3,C11H12N4O7,312.0706,M+H,10339.99634,932.5039745,0,DTXSID4022369,DTXSID4022369-BTMR0164,Fulvestrant,,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,"(7R,8R,9S,13S,14S,17S)-13-methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",C32H47F5O3S,606.316607,"ERactive, VBtoxcast, MGDev",,,,,,,,,,,1,1,0,,,,,,1,-6.038797079,22.47999783,37,,,0,1,NA,0,NA,NA,NA,0,1,pos,2,
60,313.07766-835.7,7589,313.07766,835.7,53.33333333,60,58.33333333,-6.666666667,7177.775363,14147.30534,197.0987476,353.3503482,NA,13468.65073,45085.0859,334.7409239,1252.539466,NA,0.588809833,0.313791247,108948.6806,122622.1953,112.5504179,72842.78091,NA,3,106578.9474,Multiple,313.0778747,0.69,C11H12N4O7,312.0706,M+H,10323.21305,1055.375687,0,DTXSID4022369,DTXSID4022369-BTMR0164,Fulvestrant,,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,"(7R,8R,9S,13S,14S,17S)-13-methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",C32H47F5O3S,606.316607,"ERactive, VBtoxcast, MGDev",,,,,,,,,,,1,1,0,,,,,,1,-6.038797079,22.47999783,37,,,0,1,NA,0,NA,NA,NA,0,1,pos,2,
61,313.07766-835.7,7590,313.07766,835.7,53.33333333,60,58.33333333,-6.666666667,7177.775363,14147.30534,197.0987476,353.3503482,NA,13468.65073,45085.0859,334.7409239,1252.539466,NA,0.588809833,0.313791247,108948.6806,122622.1953,112.5504179,72842.78091,NA,3,106578.9474,Multiple,313.0778747,0.69,C11H12N4O7,312.0706,M+H,10323.21305,1055.375687,0,DTXSID4022369,DTXSID4022369-BTMR0512,Fulvestrant,,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,"(7R,8R,9S,13S,14S,17S)-13-methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",C32H47F5O3S,606.316607,"ERactive, VBtoxcast, MGDev",,,,,,,,,,,1,1,0,,,,,,1,-6.038797079,22.47999783,37,,,0,1,NA,0,NA,NA,NA,0,1,pos,2,
62,313.07778-832.7,7590,313.07778,832.7,53.33333333,60,58.33333333,-6.666666667,6949.056586,13782.57496,198.337354,353.3515014,NA,13730.93609,47829.0504,348.3305879,1237.904878,NA,0.569394021,0.288163257,96420.8768,109599.3398,113.6676448,63544.8034,NA,3,106578.9474,Multiple,313.0778747,0.3,C11H12N4O7,312.0706,M+H,10339.99634,932.5039745,0,DTXSID4022369,DTXSID4022369-BTMR0512,Fulvestrant,,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,"(7R,8R,9S,13S,14S,17S)-13-methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",C32H47F5O3S,606.316607,"ERactive, VBtoxcast, MGDev",,,,,,,,,,,1,1,0,,,,,,1,-6.038797079,22.47999783,37,,,0,1,NA,0,NA,NA,NA,0,1,pos,2,
63,413.13662-451.3,7592,413.13662,451.3,100,100,0,0,32059.77469,16569.38468,51.6827858,29588.16651,28295.98977,32507.38408,17630.42809,54.2351487,29293.61027,27668.28896,0.952938953,0.93981749,0,0,NA,0,NA,3,38297.87234,Multiple,413.134327,5.55,C21H20N2O7,412.12705,M+H,32283.57938,0,0,DTXSID4022442,DTXSID4022442-BTMR0197,"Bisphenol,B",,CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1,4-[2-(4-hydroxyphenyl)butan-2-yl]phenol,C16H18O2,242.13068,"ERactive, VBtoxcast, pellizzari",,,,,,,,,,,,1,0.491,,,,,,1,-4.2663,9.375373,45,,1,0,0,NA,0,NA,NA,NA,0,1,pos,1,
64,413.13658-447.2,7592,413.13658,447.2,100,100,0,0,27632.48147,10929.23068,39.55211439,26700.67643,25545.04378,28303.21134,12099.12103,42.748227,29172.39527,25190.52581,0.925234031,0.903307823,0,0,NA,0,NA,3,38297.87234,Multiple,413.134327,5.45,C21H20N2O7,412.12705,M+H,27967.8464,0,0,DTXSID4022442,DTXSID4022442-BTMR0197,"Bisphenol,B",,CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1,4-[2-(4-hydroxyphenyl)butan-2-yl]phenol,C16H18O2,242.13068,"ERactive, VBtoxcast, pellizzari",,,,,,,,,,,,1,0.491,,,,,,1,-4.2663,9.375373,45,,1,0,0,NA,0,NA,NA,NA,0,1,pos,1,
65,565.19625-412.4,7593,565.19625,412.4,77.5,78.75,50,-1.25,2822.355015,3299.26528,116.8976001,1998.794544,NA,3655.019822,5148.959265,140.8736345,1880.489839,NA,0.829804672,0.640763523,376.7138627,546.7918026,145.1477784,50.40406497,NA,3,24059.40594,Unique,565.1947343,2.68,C27H33ClN2O9,564.18746,M+H,3238.687419,11.63168327,0,DTXSID4022448,DTXSID4022448-BTMR0224,Metolachlor,,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,2-chloro-N-(2-ethyl-6-methylphenyl)-N-(1-methoxypropan-2-yl)acetamide,C15H22ClNO2,283.133907,"VBtoxcast, pellizzari",,,,,,,,,,,,,,,,,,,1,-8.180808277,6.867505777,27,,1,0,0,NA,0,NA,NA,NA,0,1,pos,0,
66,257.16858-518.9,7601,257.16858,518.9,100,100,100,0,18752.12759,15901.52311,84.79850101,9135.75287,13452.02338,17822.20452,20596.32867,115.56555,7874.548276,12103.46196,0.733769718,0.772056193,24213.72552,17506.12727,72.2983634,24443.35708,12465.09998,3,53289.47368,Unique,257.1668677,6.66,C11H22N5S,256.15959,M+H,18287.16606,132.408299,0,DTXSID4022573,DTXSID4022573-BTMR0174,ALLOPURINOL,,Oc1ncnc2[nH]ncc12,"1,5-dihydropyrazolo[3,4-d]pyrimidin-4-one",C5H4N4O,136.038511,Drug,1,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,nurses1,0.126611614,0.063742223,1.986306849,0.048407133,1,1,pos,0,
