"","X","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","CV_N.CV_OW","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","name_cleaned.x","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DB_name","DTXSID","name_original","select.for.fragmentation","SMILES_cleaned","name_cleaned.y","formula_cleaned","Molweight_cleaned","parent_id","MONOISOTOPIC_MASS","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","carcino","DF_high_N","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI","cvNvOW","sd_avg_N","sdN_GE_sdavg","Drug_UCSF_cond","ERactive_AUC_cond","of_interest_all","of_int_sd","of_interest_sum","of_interest_cat"
"30",127,"115.07542-768",868,115.07542,768,100,100,75,0,36058.08077,37224.57357,103.2350385,16951.58649,22803.19508,21465.63172,21355.53218,99.48708922,16093.84642,13358.38199,1562.945028,2246.58038,143.7402046,263.7534831,NA,"1.03767272",2,10,"Multiple",115.0753556,0.56,"Ethylmethacrylate","C6H10O2",114.06808,"M+H",28761.85624,5.43408956,"DTXSID1025308","DTXSID1025308","Ethyl,methacrylate",NA,"C=C(C)C(=O)OCC","ethyl 2-methylprop-2-enoate","C6H10O2",114.0680796,"",114.0680796,"exposurepred","",NA,NA,NA,NA,NA,1,0.156420301,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"nurses1",0.819276474,0.117222876,6.989049396,4.33e-11,1,0,"pos",1.03767272024325,118810.628730266,0,0,NA,0,0,0,0
"31",128,"115.07542-768",5823,115.07542,768,100,100,75,0,36058.08077,37224.57357,103.2350385,16951.58649,22803.19508,21465.63172,21355.53218,99.48708922,16093.84642,13358.38199,1562.945028,2246.58038,143.7402046,263.7534831,NA,"1.03767272",2,10,"Multiple",115.0753556,0.56,"25-Hexanedione","C6H10O2",114.06808,"M+H",28761.85624,5.43408956,"DTXSID8030138","DTXSID8030138","2,5-Hexanedione",NA,"CC(=O)CCC(C)=O","hexane-2,5-dione","C6H10O2",114.0680796,"",114.0680796,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.807969573,1.741488075,2,NA,NA,0,NA,0,"nurses1",0.819276474,0.117222876,6.989049396,4.33e-11,1,0,"pos",1.03767272024325,118810.628730266,0,0,NA,0,0,0,0
"32",142,"117.06979-923.6",5935,117.06979,923.6,94.16666667,92.5,100,1.666666667,10373.70621,14507.79708,139.8516285,3206.442458,NA,5991.560568,7969.503422,133.0121482,2400.217226,NA,2349.120976,2332.02759,99.27234969,1195.911557,1419.00208,"1.051419967",2,10,"Unique",117.0698763,0.74,"Indene","C9H8",116.0626,"M+H",8182.633391,28.70861817,"DTXSID8042052","DTXSID8042052","Indene",NA,"C1=Cc2ccccc2C1","1H-indene","C9H8",116.0626003,"",116.0626003,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.439888,4.723204,4,NA,NA,0,NA,0,"nurses1",0.74866468,0.396180159,1.889707655,0.060288417,1,0,"pos",1.0514199672177,118810.628730266,0,0,NA,0,0,0,0
"33",230,"132.10183-85.1",14,132.10183,85.1,100,100,100,0,596724.185,261094.9216,43.75470748,567098.0689,542538.534,605202.6975,304390.3624,50.2956057,524351.5624,540724.755,2256.423678,2386.215887,105.7521205,1073.199715,1182.957841,"0.869950901",3,40165.28926,"Multiple",132.1019047,0.57,"6-Aminocaproicacid","C6H13NO2",131.09463,"M+H",600963.4413,0.375467711,"DTXSID0020070","DTXSID0020070","6-Aminocaproic,acid",NA,"NCCCCCC(=O)O","6-aminohexanoic acid","C6H13NO2",131.0946287,"",131.0946287,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.297221397,5.333237175,4,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.869950900700655,118810.628730266,1,0,NA,0,0,0,0
"34",231,"132.10183-85.1",1444,132.10183,85.1,100,100,100,0,596724.185,261094.9216,43.75470748,567098.0689,542538.534,605202.6975,304390.3624,50.2956057,524351.5624,540724.755,2256.423678,2386.215887,105.7521205,1073.199715,1182.957841,"0.869950901",3,40165.28926,"Multiple",132.1019047,0.57,"4-(2-Hydroxyethyl)morpholine","C6H13NO2",131.09463,"M+H",600963.4413,0.375467711,"DTXSID2022090","DTXSID2022090","4-(2-Hydroxyethyl)morpholine",2,"OCCN1CCOCC1","2-morpholin-4-ylethanol","C6H13NO2",131.0946287,"",131.0946287,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.26001824,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.034251952,5.957155237,8,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.869950900700655,118810.628730266,1,0,NA,0,1,1,1
"35",232,"132.10183-85.1",1849,132.10183,85.1,100,100,100,0,596724.185,261094.9216,43.75470748,567098.0689,542538.534,605202.6975,304390.3624,50.2956057,524351.5624,540724.755,2256.423678,2386.215887,105.7521205,1073.199715,1182.957841,"0.869950901",3,40165.28926,"Multiple",132.1019047,0.57,"DL-Isoleucine","C6H13NO2",131.09463,"M+H",600963.4413,0.375467711,"DTXSID2046882","DTXSID2046882","DL-Isoleucine",NA,"CC[C@H](C)[C@H](N)C(=O)O","(2S,3S)-2-amino-3-methylpentanoic acid","C6H13NO2",131.0946287,"",131.0946287,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.507395724,1.610177978,3,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.869950900700655,118810.628730266,1,0,NA,0,0,0,0
"36",233,"132.10183-85.1",1972,132.10183,85.1,100,100,100,0,596724.185,261094.9216,43.75470748,567098.0689,542538.534,605202.6975,304390.3624,50.2956057,524351.5624,540724.755,2256.423678,2386.215887,105.7521205,1073.199715,1182.957841,"0.869950901",3,40165.28926,"Multiple",132.1019047,0.57,"Sodium6-aminohexanoate","C6H13NO2",131.09463,"M+H",600963.4413,0.375467711,"DTXSID2064600","DTXSID2064600","Sodium,6-aminohexanoate",2,"NCCCCCC(=O)O","6-aminohexanoic acid","C6H13NO2",131.0946287,"",131.0946287,"exposurepred","",NA,NA,NA,NA,NA,1,1.095087096,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.869950900700655,118810.628730266,1,0,NA,0,1,1,1
"37",234,"132.10183-85.1",4623,132.10183,85.1,100,100,100,0,596724.185,261094.9216,43.75470748,567098.0689,542538.534,605202.6975,304390.3624,50.2956057,524351.5624,540724.755,2256.423678,2386.215887,105.7521205,1073.199715,1182.957841,"0.869950901",3,40165.28926,"Multiple",132.1019047,0.57,"D-Leucine","C6H13NO2",131.09463,"M+H",600963.4413,0.375467711,"DTXSID6046347","DTXSID6046347","D-Leucine",NA,"CC(C)C[C@@H](N)C(=O)O","(2R)-2-amino-4-methylpentanoic acid","C6H13NO2",131.0946287,"",131.0946287,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.067534077,1.16433967,1,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.869950900700655,118810.628730266,1,0,NA,0,0,0,0
"38",264,"137.05982-288.9",1271,137.05982,288.9,100,100,100,0,72142.7641,117246.1163,162.5195787,21139.42877,30344.60788,40327.6778,64746.29488,160.5505162,17109.31112,21440.65515,13296.18979,6097.381348,45.85811007,12144.086,12052.42855,"1.012264442",3,54000,"Multiple",137.0597055,0.84,"2-Methoxybenzaldehyde","C8H8O2",136.05243,"M+H",56235.22095,23.6438829,"DTXSID1051690","DTXSID1051690","2-Methoxybenzaldehyde",NA,"COc1ccccc1C=O","2-methoxybenzaldehyde","C8H8O2",136.0524295,"",136.0524295,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.212429198,2.814820856,3,NA,NA,0,NA,0,"nurses1",0.565681295,0.121575279,4.652930271,6.05e-06,1,0,"pos",1.01226444203734,118810.628730266,0,0,NA,0,0,0,0
"39",265,"137.05982-288.9",755,137.05982,288.9,100,100,100,0,72142.7641,117246.1163,162.5195787,21139.42877,30344.60788,40327.6778,64746.29488,160.5505162,17109.31112,21440.65515,13296.18979,6097.381348,45.85811007,12144.086,12052.42855,"1.012264442",3,54000,"Multiple",137.0597055,0.84,"3-Methylbenzoicacid","C8H8O2",136.05243,"M+H",56235.22095,23.6438829,"DTXSID1021617","DTXSID1021617","3-Methylbenzoic,acid",NA,"Cc1cccc(C(=O)O)c1","3-methylbenzoic acid","C8H8O2",136.0524295,"",136.0524295,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.2022882,4.281238,3,NA,NA,0,NA,0,"nurses1",0.565681295,0.121575279,4.652930271,6.05e-06,1,0,"pos",1.01226444203734,118810.628730266,0,0,NA,0,0,0,0
"40",266,"137.05982-288.9",4175,137.05982,288.9,100,100,100,0,72142.7641,117246.1163,162.5195787,21139.42877,30344.60788,40327.6778,64746.29488,160.5505162,17109.31112,21440.65515,13296.18979,6097.381348,45.85811007,12144.086,12052.42855,"1.012264442",3,54000,"Multiple",137.0597055,0.84,"4-Methylbenzoicacid","C8H8O2",136.05243,"M+H",56235.22095,23.6438829,"DTXSID6021618","DTXSID6021618","4-Methylbenzoic,acid",2,"Cc1ccc(C(=O)O)cc1","4-methylbenzoic acid","C8H8O2",136.0524295,"",136.0524295,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,5.354328777,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.97264,18.52424,1,NA,NA,0,NA,0,"nurses1",0.565681295,0.121575279,4.652930271,6.05e-06,1,0,"pos",1.01226444203734,118810.628730266,0,0,NA,0,0,0,0
"41",267,"137.05982-288.9",5187,137.05982,288.9,100,100,100,0,72142.7641,117246.1163,162.5195787,21139.42877,30344.60788,40327.6778,64746.29488,160.5505162,17109.31112,21440.65515,13296.18979,6097.381348,45.85811007,12144.086,12052.42855,"1.012264442",3,54000,"Multiple",137.0597055,0.84,"2-Hydroxyacetophenone","C8H8O2",136.05243,"M+H",56235.22095,23.6438829,"DTXSID7040285","DTXSID7040285","2-Hydroxyacetophenone",2,"CC(=O)c1ccccc1O","1-(2-hydroxyphenyl)ethanone","C8H8O2",136.0524295,"",136.0524295,"exposurepred","",NA,NA,NA,NA,NA,1,82.28489993,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"nurses1",0.565681295,0.121575279,4.652930271,6.05e-06,1,0,"pos",1.01226444203734,118810.628730266,0,0,NA,0,0,0,0
"42",268,"137.05982-288.9",1532,137.05982,288.9,100,100,100,0,72142.7641,117246.1163,162.5195787,21139.42877,30344.60788,40327.6778,64746.29488,160.5505162,17109.31112,21440.65515,13296.18979,6097.381348,45.85811007,12144.086,12052.42855,"1.012264442",3,54000,"Multiple",137.0597055,0.84,"Furfuralacetone","C8H8O2",136.05243,"M+H",56235.22095,23.6438829,"DTXSID2025345","DTXSID2025345","Furfural,acetone",NA,"CC(=O)C=Cc1ccco1","4-(furan-2-yl)but-3-en-2-one","C8H8O2",136.0524295,"",136.0524295,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.277535327,19.65763734,1,NA,NA,0,NA,0,"nurses1",0.565681295,0.121575279,4.652930271,6.05e-06,1,0,"pos",1.01226444203734,118810.628730266,0,0,NA,0,0,0,0
"43",269,"137.05982-288.9",244,137.05982,288.9,100,100,100,0,72142.7641,117246.1163,162.5195787,21139.42877,30344.60788,40327.6778,64746.29488,160.5505162,17109.31112,21440.65515,13296.18979,6097.381348,45.85811007,12144.086,12052.42855,"1.012264442",3,54000,"Multiple",137.0597055,0.84,"4-Hydroxyacetophenone","C8H8O2",136.05243,"M+H",56235.22095,23.6438829,"DTXSID0029133","DTXSID0029133","4-Hydroxyacetophenone",2,"CC(=O)c1ccc(O)cc1","1-(4-hydroxyphenyl)ethanone","C8H8O2",136.0524295,"",136.0524295,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.975697283,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.904675,3.744961,6,NA,NA,0,NA,0,"nurses1",0.565681295,0.121575279,4.652930271,6.05e-06,1,0,"pos",1.01226444203734,118810.628730266,0,0,NA,0,0,0,0
"44",270,"137.05982-288.9",3589,137.05982,288.9,100,100,100,0,72142.7641,117246.1163,162.5195787,21139.42877,30344.60788,40327.6778,64746.29488,160.5505162,17109.31112,21440.65515,13296.18979,6097.381348,45.85811007,12144.086,12052.42855,"1.012264442",3,54000,"Multiple",137.0597055,0.84,"Methylbenzoate","C8H8O2",136.05243,"M+H",56235.22095,23.6438829,"DTXSID5025572","DTXSID5025572","Methyl,benzoate",NA,"COC(=O)c1ccccc1","methyl benzoate","C8H8O2",136.0524295,"",136.0524295,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.914432,2.388476,7,NA,NA,0,NA,0,"nurses1",0.565681295,0.121575279,4.652930271,6.05e-06,1,0,"pos",1.01226444203734,118810.628730266,0,0,NA,0,0,0,0
"45",271,"137.05982-288.9",2632,137.05982,288.9,100,100,100,0,72142.7641,117246.1163,162.5195787,21139.42877,30344.60788,40327.6778,64746.29488,160.5505162,17109.31112,21440.65515,13296.18979,6097.381348,45.85811007,12144.086,12052.42855,"1.012264442",3,54000,"Multiple",137.0597055,0.84,"Phenylacetate","C8H8O2",136.05243,"M+H",56235.22095,23.6438829,"DTXSID3051626","DTXSID3051626","Phenyl,acetate",2,"CC(=O)Oc1ccccc1","phenyl acetate","C8H8O2",136.0524295,"",136.0524295,"exposurepred","",NA,NA,NA,NA,NA,1,1.205643654,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"nurses1",0.565681295,0.121575279,4.652930271,6.05e-06,1,0,"pos",1.01226444203734,118810.628730266,0,0,NA,0,0,0,0
"46",272,"137.05982-288.9",3810,137.05982,288.9,100,100,100,0,72142.7641,117246.1163,162.5195787,21139.42877,30344.60788,40327.6778,64746.29488,160.5505162,17109.31112,21440.65515,13296.18979,6097.381348,45.85811007,12144.086,12052.42855,"1.012264442",3,54000,"Multiple",137.0597055,0.84,"3-Methoxybenzaldehyde","C8H8O2",136.05243,"M+H",56235.22095,23.6438829,"DTXSID5044447","DTXSID5044447","3-Methoxybenzaldehyde",NA,"COc1cccc(C=O)c1","3-methoxybenzaldehyde","C8H8O2",136.0524295,"",136.0524295,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.604511694,74.66999372,6,NA,NA,0,NA,0,"nurses1",0.565681295,0.121575279,4.652930271,6.05e-06,1,0,"pos",1.01226444203734,118810.628730266,0,0,NA,0,0,0,0
"47",369,"144.10176-54.5",2274,144.10176,54.5,72.5,81.25,100,-8.75,25764.56449,120402.463,467.3180601,3312.851694,NA,11453.45919,20386.29135,177.9924388,4218.769542,NA,5620.914507,3922.696247,69.78750952,4833.91315,3408.801368,"2.625493887",3,44505.49451,"Multiple",144.1019047,1,"Oxazolidine-E","C7H13NO2",143.09463,"M+H",18609.01184,30.20533575,"DTXSID3029289","DTXSID3029289","Oxazolidine-E",NA,"CCC12COCN1COC2","7a-ethyl-1,3,5,7-tetrahydro-[1,3]oxazolo[3,4-c][1,3]oxazole","C7H13NO2",143.0946287,"",143.0946287,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.978691,4.401338,9,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",2.62549388755271,118810.628730266,1,0,NA,0,0,0,0
"48",370,"144.10176-54.5",3578,144.10176,54.5,72.5,81.25,100,-8.75,25764.56449,120402.463,467.3180601,3312.851694,NA,11453.45919,20386.29135,177.9924388,4218.769542,NA,5620.914507,3922.696247,69.78750952,4833.91315,3408.801368,"2.625493887",3,44505.49451,"Multiple",144.1019047,1,"2-(Dimethylamino)ethylacrylate","C7H13NO2",143.09463,"M+H",18609.01184,30.20533575,"DTXSID5025100","DTXSID5025100","2-(Dimethylamino)ethyl,acrylate",NA,"C=CC(=O)OCCN(C)C","2-(dimethylamino)ethyl prop-2-enoate","C7H13NO2",143.0946287,"",143.0946287,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.273951707,3.608841677,1,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",2.62549388755271,118810.628730266,1,0,NA,0,0,0,0
"49",371,"144.10178-62.7",2274,144.10178,62.7,99.16666667,98.75,100,0.416666667,66954.7117,282853.5395,422.4550183,11654.55021,NA,35665.06054,48014.61553,134.6264798,16910.09937,NA,5809.932368,3513.637596,60.47639411,6829.468584,3907.470815,"3.137978641",3,44505.49451,"Multiple",144.1019047,0.87,"Oxazolidine-E","C7H13NO2",143.09463,"M+H",51309.88612,11.32322211,"DTXSID3029289","DTXSID3029289","Oxazolidine-E",NA,"CCC12COCN1COC2","7a-ethyl-1,3,5,7-tetrahydro-[1,3]oxazolo[3,4-c][1,3]oxazole","C7H13NO2",143.0946287,"",143.0946287,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.978691,4.401338,9,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",3.13797864229679,118810.628730266,1,0,NA,0,0,0,0
"50",372,"144.10178-62.7",3578,144.10178,62.7,99.16666667,98.75,100,0.416666667,66954.7117,282853.5395,422.4550183,11654.55021,NA,35665.06054,48014.61553,134.6264798,16910.09937,NA,5809.932368,3513.637596,60.47639411,6829.468584,3907.470815,"3.137978641",3,44505.49451,"Multiple",144.1019047,0.87,"2-(Dimethylamino)ethylacrylate","C7H13NO2",143.09463,"M+H",51309.88612,11.32322211,"DTXSID5025100","DTXSID5025100","2-(Dimethylamino)ethyl,acrylate",NA,"C=CC(=O)OCCN(C)C","2-(dimethylamino)ethyl prop-2-enoate","C7H13NO2",143.0946287,"",143.0946287,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.273951707,3.608841677,1,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",3.13797864229679,118810.628730266,1,0,NA,0,0,0,0
"51",373,"144.10181-59.5",2274,144.10181,59.5,100,100,100,0,76648.73362,300670.8514,392.2711273,16968.17488,19360.94042,44285.47763,52623.0458,118.8268674,26651.88691,22630.23814,6383.006829,3806.702597,59.6380781,7456.812049,4560.826648,"3.301198927",3,44505.49451,"Multiple",144.1019047,0.66,"Oxazolidine-E","C7H13NO2",143.09463,"M+H",60467.10562,10.55616399,"DTXSID3029289","DTXSID3029289","Oxazolidine-E",NA,"CCC12COCN1COC2","7a-ethyl-1,3,5,7-tetrahydro-[1,3]oxazolo[3,4-c][1,3]oxazole","C7H13NO2",143.0946287,"",143.0946287,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.978691,4.401338,9,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",3.30119892818112,118810.628730266,1,0,NA,0,0,0,0
"52",374,"144.10181-59.5",3578,144.10181,59.5,100,100,100,0,76648.73362,300670.8514,392.2711273,16968.17488,19360.94042,44285.47763,52623.0458,118.8268674,26651.88691,22630.23814,6383.006829,3806.702597,59.6380781,7456.812049,4560.826648,"3.301198927",3,44505.49451,"Multiple",144.1019047,0.66,"2-(Dimethylamino)ethylacrylate","C7H13NO2",143.09463,"M+H",60467.10562,10.55616399,"DTXSID5025100","DTXSID5025100","2-(Dimethylamino)ethyl,acrylate",NA,"C=CC(=O)OCCN(C)C","2-(dimethylamino)ethyl prop-2-enoate","C7H13NO2",143.0946287,"",143.0946287,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.273951707,3.608841677,1,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",3.30119892818112,118810.628730266,1,0,NA,0,0,0,0
"53",378,"146.06016-165.3",4310,146.06016,165.3,100,100,100,0,254090.2182,94322.79142,37.12177198,253075.428,234461.5775,208429.7066,81603.46324,39.15155117,205117.469,191730.0728,13354.253,6805.972533,50.96483145,9858.72217,11938.34098,"0.948155843",3,38848.92086,"Multiple",146.0600398,0.82,"8-Hydroxyquinolinesulfate","C18H16N2O6S",145.05276,"M+H",231259.9624,5.774563336,"DTXSID6025436","DTXSID6025436","8-Hydroxyquinoline,sulfate",NA,"Oc1cccc2cccnc12","quinolin-8-ol","C18H16N2O6S",145.0527638,"",388.0729074,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.495032236,10.09225802,34,NA,NA,0,NA,0,"nurses1",0.273306114,0.081651182,3.347240136,0.000980241,1,0,"pos",0.948155842378084,118810.628730266,0,0,NA,0,0,0,0
"54",379,"146.06016-165.3",3421,146.06016,165.3,100,100,100,0,254090.2182,94322.79142,37.12177198,253075.428,234461.5775,208429.7066,81603.46324,39.15155117,205117.469,191730.0728,13354.253,6805.972533,50.96483145,9858.72217,11938.34098,"0.948155843",3,38848.92086,"Multiple",146.0600398,0.82,"8-Hydroxyquinoline","C9H7NO",145.05276,"M+H",231259.9624,5.774563336,"DTXSID5020730","DTXSID5020730","8-Hydroxyquinoline",NA,"Oc1cccc2cccnc12","quinolin-8-ol","C9H7NO",145.0527638,"",145.0527638,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.195117793,20.86345697,73,NA,NA,0,NA,0,"nurses1",0.273306114,0.081651182,3.347240136,0.000980241,1,0,"pos",0.948155842378084,118810.628730266,0,0,NA,0,0,0,0
"55",380,"146.06016-165.3",654,146.06016,165.3,100,100,100,0,254090.2182,94322.79142,37.12177198,253075.428,234461.5775,208429.7066,81603.46324,39.15155117,205117.469,191730.0728,13354.253,6805.972533,50.96483145,9858.72217,11938.34098,"0.948155843",3,38848.92086,"Multiple",146.0587381,9.74,"NN-DIMETHYL-2H-PERFLUOROETHANAMINE","C4H7F4N",145.05146,"M+H",231259.9624,5.774563336,"DTXSID00620545","DTXSID00620545","N,N-DIMETHYL-2H-PERFLUOROETHANAMINE",1,"CN(C)C(F)(F)C(F)F","1,1,2,2-tetrafluoro-N,N-dimethylethanamine","C4H7F4N",145.0514621,"",145.0514619,"PFAS","0",NA,0,0,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"nurses1",0.273306114,0.081651182,3.347240136,0.000980241,1,0,"pos",0.948155842378084,118810.628730266,0,0,NA,1,0,1,1
"56",381,"146.06016-169.2",654,146.06016,169.2,100,100,100,0,223074.5224,62831.89003,28.16632278,216198.9658,214569.5668,209381.0159,68531.28532,32.73041971,200644.3214,198677.1253,9990.023326,4388.192003,43.92574331,8189.107814,9176.240406,"0.860554891",3,38848.92086,"Multiple",146.0587381,9.74,"NN-DIMETHYL-2H-PERFLUOROETHANAMINE","C4H7F4N",145.05146,"M+H",216227.7692,4.620138923,"DTXSID00620545","DTXSID00620545","N,N-DIMETHYL-2H-PERFLUOROETHANAMINE",1,"CN(C)C(F)(F)C(F)F","1,1,2,2-tetrafluoro-N,N-dimethylethanamine","C4H7F4N",145.0514621,"",145.0514619,"PFAS","0",NA,0,0,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"nurses1",0.101447352,0.060722119,1.670682022,0.096396967,1,0,"pos",0.86055489143008,118810.628730266,0,0,NA,1,0,1,1
"57",382,"146.06016-169.2",3421,146.06016,169.2,100,100,100,0,223074.5224,62831.89003,28.16632278,216198.9658,214569.5668,209381.0159,68531.28532,32.73041971,200644.3214,198677.1253,9990.023326,4388.192003,43.92574331,8189.107814,9176.240406,"0.860554891",3,38848.92086,"Multiple",146.0600398,0.82,"8-Hydroxyquinoline","C9H7NO",145.05276,"M+H",216227.7692,4.620138923,"DTXSID5020730","DTXSID5020730","8-Hydroxyquinoline",NA,"Oc1cccc2cccnc12","quinolin-8-ol","C9H7NO",145.0527638,"",145.0527638,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.195117793,20.86345697,73,NA,NA,0,NA,0,"nurses1",0.101447352,0.060722119,1.670682022,0.096396967,1,0,"pos",0.86055489143008,118810.628730266,0,0,NA,0,0,0,0
"58",383,"146.06016-169.2",4310,146.06016,169.2,100,100,100,0,223074.5224,62831.89003,28.16632278,216198.9658,214569.5668,209381.0159,68531.28532,32.73041971,200644.3214,198677.1253,9990.023326,4388.192003,43.92574331,8189.107814,9176.240406,"0.860554891",3,38848.92086,"Multiple",146.0600398,0.82,"8-Hydroxyquinolinesulfate","C18H16N2O6S",145.05276,"M+H",216227.7692,4.620138923,"DTXSID6025436","DTXSID6025436","8-Hydroxyquinoline,sulfate",NA,"Oc1cccc2cccnc12","quinolin-8-ol","C18H16N2O6S",145.0527638,"",388.0729074,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.495032236,10.09225802,34,NA,NA,0,NA,0,"nurses1",0.101447352,0.060722119,1.670682022,0.096396967,1,0,"pos",0.86055489143008,118810.628730266,0,0,NA,0,0,0,0
"59",384,"146.09233-73.5",1349,146.09233,73.5,100,100,100,0,243321.2002,467368.0808,192.0786518,10633.84349,29116.07435,196099.8215,400032.7824,203.9944654,12808.21915,24552.8117,5503.471023,6477.99551,117.7074519,1401.385982,2578.527535,"0.941587564",3,21093.75,"Multiple",146.0924026,0.5,"NN-DIETHYL-N-NITROSOUREA","C5H11N3O2",145.08513,"M+H",219710.5108,2.504873801,"DTXSID20197820","DTXSID20197820","N,N'-DIETHYL-N-NITROSOUREA",NA,"CCNC(=O)N(CC)N=O","1,3-diethyl-1-nitrosourea","C5H11N3O2",145.0851266,"",145.0851266,"MC","",NA,NA,NA,NA,NA,NA,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,NA,NA,NA,0,0,"pos",0.941587564267319,118810.628730266,1,0,NA,1,0,1,1
