,X1,featureid,ID,mz,time,DF_n,DF_ow,DF_blank,DF_diff,mean_N,sd_N,cv_N,median_N,gMean_N,mean_OW,sd_OW,cv_OW,median_OW,gMean_OW,mean_FB,sd_FB,cv_FB,median_FB,gMean_FB,CV_N.CV_OW,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,name_cleaned.x,Formula,MonoisotopicMass,Adduct,mean_N_OW,percent_FB,DB_name,DTXSID,name_original,select.for.fragmentation,SMILES_cleaned,name_cleaned.y,formula_cleaned,Molweight_cleaned,parent_id,MONOISOTOPIC_MASS,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,phthalate,carcino,DF_high_N,term,estimate,std.error,statistic,p.value,higher_intensity_N,metabolite,ESI,cvNvOW,sd_avg_N,sdN_GE_sdavg,Drug_UCSF_cond,ERactive_AUC_cond,of_interest_all,of_int_sd,of_interest_sum,of_interest_cat
529,2061,313.15569-357.5,1314,313.15569,357.5,100,100,100,0,675773.0793,384389.509,56.88144745,650642.157,575306.3817,916835.4465,586098.4391,63.92624122,709773.2874,776148.3703,5482.709297,3032.896384,55.31747571,4980.627381,4687.394701,0.889798092,3,53465.34653,Multiple,313.1546685,3.26,EthanediamideN-(2-ethoxyphenyl)-N-(2-ethylphenyl)-,C18H20N2O3,312.14739,M+H,796304.2629,0.688519395,DTXSID1066944,DTXSID1066944,"Ethanediamide,,N-(2-ethoxyphenyl)-N'-(2-ethylphenyl)-",2,CCOc1ccccc1NC(=O)C(=O)Nc1ccccc1CC,N'-(2-ethoxyphenyl)-N-(2-ethylphenyl)oxamide,C18H20N2O3,312.1473925,,312.1473925,exposurepred,,NA,NA,NA,NA,NA,1,0.189425476,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,nurses1,-0.43674451,0.119372221,-3.658677942,0.000326625,0,0,pos,0.88979809174521,118810.628730266,1,0,NA,0,1,1,1
537,2071,313.21674-722.3,2354,313.21674,722.3,100,100,66.66666667,0,90639.33756,97821.96755,107.924407,40418.60869,54800.53749,62860.23267,101667.2228,161.7353587,27347.79033,34092.99389,163.4803591,196.0183246,119.9032872,121.7735697,NA,0.66729012,3,25961.53846,Multiple,313.2162061,1.7,Levonorgestrel,C21H28O2,312.20893,M+H,76749.78512,0.213004322,DTXSID3036496,DTXSID3036496,Levonorgestrel,3,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,"(8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",C21H28O2,312.2089301,,312.2089301,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.394,NA,NA,NA,NA,NA,1,-6.171806,9.582668,44,NA,NA,0,NA,0,nurses1,0.73063499,0.179516496,4.070015883,6.84E-05,1,0,pos,0.667290120524523,118810.628730266,0,0,1,1,0,1,1
540,2087,315.23236-819.8,4164,315.23236,819.8,100,93.75,58.33333333,6.25,182935.7509,201035.8827,109.8942562,95579.06797,51839.33905,87865.20022,122757.2486,139.7108847,33525.28651,NA,663.6656384,743.2707769,111.9947657,446.9147971,NA,0.786583353,3,41221.37405,Multiple,315.2318562,1.6,Tetrahydrocannabinol,C21H30O2,314.22458,M+H,135400.4756,0.490150153,DTXSID6021327,DTXSID6021327,Tetrahydrocannabinol,NA,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,"(6aR,10aR)-6,6,9-trimethyl-3-pentyl-6a,7,8,10a-tetrahydrobenzo[c]chromen-1-ol",C21H30O2,314.2245802,,314.2245802,"VBtoxcast, Drug",1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.273298946,10.86771275,2,NA,NA,0,NA,0,nurses1,2.188537782,0.335927239,6.514916111,6.11E-10,1,0,pos,0.786583353444329,118810.628730266,1,1,NA,1,0,1,1
541,2088,315.23236-819.8,2114,315.23236,819.8,100,93.75,58.33333333,6.25,182935.7509,201035.8827,109.8942562,95579.06797,51839.33905,87865.20022,122757.2486,139.7108847,33525.28651,NA,663.6656384,743.2707769,111.9947657,446.9147971,NA,0.786583353,3,41221.37405,Multiple,315.2318562,1.6,Progesterone,C21H30O2,314.22458,M+H,135400.4756,0.490150153,DTXSID3022370,DTXSID3022370,Progesterone,3,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,"(8S,9S,10R,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",C21H30O2,314.2245802,,314.2245802,"VBtoxcast, MC, MGDev",,NA,NA,NA,NA,NA,NA,NA,1,Hormone or EDC,1,NA,NA,NA,NA,NA,NA,NA,1,-3.642537105,9.199352737,45,NA,NA,0,1,0,nurses1,2.188537782,0.335927239,6.514916111,6.11E-10,1,0,pos,0.786583353444329,118810.628730266,1,0,NA,2,0,2,1
542,2089,315.23244-822.9,4164,315.23244,822.9,100,97.5,58.33333333,2.5,167164.3025,182930.1338,109.4313385,96121.73022,48310.93943,78187.70415,103834.6536,132.8017682,29846.80334,NA,823.4027213,930.0348534,112.9501797,446.9157117,NA,0.824020192,3,41221.37405,Multiple,315.2318562,1.85,Tetrahydrocannabinol,C21H30O2,314.22458,M+H,122676.0033,0.671201131,DTXSID6021327,DTXSID6021327,Tetrahydrocannabinol,NA,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,"(6aR,10aR)-6,6,9-trimethyl-3-pentyl-6a,7,8,10a-tetrahydrobenzo[c]chromen-1-ol",C21H30O2,314.2245802,,314.2245802,"VBtoxcast, Drug",1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.273298946,10.86771275,2,NA,NA,0,NA,0,nurses1,1.808387246,0.277489851,6.516949128,6.04E-10,1,0,pos,0.82402019177332,118810.628730266,1,1,NA,1,0,1,1
543,2090,315.23244-822.9,2114,315.23244,822.9,100,97.5,58.33333333,2.5,167164.3025,182930.1338,109.4313385,96121.73022,48310.93943,78187.70415,103834.6536,132.8017682,29846.80334,NA,823.4027213,930.0348534,112.9501797,446.9157117,NA,0.824020192,3,41221.37405,Multiple,315.2318562,1.85,Progesterone,C21H30O2,314.22458,M+H,122676.0033,0.671201131,DTXSID3022370,DTXSID3022370,Progesterone,3,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,"(8S,9S,10R,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",C21H30O2,314.2245802,,314.2245802,"VBtoxcast, MC, MGDev",,NA,NA,NA,NA,NA,NA,NA,1,Hormone or EDC,1,NA,NA,NA,NA,NA,NA,NA,1,-3.642537105,9.199352737,45,NA,NA,0,1,0,nurses1,1.808387246,0.277489851,6.516949128,6.04E-10,1,0,pos,0.82402019177332,118810.628730266,1,0,NA,2,0,2,1
548,2112,319.13631-140.1,3819,319.13631,140.1,100,100,83.33333333,0,84216.93148,356755.5116,423.6149494,9686.519277,12796.66043,174131.3802,1005648.519,577.5228552,9406.765412,10691.72079,4589.973309,4440.334275,96.73987136,4011.612955,NA,0.733503351,3,51923.07692,Unique,319.1387437,7.63,Acetyltriethylcitrate,C14H22O8,318.13147,M+H,129174.1558,3.5533217,DTXSID5044576,DTXSID5044576,"Acetyltriethyl,citrate",2,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,"triethyl 2-acetyloxypropane-1,2,3-tricarboxylate",C14H22O8,318.1314677,,318.1314677,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,869.2020538,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.984475,4.535361,1,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,pos,0.733503350708604,118810.628730266,1,0,NA,0,1,1,1
553,2121,321.13081-360,3078,321.13081,360,100,95,50,5,21420.53035,19687.74255,91.9106214,15324.30936,12794.18332,21393.45475,21845.70446,102.113963,14610.26372,NA,2832.907755,6417.520504,226.5347501,49.91523218,NA,0.90007888,3,24059.40594,Multiple,321.1332644,7.64,Mycophenolicacid,C17H20O6,320.12599,M+H,21406.99255,13.23356258,DTXSID4041070,DTXSID4041070,"Mycophenolic,acid",1,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,(E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid,C17H20O6,320.1259884,,320.1259884,"VBtoxcast, Drug",1,1,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.243990457,4.349592799,50,NA,NA,0,NA,0,nurses1,0.79480506,0.245510476,3.237357005,0.00141893,1,0,pos,0.900078879516213,118810.628730266,0,1,NA,1,0,1,1
571,2181,329.24756-999.9,4157,329.24756,999.9,47.5,35,0,12.5,756.1201152,1283.667459,169.7703094,0,NA,515.052862,1247.272388,242.1639563,0,NA,0,0,NA,0,NA,0.701055235,2,10,Multiple,329.2475063,0.16,Retinolacetate,C22H32O2,328.24023,M+H,635.5864886,0,DTXSID6021240,DTXSID6021240,"Retinol,acetate",2,CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,"[(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenyl] acetate",C22H32O2,328.2402303,,328.2402303,"P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,NA,1,-1.393704474,8.728954827,12,NA,NA,0,NA,1,nurses1,1.167072966,0.568945286,2.051292093,0.041582437,1,0,pos,0.701055235444219,118810.628730266,0,0,NA,1,0,1,1
572,2182,329.24757-994,4157,329.24757,994,53.33333333,31.25,0,22.08333333,926.5889473,1857.371453,200.4525803,110.4158089,NA,238.8587852,527.2259541,220.7270517,0,NA,0,0,NA,0,NA,0.908146866,2,10,Multiple,329.2475063,0.19,Retinolacetate,C22H32O2,328.24023,M+H,582.7238662,0,DTXSID6021240,DTXSID6021240,"Retinol,acetate",2,CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,"[(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenyl] acetate",C22H32O2,328.2402303,,328.2402303,"P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,NA,1,-1.393704474,8.728954827,12,NA,NA,0,NA,1,nurses1,2.457860544,0.490997508,5.005851364,1.24E-06,1,0,pos,0.908146866259257,118810.628730266,0,0,NA,1,0,1,1
574,2184,329.24759-794.7,4157,329.24759,794.7,100,100,58.33333333,0,9602.881448,6111.013927,63.63729429,8196.860213,8268.849849,9606.70118,8122.615262,84.55155532,8525.744567,7097.18906,374.1211488,584.6429584,156.2710262,108.0290497,NA,0.752644869,2,10,Multiple,329.2475063,0.25,Retinolacetate,C22H32O2,328.24023,M+H,9604.791314,3.895151248,DTXSID6021240,DTXSID6021240,"Retinol,acetate",2,CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,"[(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenyl] acetate",C22H32O2,328.2402303,,328.2402303,"P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,NA,1,-1.393704474,8.728954827,12,NA,NA,0,NA,0,nurses1,0.244881678,0.120424534,2.033486622,0.043365369,1,0,pos,0.752644869147039,118810.628730266,0,0,NA,1,0,1,1
576,2193,331.09971-525.2,6785,331.09971,525.2,43.33333333,32.5,33.33333333,10.83333333,1285.523221,3903.637221,303.6613541,0,NA,937.1360677,2546.746368,271.7584411,0,NA,77.68688973,167.0689217,215.0542032,0,NA,1.117394377,3,55102.04082,Unique,331.0998561,0.44,44-Sulfonylbis2-(prop-2-en-1-yl)phenol,C18H18O4S,330.09258,M+H,1111.329645,6.990445195,DTXSID9047598,DTXSID9047598,"4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol]",1,C=CCc1cc(S(=O)(=O)c2ccc(O)c(CC=C)c2)ccc1O,4-(4-hydroxy-3-prop-2-enylphenyl)sulfonyl-2-prop-2-enylphenol,C18H18O4S,330.0925801,,330.0925802,"exposurepred, P4Up, VBtoxcast",,NA,NA,NA,NA,NA,1,0.155283466,NA,,NA,NA,NA,NA,NA,1,1,NA,1,-3.59713902,15.47014351,30,NA,NA,0,NA,1,NA,0,NA,NA,NA,0,0,pos,1.11739437741424,118810.628730266,0,0,NA,1,0,1,1
577,2194,331.1885-724.9,3575,331.1885,724.9,100,100,100,0,92804.76127,156130.1821,168.2350991,62493.2602,40852.50988,58632.2563,45313.79676,77.28475692,63589.16705,38842.20634,15300.46749,13164.40134,86.03920992,9560.311909,12232.17076,2.176821224,2,10,Unique,331.1903853,5.69,Dicyclohexylphthalate,C20H26O4,330.18311,M+H,75718.50879,20.20703753,DTXSID5025021,DTXSID5025021,"Dicyclohexyl,phthalate",1,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,"dicyclohexyl benzene-1,2-dicarboxylate",C20H26O4,330.1831093,,330.1831093,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.853128,16.02829,13,NA,NA,1,NA,0,NA,0,NA,NA,NA,0,0,pos,2.17682122328657,118810.628730266,1,0,NA,1,0,1,1
578,2196,331.18861-727.7,3575,331.18861,727.7,100,100,100,0,156787.6732,252045.6182,160.7560168,53100.62228,49683.80284,84949.52468,139165.506,163.8214063,55709.33128,42550.41102,14876.49873,12191.01177,81.94812495,9555.27692,12140.41899,0.981288224,2,10,Unique,331.1903853,5.36,Dicyclohexylphthalate,C20H26O4,330.18311,M+H,120868.5989,12.30799303,DTXSID5025021,DTXSID5025021,"Dicyclohexyl,phthalate",1,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,"dicyclohexyl benzene-1,2-dicarboxylate",C20H26O4,330.1831093,,330.1831093,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.853128,16.02829,13,NA,NA,1,NA,0,nurses1,0.310710543,0.082293052,3.775659477,0.000212074,1,0,pos,0.981288223747839,118810.628730266,1,0,NA,1,0,1,1
580,2199,331.22494-886,4478,331.22494,886,99.16666667,98.75,66.66666667,0.416666667,86535.55407,162110.1959,187.3336315,7948.68169,NA,36693.7648,55331.1075,150.7915794,9961.95279,NA,2549.043345,2719.605762,106.6912325,1576.856023,NA,1.242334832,3,76056.33803,Multiple,331.2267708,5.53,17alpha-Hydroxyprogesterone,C21H30O3,330.21949,M+H,61614.65944,4.137072846,DTXSID6040747,DTXSID6040747,17alpha-Hydroxyprogesterone,3,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"(8R,9S,10R,13S,14S,17R)-17-acetyl-17-hydroxy-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",C21H30O3,330.2194948,,330.2194948,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.343,NA,NA,NA,NA,NA,1,-3.418414,50.85786,41,NA,NA,0,NA,0,nurses1,0.604204595,0.262546235,2.30132645,0.022435605,1,0,pos,1.24233483225921,118810.628730266,1,0,1,1,0,1,1
582,2201,331.22556-881.8,4478,331.22556,881.8,99.16666667,98.75,75,0.416666667,94900.49436,178368.376,187.9530525,9237.074047,NA,38854.47618,53987.15993,138.9470796,12026.25781,NA,4969.953223,5674.209566,114.1702811,2767.036587,NA,1.352695235,3,76056.33803,Multiple,331.2267708,3.66,17alpha-Hydroxyprogesterone,C21H30O3,330.21949,M+H,66877.48527,7.43142958,DTXSID6040747,DTXSID6040747,17alpha-Hydroxyprogesterone,3,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"(8R,9S,10R,13S,14S,17R)-17-acetyl-17-hydroxy-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",C21H30O3,330.2194948,,330.2194948,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.343,NA,NA,NA,NA,NA,1,-3.418414,50.85786,41,NA,NA,0,NA,0,nurses1,0.637082616,0.259764525,2.452538949,0.015069056,1,0,pos,1.35269523505696,118810.628730266,1,0,1,1,0,1,1
587,2210,333.18075-295.6,5695,333.18075,295.6,94.16666667,92.5,41.66666667,1.666666667,1600.201388,2170.432425,135.6349545,976.2093172,NA,1696.281627,1446.637807,85.28287901,1263.422608,NA,245.6311341,498.1319064,202.7967294,0,NA,1.590412473,2,10,Unique,333.1808832,0.4,Isoxaben,C18H24N2O4,332.17361,M+H,1648.241507,14.90261791,DTXSID8024159,DTXSID8024159,Isoxaben,1,CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,"2,6-dimethoxy-N-[3-(3-methylpentan-3-yl)-1,2-oxazol-5-yl]benzamide",C18H24N2O4,332.1736072,,332.1736073,"VBtoxcast, pellizzari",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.253842,7.127577,34,NA,1,0,NA,0,NA,0,NA,NA,NA,0,0,pos,1.59041247287273,118810.628730266,0,0,NA,1,0,1,1
592,2223,335.13737-357.6,1395,335.13737,357.6,100,100,25,0,341065.9938,192169.9593,56.34392251,296925.4123,295215.092,479747.6386,352365.162,73.44802425,404758.0053,388325.4326,82.96663892,150.19153,181.0264125,0,NA,0.767126456,3,52427.18447,Unique,335.1349957,7.08,MitomycinC,C15H18N4O5,334.12772,M+H,410406.8162,0.020215707,DTXSID2020898,DTXSID2020898,"Mitomycin,C",1,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,"[(4S,6S,7R,8S)-11-amino-7-methoxy-12-methyl-10,13-dioxo-2,5-diazatetracyclo[7.4.0.02,7.04,6]trideca-1(9),11-dien-8-yl]methyl carbamate",C15H18N4O5,334.1277197,,334.1277197,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-5.608143986,12.36392511,35,NA,NA,0,1,0,nurses1,-0.376551143,0.113267821,-3.324431781,0.00105928,0,0,pos,0.767126455549279,118810.628730266,1,0,NA,1,0,1,1
593,2224,335.21986-609,4295,335.21986,609,100,100,100,0,97353.20351,101879.1896,104.6490367,78043.97024,78560.20661,93213.89268,62147.59195,66.67202727,75891.45617,78306.07416,10651.40379,11359.7777,106.6505216,6329.630986,6574.053637,1.569609339,3,41752.57732,Unique,335.2216854,5.45,Dihexylphthalate,C20H30O4,334.21441,M+H,95283.5481,11.17863892,DTXSID6025068,DTXSID6025068,"Dihexyl,phthalate",1,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,"dihexyl benzene-1,2-dicarboxylate",C20H30O4,334.2144094,,334.2144094,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,564.480315,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-4.628701,7.812905,8,NA,NA,1,NA,0,NA,0,NA,NA,NA,0,0,pos,1.56960933970412,118810.628730266,0,0,NA,1,0,1,1
594,2225,335.2199-605.4,4295,335.2199,605.4,100,100,100,0,90652.84911,93152.65524,102.7575594,66120.35312,73130.77293,89637.94127,59831.68917,66.74817418,70230.51703,72929.2723,9664.675519,10424.75629,107.8645244,5382.102055,5949.155289,1.539481201,3,41752.57732,Unique,335.2216854,5.33,Dihexylphthalate,C20H30O4,334.21441,M+H,90145.39519,10.72120822,DTXSID6025068,DTXSID6025068,"Dihexyl,phthalate",1,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,"dihexyl benzene-1,2-dicarboxylate",C20H30O4,334.2144094,,334.2144094,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,564.480315,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-4.628701,7.812905,8,NA,NA,1,NA,0,NA,0,NA,NA,NA,0,0,pos,1.53948120173135,118810.628730266,0,0,NA,1,0,1,1
595,2226,335.21994-613.9,4295,335.21994,613.9,100,100,100,0,104279.404,111253.8451,106.6882249,84282.50678,84924.26539,101224.254,66958.13791,66.14831452,85729.94252,84979.45578,15389.36872,15349.46629,99.74071431,9516.385324,9549.395241,1.612863845,3,41752.57732,Unique,335.2216854,5.21,Dihexylphthalate,C20H30O4,334.21441,M+H,102751.829,14.9772212,DTXSID6025068,DTXSID6025068,"Dihexyl,phthalate",1,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,"dihexyl benzene-1,2-dicarboxylate",C20H30O4,334.2144094,,334.2144094,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,564.480315,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-4.628701,7.812905,8,NA,NA,1,NA,0,NA,0,NA,NA,NA,0,0,pos,1.6128638450454,118810.628730266,0,0,NA,1,0,1,1
607,2248,341.24789-945.8,838,341.24789,945.8,66.66666667,68.75,8.333333333,-2.083333333,515991.8876,869500.3169,168.5104626,34736.3965,NA,263639.6425,509677.9129,193.3237005,34007.91991,NA,14.22787585,49.2868077,346.4101615,0,NA,0.871649271,3,54729.72973,Multiple,341.2475063,1.12,66-Di-tert-butyl-44-methylenedi-o-cresol,C23H32O2,340.24023,M+H,389815.765,0.003649897,DTXSID10242070,DTXSID10242070,"6,6'-Di-tert-butyl-4,4'-methylenedi-o-cresol",2,Cc1cc(Cc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,2-tert-butyl-4-[(3-tert-butyl-4-hydroxy-5-methylphenyl)methyl]-6-methylphenol,C23H32O2,340.2402303,,340.2402303,exposurepred,,NA,NA,NA,NA,NA,1,0.657462254,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,nurses1,0.593302369,0.284715487,2.083842977,0.038484431,1,0,pos,0.871649270959408,118810.628730266,1,0,NA,0,1,1,1
611,2252,341.24865-948.1,838,341.24865,948.1,66.66666667,68.75,16.66666667,-2.083333333,451876.3012,742144.2777,164.2361584,30528.14788,NA,238151.6035,447042.9842,187.713615,30938.89654,NA,92.52758954,232.62461,251.4110776,0,NA,0.874929388,3,54729.72973,Multiple,341.2475063,3.35,66-Di-tert-butyl-44-methylenedi-o-cresol,C23H32O2,340.24023,M+H,345013.9524,0.026818507,DTXSID10242070,DTXSID10242070,"6,6'-Di-tert-butyl-4,4'-methylenedi-o-cresol",2,Cc1cc(Cc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,2-tert-butyl-4-[(3-tert-butyl-4-hydroxy-5-methylphenyl)methyl]-6-methylphenol,C23H32O2,340.2402303,,340.2402303,exposurepred,,NA,NA,NA,NA,NA,1,0.657462254,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,nurses1,0.575311105,0.284758173,2.020349756,0.044722179,1,0,pos,0.874929388579512,118810.628730266,1,0,NA,0,1,1,1
612,2253,341.24917-943.3,838,341.24917,943.3,66.66666667,68.75,0,-2.083333333,580943.9863,1052219.795,181.1224179,34634.16605,NA,277159.902,545367.1488,196.7698591,37838.73309,NA,0,0,NA,0,NA,0.920478465,3,54729.72973,Multiple,341.2475063,4.88,66-Di-tert-butyl-44-methylenedi-o-cresol,C23H32O2,340.24023,M+H,429051.9442,0,DTXSID10242070,DTXSID10242070,"6,6'-Di-tert-butyl-4,4'-methylenedi-o-cresol",2,Cc1cc(Cc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,2-tert-butyl-4-[(3-tert-butyl-4-hydroxy-5-methylphenyl)methyl]-6-methylphenol,C23H32O2,340.2402303,,340.2402303,exposurepred,,NA,NA,NA,NA,NA,1,0.657462254,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,nurses1,0.603573851,0.286267047,2.108429374,0.036277476,1,0,pos,0.920478465189896,118810.628730266,1,0,NA,0,1,1,1
617,2265,343.2246-762.4,1,343.2246,762.4,100,100,91.66666667,0,135409.0126,75625.09755,55.84938263,121841.3759,118769.8735,98303.64046,61462.19977,62.52281145,85920.98222,77214.5324,2165.10434,2511.879206,116.0165429,1369.057676,NA,0.893264096,3,59668.50829,Unique,343.2267708,6.32,MEGESTROL,C22H30O3,342.21949,M+H,116856.3265,1.852791719,DTXSID001009330,DTXSID001009330,MEGESTROL,1,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"(8R,9S,10R,13S,14S,17R)-17-acetyl-17-hydroxy-6,10,13-trimethyl-2,8,9,11,12,14,15,16-octahydro-1H-cyclopenta[a]phenanthren-3-one",C22H30O3,342.2194948,,342.2194948,Drug,1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,nurses1,0.627558727,0.124193987,5.053052405,1E-06,1,0,pos,0.893264095691909,118810.628730266,0,1,NA,1,0,1,1
618,2266,343.22466-767.4,1,343.22466,767.4,100,100,91.66666667,0,124524.1149,63181.48792,50.73835535,116349.0117,111144.5722,91461.13211,54166.50711,59.22352574,84755.79388,73751.78497,2071.710199,2146.97334,103.6328991,1517.031801,NA,0.856726355,3,59668.50829,Unique,343.2267708,6.15,MEGESTROL,C22H30O3,342.21949,M+H,107992.6235,1.918381211,DTXSID001009330,DTXSID001009330,MEGESTROL,1,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"(8R,9S,10R,13S,14S,17R)-17-acetyl-17-hydroxy-6,10,13-trimethyl-2,8,9,11,12,14,15,16-octahydro-1H-cyclopenta[a]phenanthren-3-one",C22H30O3,342.2194948,,342.2194948,Drug,1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,nurses1,0.598567902,0.118024369,5.071561957,9.19E-07,1,0,pos,0.856726355211421,118810.628730266,0,1,NA,1,0,1,1
