,featureid,ID,mz,time,DF_n,DF_ow,DF_blank,DF_diff,mean_N,sd_N,cv_N,median_N,gMean_N,mean_OW,sd_OW,cv_OW,median_OW,gMean_OW,mean_FB,sd_FB,cv_FB,median_FB,gMean_FB,CV_N/CV_OW,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,name_cleaned.x,Formula,MonoisotopicMass,Adduct,mean_N_OW,percent_FB,DB_name,DTXSID,name_original,select for fragmentation,SMILES_cleaned,name_cleaned.y,formula_cleaned,Molweight_cleaned,parent_id,MONOISOTOPIC_MASS,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,phthalate,carcino,DF_high_N,term,estimate,std.error,statistic,p.value,higher_intensity_N,metabolite,ESI
34,103.07521-275.6,3468,103.07521,275.6,100,100,100,0,42937.36693,24905.19106,58.00353594,34047.74324,37590.53068,49146.22947,29564.73123,60.15666216,39717.51188,42475.298,82291.40232,38438.46517,46.71018368,71825.49841,74244.01113,0.964208017,2,10,Multiple,103.0753556,1.41,2-Methylbutanoicacid,C5H10O2,102.06808,M+H,46041.7982,178.7319469,DTXSID5021621,DTXSID5021621,"2-Methylbutanoic,acid",,CCC(C)C(=O)O,2-methylbutanoic acid,C5H10O2,102.0680796,,102.0680796,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.788708545,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.945230926,22.53656564,5,NA,,0,NA,0,nurses1,-0.216738687,0.047831957,-4.531252768,1.02E-05,0,0,pos
35,103.07521-275.6,3923,103.07521,275.6,100,100,100,0,42937.36693,24905.19106,58.00353594,34047.74324,37590.53068,49146.22947,29564.73123,60.15666216,39717.51188,42475.298,82291.40232,38438.46517,46.71018368,71825.49841,74244.01113,0.964208017,2,10,Multiple,103.0753556,1.41,Methylbutyrate,C5H10O2,102.06808,M+H,46041.7982,178.7319469,DTXSID5047083,DTXSID5047083,"Methyl,butyrate",,CCCC(=O)OC,methyl butanoate,C5H10O2,102.0680796,,102.0680796,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.526804921,1.311352231,1,NA,,0,NA,0,nurses1,-0.216738687,0.047831957,-4.531252768,1.02E-05,0,0,pos
36,103.07521-275.6,3655,103.07521,275.6,100,100,100,0,42937.36693,24905.19106,58.00353594,34047.74324,37590.53068,49146.22947,29564.73123,60.15666216,39717.51188,42475.298,82291.40232,38438.46517,46.71018368,71825.49841,74244.01113,0.964208017,2,10,Multiple,103.0753556,1.41,Isovalericacid,C5H10O2,102.06808,M+H,46041.7982,178.7319469,DTXSID5029182,DTXSID5029182,"Isovaleric,acid",,CC(C)CC(=O)O,3-methylbutanoic acid,C5H10O2,102.0680796,,102.0680796,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,8.416435574,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.594037914,3.099273226,1,NA,,0,NA,0,nurses1,-0.216738687,0.047831957,-4.531252768,1.02E-05,0,0,pos
37,103.07521-275.6,1534,103.07521,275.6,100,100,100,0,42937.36693,24905.19106,58.00353594,34047.74324,37590.53068,49146.22947,29564.73123,60.15666216,39717.51188,42475.298,82291.40232,38438.46517,46.71018368,71825.49841,74244.01113,0.964208017,2,10,Multiple,103.0753556,1.41,Isopropylacetate,C5H10O2,102.06808,M+H,46041.7982,178.7319469,DTXSID2025478,DTXSID2025478,"Isopropyl,acetate",,CC(=O)OC(C)C,propan-2-yl acetate,C5H10O2,102.0680796,,102.0680796,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-5.372809961,3.238514438,3,NA,,0,NA,0,nurses1,-0.216738687,0.047831957,-4.531252768,1.02E-05,0,0,pos
38,103.07521-275.6,4894,103.07521,275.6,100,100,100,0,42937.36693,24905.19106,58.00353594,34047.74324,37590.53068,49146.22947,29564.73123,60.15666216,39717.51188,42475.298,82291.40232,38438.46517,46.71018368,71825.49841,74244.01113,0.964208017,2,10,Multiple,103.0753556,1.41,Pentanoicacid,C5H10O2,102.06808,M+H,46041.7982,178.7319469,DTXSID7021655,DTXSID7021655,"Pentanoic,acid",,CCCCC(=O)O,pentanoic acid,C5H10O2,102.0680796,,102.0680796,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.207914513,5.124077263,6,NA,,0,NA,0,nurses1,-0.216738687,0.047831957,-4.531252768,1.02E-05,0,0,pos
39,104.10708-62.7,3678,104.10708,62.7,100,100,100,0,2885059.403,913651.6703,31.6683833,2843096.588,2734671.931,3484726.648,1448645.568,41.57128275,3413175.106,3188472.947,43401.12436,14954.54022,34.45657329,36637.08424,41323.29642,0.761785088,3,46022.72727,Unique,104.10699,0.86,Dimepranol,C5H13NO,103.09971,M+H,3184893.026,1.362718434,DTXSID5031210,DTXSID5031210,Dimepranol,2,CC(O)CN(C)C,1-(dimethylamino)propan-2-ol,C5H13NO,103.099714,,103.099714,exposurepred,,NA,NA,NA,NA,NA,1,1.812102275,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,nurses1,-0.242176467,0.051593024,-4.693976996,5.06E-06,0,0,pos
40,104.1071-67,3678,104.1071,67,100,100,100,0,4558912.868,1030970.28,22.61438878,4320410.351,4447371.975,5726222.508,1801772.843,31.46529567,5318915.324,5460041.496,54867.14852,17525.63184,31.94194033,46155.51355,52600.11334,0.718708923,3,46022.72727,Unique,104.10699,1.06,Dimepranol,C5H13NO,103.09971,M+H,5142567.688,1.066921271,DTXSID5031210,DTXSID5031210,Dimepranol,2,CC(O)CN(C)C,1-(dimethylamino)propan-2-ol,C5H13NO,103.099714,,103.099714,exposurepred,,NA,NA,NA,NA,NA,1,1.812102275,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,nurses1,-0.298434234,0.052249989,-5.711661168,4.15E-08,0,0,pos
41,104.10728-70.3,3678,104.10728,70.3,100,100,100,0,4102098.111,987280.8161,24.06770363,3963529.042,3969342.575,5395480.08,1890581.414,35.04009627,4868762.01,5092864.71,51097.64195,16839.27487,32.95509191,42903.87966,48859.04412,0.686861801,3,46022.72727,Unique,104.10699,2.79,Dimepranol,C5H13NO,103.09971,M+H,4748789.095,1.076014136,DTXSID5031210,DTXSID5031210,Dimepranol,2,CC(O)CN(C)C,1-(dimethylamino)propan-2-ol,C5H13NO,103.099714,,103.099714,exposurepred,,NA,NA,NA,NA,NA,1,1.812102275,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,nurses1,-0.365659142,0.056968772,-6.418589203,1.03E-09,0,0,pos
42,105.06969-565.9,1412,105.06969,565.9,100,100,100,0,363579.9213,188588.9063,51.87000032,318964.6646,317962.347,505290.7496,236367.4354,46.77850042,555182.9943,438635.6991,401714.3981,348605.8379,86.77952285,318870.3325,305483.8342,1.108842734,3,26732.67327,Unique,105.0698763,1.77,Styrene,C8H8,104.0626,M+H,434435.3355,92.46816852,DTXSID2021284,DTXSID2021284,Styrene,,C=Cc1ccccc1,styrene,C8H8,104.0626003,,104.0626003,"exposurepred, MC",,NA,NA,NA,NA,NA,1,0.370548071,1,Styrene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,1,0,nurses1,-0.467828795,0.068589522,-6.820703518,1.12E-10,0,0,pos
43,106.08579-39.5,2098,106.08579,39.5,100,100,100,0,10645.6563,923.3277637,8.673281736,10646.30245,10605.54708,10700.56872,900.6932737,8.417246759,10684.46079,10662.02078,10558.2262,1144.389739,10.83884469,10724.33786,10500.10921,1.030417901,2,10,Multiple,106.0862546,4.38,Diethanolamine,C4H11NO2,105.07898,M+H,10673.11251,98.92359128,DTXSID3021932,DTXSID3021932,Diethanolamine,,OCCNCCO,2-(2-hydroxyethylamino)ethanol,C4H11NO2,105.0789786,,105.0789786,"ERactive, exposurepred",,NA,NA,NA,NA,NA,1,0.45595506,NA,,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
44,106.08579-39.5,4352,106.08579,39.5,100,100,100,0,10645.6563,923.3277637,8.673281736,10646.30245,10605.54708,10700.56872,900.6932737,8.417246759,10684.46079,10662.02078,10558.2262,1144.389739,10.83884469,10724.33786,10500.10921,1.030417901,2,10,Multiple,106.0862546,4.38,2-(2-Aminoethoxy)ethanol,C4H11NO2,105.07898,M+H,10673.11251,98.92359128,DTXSID6027341,DTXSID6027341,2-(2-Aminoethoxy)ethanol,,NCCOCCO,2-(2-aminoethoxy)ethanol,C4H11NO2,105.0789786,,105.0789786,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-6.70219,3.593529,19,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
45,106.08579-39.5,6223,106.08579,39.5,100,100,100,0,10645.6563,923.3277637,8.673281736,10646.30245,10605.54708,10700.56872,900.6932737,8.417246759,10684.46079,10662.02078,10558.2262,1144.389739,10.83884469,10724.33786,10500.10921,1.030417901,2,10,Multiple,106.0862546,4.38,Ethanol22-iminobis-phosphate(salt),C4H11NO2,105.07898,M+H,10673.11251,98.92359128,DTXSID8067521,DTXSID8067521,"Ethanol,,2,2'-iminobis,-,phosphate,(salt)",,OCCNCCO,2-(2-hydroxyethylamino)ethanol,C4H11NO2,105.0789786,,105.0789786,exposurepred,,NA,NA,NA,NA,NA,1,0.582031597,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
46,106.08596-771.3,2098,106.08596,771.3,76.66666667,73.75,75,2.916666667,1090.641103,1486.276509,136.2754901,427.5158956,NA,555.0512243,709.3172034,127.7931067,236.0897085,NA,489.2804669,532.2978078,108.7919596,307.4183473,NA,1.066375907,2,10,Multiple,106.0862546,2.78,Diethanolamine,C4H11NO2,105.07898,M+H,822.8461636,59.46196125,DTXSID3021932,DTXSID3021932,Diethanolamine,,OCCNCCO,2-(2-hydroxyethylamino)ethanol,C4H11NO2,105.0789786,,105.0789786,"ERactive, exposurepred",,NA,NA,NA,NA,NA,1,0.45595506,NA,,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,nurses1,0.879326062,0.448901997,1.95883749,0.05156496,1,0,pos
47,106.08596-771.3,4352,106.08596,771.3,76.66666667,73.75,75,2.916666667,1090.641103,1486.276509,136.2754901,427.5158956,NA,555.0512243,709.3172034,127.7931067,236.0897085,NA,489.2804669,532.2978078,108.7919596,307.4183473,NA,1.066375907,2,10,Multiple,106.0862546,2.78,2-(2-Aminoethoxy)ethanol,C4H11NO2,105.07898,M+H,822.8461636,59.46196125,DTXSID6027341,DTXSID6027341,2-(2-Aminoethoxy)ethanol,,NCCOCCO,2-(2-aminoethoxy)ethanol,C4H11NO2,105.0789786,,105.0789786,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-6.70219,3.593529,19,NA,,0,NA,0,nurses1,0.879326062,0.448901997,1.95883749,0.05156496,1,0,pos
48,106.08596-771.3,6223,106.08596,771.3,76.66666667,73.75,75,2.916666667,1090.641103,1486.276509,136.2754901,427.5158956,NA,555.0512243,709.3172034,127.7931067,236.0897085,NA,489.2804669,532.2978078,108.7919596,307.4183473,NA,1.066375907,2,10,Multiple,106.0862546,2.78,Ethanol22-iminobis-phosphate(salt),C4H11NO2,105.07898,M+H,822.8461636,59.46196125,DTXSID8067521,DTXSID8067521,"Ethanol,,2,2'-iminobis,-,phosphate,(salt)",,OCCNCCO,2-(2-hydroxyethylamino)ethanol,C4H11NO2,105.0789786,,105.0789786,exposurepred,,NA,NA,NA,NA,NA,1,0.582031597,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,nurses1,0.879326062,0.448901997,1.95883749,0.05156496,1,0,pos
49,107.08537-154.4,1435,107.08537,154.4,100,100,100,0,34841.71463,18461.80426,52.98764557,28640.22166,30443.6627,33385.9301,21286.16974,63.75790543,27552.56071,27946.66198,90350.42967,31682.88577,35.06666862,79461.76427,86346.85559,0.831075695,3,866.3101604,Multiple,107.0855263,1.46,p-Xylene,C8H10,106.07825,M+H,34113.82236,264.8499154,DTXSID2021868,DTXSID2021868,p-Xylene,,Cc1ccc(C)cc1,"1,4-xylene",C8H10,106.0782503,,106.0782503,exposurepred,,NA,NA,NA,NA,NA,1,4.789359728,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
50,107.08537-154.4,2041,107.08537,154.4,100,100,100,0,34841.71463,18461.80426,52.98764557,28640.22166,30443.6627,33385.9301,21286.16974,63.75790543,27552.56071,27946.66198,90350.42967,31682.88577,35.06666862,79461.76427,86346.85559,0.831075695,3,866.3101604,Multiple,107.0855263,1.46,Ethylbenzene,C8H10,106.07825,M+H,34113.82236,264.8499154,DTXSID3020596,DTXSID3020596,Ethylbenzene,,CCc1ccccc1,ethylbenzene,C8H10,106.0782503,,106.0782503,exposurepred,,NA,NA,NA,NA,NA,1,0.72210641,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
51,107.08537-154.4,2096,107.08537,154.4,100,100,100,0,34841.71463,18461.80426,52.98764557,28640.22166,30443.6627,33385.9301,21286.16974,63.75790543,27552.56071,27946.66198,90350.42967,31682.88577,35.06666862,79461.76427,86346.85559,0.831075695,3,866.3101604,Multiple,107.0855263,1.46,o-Xylene,C8H10,106.07825,M+H,34113.82236,264.8499154,DTXSID3021807,DTXSID3021807,o-Xylene,,Cc1ccccc1C,"1,2-xylene",C8H10,106.0782503,,106.0782503,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.129223655,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-4.242415,2.050886,5,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
52,107.08537-154.4,4332,107.08537,154.4,100,100,100,0,34841.71463,18461.80426,52.98764557,28640.22166,30443.6627,33385.9301,21286.16974,63.75790543,27552.56071,27946.66198,90350.42967,31682.88577,35.06666862,79461.76427,86346.85559,0.831075695,3,866.3101604,Multiple,107.0855263,1.46,m-Xylene,C8H10,106.07825,M+H,34113.82236,264.8499154,DTXSID6026298,DTXSID6026298,m-Xylene,,Cc1cccc(C)c1,"1,3-xylene",C8H10,106.0782503,,106.0782503,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.333392129,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.191098424,8.900834237,4,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
53,107.08539-163,1435,107.08539,163,100,98.75,100,1.25,15667.88685,16945.49091,108.1542844,7711.013688,9055.839568,12393.46287,10999.69851,88.75403607,6849.065573,NA,90116.2183,42556.35656,47.22385977,84759.35368,79923.16959,1.218584407,3,866.3101604,Multiple,107.0855263,1.27,p-Xylene,C8H10,106.07825,M+H,14030.67486,642.2799987,DTXSID2021868,DTXSID2021868,p-Xylene,,Cc1ccc(C)cc1,"1,4-xylene",C8H10,106.0782503,,106.0782503,exposurepred,,NA,NA,NA,NA,NA,1,4.789359728,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,nurses1,0.27886202,0.148219162,1.881416785,0.061413011,1,0,pos
54,107.08539-163,2041,107.08539,163,100,98.75,100,1.25,15667.88685,16945.49091,108.1542844,7711.013688,9055.839568,12393.46287,10999.69851,88.75403607,6849.065573,NA,90116.2183,42556.35656,47.22385977,84759.35368,79923.16959,1.218584407,3,866.3101604,Multiple,107.0855263,1.27,Ethylbenzene,C8H10,106.07825,M+H,14030.67486,642.2799987,DTXSID3020596,DTXSID3020596,Ethylbenzene,,CCc1ccccc1,ethylbenzene,C8H10,106.0782503,,106.0782503,exposurepred,,NA,NA,NA,NA,NA,1,0.72210641,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,nurses1,0.27886202,0.148219162,1.881416785,0.061413011,1,0,pos
55,107.08539-163,2096,107.08539,163,100,98.75,100,1.25,15667.88685,16945.49091,108.1542844,7711.013688,9055.839568,12393.46287,10999.69851,88.75403607,6849.065573,NA,90116.2183,42556.35656,47.22385977,84759.35368,79923.16959,1.218584407,3,866.3101604,Multiple,107.0855263,1.27,o-Xylene,C8H10,106.07825,M+H,14030.67486,642.2799987,DTXSID3021807,DTXSID3021807,o-Xylene,,Cc1ccccc1C,"1,2-xylene",C8H10,106.0782503,,106.0782503,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.129223655,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-4.242415,2.050886,5,NA,,0,NA,0,nurses1,0.27886202,0.148219162,1.881416785,0.061413011,1,0,pos
56,107.08539-163,4332,107.08539,163,100,98.75,100,1.25,15667.88685,16945.49091,108.1542844,7711.013688,9055.839568,12393.46287,10999.69851,88.75403607,6849.065573,NA,90116.2183,42556.35656,47.22385977,84759.35368,79923.16959,1.218584407,3,866.3101604,Multiple,107.0855263,1.27,m-Xylene,C8H10,106.07825,M+H,14030.67486,642.2799987,DTXSID6026298,DTXSID6026298,m-Xylene,,Cc1cccc(C)c1,"1,3-xylene",C8H10,106.0782503,,106.0782503,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.333392129,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.191098424,8.900834237,4,NA,,0,NA,0,nurses1,0.27886202,0.148219162,1.881416785,0.061413011,1,0,pos
57,107.08543-160.5,1435,107.08543,160.5,100,100,100,0,28924.96623,19569.60676,67.65645499,22211.81474,22731.73927,26045.73738,17656.89744,67.79188926,19405.98967,20165.09426,96055.84259,37406.09239,38.94202725,84757.20533,90594.12319,0.998002205,3,866.3101604,Multiple,107.0855263,0.9,p-Xylene,C8H10,106.07825,M+H,27485.35181,349.4801277,DTXSID2021868,DTXSID2021868,p-Xylene,,Cc1ccc(C)cc1,"1,4-xylene",C8H10,106.0782503,,106.0782503,exposurepred,,NA,NA,NA,NA,NA,1,4.789359728,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,nurses1,0.136788993,0.081881536,1.670571901,0.096418765,1,0,pos
58,107.08543-160.5,4332,107.08543,160.5,100,100,100,0,28924.96623,19569.60676,67.65645499,22211.81474,22731.73927,26045.73738,17656.89744,67.79188926,19405.98967,20165.09426,96055.84259,37406.09239,38.94202725,84757.20533,90594.12319,0.998002205,3,866.3101604,Multiple,107.0855263,0.9,m-Xylene,C8H10,106.07825,M+H,27485.35181,349.4801277,DTXSID6026298,DTXSID6026298,m-Xylene,,Cc1cccc(C)c1,"1,3-xylene",C8H10,106.0782503,,106.0782503,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.333392129,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.191098424,8.900834237,4,NA,,0,NA,0,nurses1,0.136788993,0.081881536,1.670571901,0.096418765,1,0,pos
59,107.08543-160.5,2096,107.08543,160.5,100,100,100,0,28924.96623,19569.60676,67.65645499,22211.81474,22731.73927,26045.73738,17656.89744,67.79188926,19405.98967,20165.09426,96055.84259,37406.09239,38.94202725,84757.20533,90594.12319,0.998002205,3,866.3101604,Multiple,107.0855263,0.9,o-Xylene,C8H10,106.07825,M+H,27485.35181,349.4801277,DTXSID3021807,DTXSID3021807,o-Xylene,,Cc1ccccc1C,"1,2-xylene",C8H10,106.0782503,,106.0782503,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.129223655,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-4.242415,2.050886,5,NA,,0,NA,0,nurses1,0.136788993,0.081881536,1.670571901,0.096418765,1,0,pos
60,107.08543-160.5,2041,107.08543,160.5,100,100,100,0,28924.96623,19569.60676,67.65645499,22211.81474,22731.73927,26045.73738,17656.89744,67.79188926,19405.98967,20165.09426,96055.84259,37406.09239,38.94202725,84757.20533,90594.12319,0.998002205,3,866.3101604,Multiple,107.0855263,0.9,Ethylbenzene,C8H10,106.07825,M+H,27485.35181,349.4801277,DTXSID3020596,DTXSID3020596,Ethylbenzene,,CCc1ccccc1,ethylbenzene,C8H10,106.0782503,,106.0782503,exposurepred,,NA,NA,NA,NA,NA,1,0.72210641,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,nurses1,0.136788993,0.081881536,1.670571901,0.096418765,1,0,pos
61,108.08047-53.7,888,108.08047,53.7,55,48.75,83.33333333,6.25,914.493696,1197.759333,130.9751328,109.6296397,NA,938.2599356,1367.468211,145.7451351,0,NA,12991.45379,9607.209032,73.95022286,15002.5429,NA,0.898658694,3,529.4117647,Multiple,108.0807753,2.82,2-Methylaniline,C7H9N,107.0735,M+H,926.3768158,1402.394098,DTXSID1026164,DTXSID1026164,2-Methylaniline,,Cc1ccccc1N,2-methylaniline,C7H9N,107.0734993,,107.0734993,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.342445,4.178914,2,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
62,108.08047-53.7,899,108.08047,53.7,55,48.75,83.33333333,6.25,914.493696,1197.759333,130.9751328,109.6296397,NA,938.2599356,1367.468211,145.7451351,0,NA,12991.45379,9607.209032,73.95022286,15002.5429,NA,0.898658694,3,529.4117647,Multiple,108.0807753,2.82,3-Methylaniline,C7H9N,107.0735,M+H,926.3768158,1402.394098,DTXSID1026792,DTXSID1026792,3-Methylaniline,,Cc1cccc(N)c1,3-methylaniline,C7H9N,107.0734993,,107.0734993,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.246369746,8.301115943,3,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
63,108.08047-53.7,1418,108.08047,53.7,55,48.75,83.33333333,6.25,914.493696,1197.759333,130.9751328,109.6296397,NA,938.2599356,1367.468211,145.7451351,0,NA,12991.45379,9607.209032,73.95022286,15002.5429,NA,0.898658694,3,529.4117647,Multiple,108.0807753,2.82,3-Methylanilinehydrochloride,C7H10ClN,107.0735,M+H,926.3768158,1402.394098,DTXSID2021363,DTXSID2021363,"3-Methylaniline,hydrochloride",,Cc1cccc(N)c1,3-methylaniline,C7H10ClN,107.0734993,,143.050177,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.994496716,2.330186602,1,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
64,108.08047-53.7,1419,108.08047,53.7,55,48.75,83.33333333,6.25,914.493696,1197.759333,130.9751328,109.6296397,NA,938.2599356,1367.468211,145.7451351,0,NA,12991.45379,9607.209032,73.95022286,15002.5429,NA,0.898658694,3,529.4117647,Multiple,108.0807753,2.82,4-Methylanilinehydrochloride,C7H10ClN,107.0735,M+H,926.3768158,1402.394098,DTXSID2021365,DTXSID2021365,"4-Methylaniline,hydrochloride",,Cc1ccc(N)cc1,4-methylaniline,C7H10ClN,107.0734993,,143.050177,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.4913743,6.648726095,1,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
65,108.08047-53.7,3477,108.08047,53.7,55,48.75,83.33333333,6.25,914.493696,1197.759333,130.9751328,109.6296397,NA,938.2599356,1367.468211,145.7451351,0,NA,12991.45379,9607.209032,73.95022286,15002.5429,NA,0.898658694,3,529.4117647,Multiple,108.0807753,2.82,Benzylamine,C7H9N,107.0735,M+H,926.3768158,1402.394098,DTXSID5021839,DTXSID5021839,Benzylamine,,NCc1ccccc1,phenylmethanamine,C7H9N,107.0734993,,107.0734993,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,1.393167674,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.153942542,2.173677869,2,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
66,108.08047-53.7,4025,108.08047,53.7,55,48.75,83.33333333,6.25,914.493696,1197.759333,130.9751328,109.6296397,NA,938.2599356,1367.468211,145.7451351,0,NA,12991.45379,9607.209032,73.95022286,15002.5429,NA,0.898658694,3,529.4117647,Multiple,108.0807753,2.82,35-Dimethylpyridine,C7H9N,107.0735,M+H,926.3768158,1402.394098,DTXSID5052254,DTXSID5052254,"3,5-Dimethylpyridine",,Cc1cncc(C)c1,"3,5-dimethylpyridine",C7H9N,107.0734993,,107.0734993,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.903803563,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.186545835,1.728046093,3,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
67,108.08047-53.7,4185,108.08047,53.7,55,48.75,83.33333333,6.25,914.493696,1197.759333,130.9751328,109.6296397,NA,938.2599356,1367.468211,145.7451351,0,NA,12991.45379,9607.209032,73.95022286,15002.5429,NA,0.898658694,3,529.4117647,Multiple,108.0807753,2.82,4-Methylaniline,C7H9N,107.0735,M+H,926.3768158,1402.394098,DTXSID6021872,DTXSID6021872,4-Methylaniline,,Cc1ccc(N)cc1,4-methylaniline,C7H9N,107.0734993,,107.0734993,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.900267934,5.77133999,2,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
68,108.08047-53.7,4882,108.08047,53.7,55,48.75,83.33333333,6.25,914.493696,1197.759333,130.9751328,109.6296397,NA,938.2599356,1367.468211,145.7451351,0,NA,12991.45379,9607.209032,73.95022286,15002.5429,NA,0.898658694,3,529.4117647,Multiple,108.0807753,2.82,2-Methylanilinehydrochloride,C7H10ClN,107.0735,M+H,926.3768158,1402.394098,DTXSID7021364,DTXSID7021364,"2-Methylaniline,hydrochloride",,Cc1ccccc1N,2-methylaniline,C7H10ClN,107.0734993,,143.050177,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,Aromatic amine,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.801250114,4.948583717,9,NA,,0,1,0,NA,0,NA,NA,NA,0,0,pos
