"","X","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","Name","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DB_name","DTXSID","CASRN","name_original","formula_original","SMILES_original","SMILES_cleaned","name_cleaned","formula_cleaned","Molweight_cleaned","parent_id","MONOISOTOPIC_MASS","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","DF_high_N","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI","cvNvOW","sd_avg_N","sdN_GE_sdavg","Drug_UCSF_cond","ERactive_AUC_cond","of_interest_all","of_int_sd","of_interest_sum","of_interest_cat"
"107",1670,"291.12331-380.6",6968,291.1233,380.6,97.5,92.5,66.66667,5,26365.34,130729.5,495.8386,4426.943,NA,5537.799,4929.411,89.01391,4269.36,NA,870.1131,1187.79,136.5098,131.291,NA,2,10,"Multiple",291.1238,1.68,"Mono(2-ethyl-5-oxohexyl)phthalate","C16H20O5",292.13107,"M-H",15951.57,5.454718,"DTXSID00865994","DTXSID00865994","'40321-98-0","Mono(2-ethyl-5-oxohexyl)phthalate","C16H20O5","CCC(CCC(C)=O)COC(=O)C1=CC=CC=C1C(O)=O","CCC(CCC(C)=O)COC(=O)c1ccccc1C(=O)O","2-(2-ethyl-5-oxohexoxy)carbonylbenzoic acid","C16H20O5",292.1311,"",NA,"CDC_phthalate_metabolite","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"nurses1",0.8600581,0.3732918,2.303983,0.02228285,1,0,"neg",5.57034962288478,643115.401519168,0,0,NA,1,0,1,1
"108",1677,"293.21205-699",2695,293.212,699,100,100,100,0,980914.6,1041088,106.1344,637185.2,639183.5,596821.1,539221.8,90.34899,460835.4,391280.6,25349.48,4448.433,17.54842,24820.53,24986.55,3,24324.32,"Unique",293.2122,0.58,"2-2-4-(1133-Tetramethylbutyl)phenoxyethoxyethanol","C18H30O3",294.21949,"M-H",788867.8,3.2134,"DTXSID3075044","DTXSID3075044","'2315-61-9","2-[2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy]ethanol","C18H30O3","CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1","CC(C)(C)CC(C)(C)c1ccc(OCCOCCO)cc1","2-[2-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy]ethanol","C18H30O3",294.2195,"",294.2194948,"pellizzari","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"nurses1",0.7213853,0.1954042,3.69176,0.0002893757,1,0,"neg",1.17471595421266,643115.401519168,1,0,NA,1,0,1,1
"109",1685,"295.26387-1010",2987,295.2639,1010,100,100,100,0,887050.5,797526.1,89.90763,621120.1,639139.1,784971.5,575733.8,73.34455,641353.1,618425.7,5277.576,4029.062,76.34303,5447.992,3841.896,3,23478.26,"Multiple",295.2643,1.3,"2-Propenoicacid2-methyl-pentadecylester","C19H36O2",296.27153,"M-H",836011,0.6312807,"DTXSID4029276","DTXSID4029276","'6140-74-5","2-Propenoic,acid,,2-methyl,-,pentadecyl,ester","C19H36O2","CCCCCCCCCCCCCCCOC(=O)C(C)=C","C=C(C)C(=O)OCCCCCCCCCCCCCCC","pentadecyl 2-methylprop-2-enoate","C19H36O2",296.2715,"",296.2715304,"exposurepred","",NA,NA,NA,NA,NA,1,2.963053,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.22582564075995,643115.401519168,1,0,NA,0,1,1,1
"110",1686,"295.26387-1010",3596,295.2639,1010,100,100,100,0,887050.5,797526.1,89.90763,621120.1,639139.1,784971.5,575733.8,73.34455,641353.1,618425.7,5277.576,4029.062,76.34303,5447.992,3841.896,3,23478.26,"Multiple",295.2643,1.3,"Methyl(9Z)-octadec-9-enoate","C19H36O2",296.27153,"M-H",836011,0.6312807,"DTXSID5025811","DTXSID5025811","'112-62-9","Methyl,(9Z)-octadec-9-enoate","C19H36O2","CCCCCCCC\\C=C/CCCCCCCC(=O)OC","CCCCCCCC/C=C\CCCCCCCC(=O)OC","methyl (Z)-octadec-9-enoate","C19H36O2",296.2715,"",296.2715304,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,5.83699,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.904342,3.440991,6,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.22582564075995,643115.401519168,1,0,NA,0,1,1,1
"111",1712,"299.16439-428.3",272,299.1644,428.3,100,100,75,0,12834.81,7182.067,55.95772,10383.46,10943.29,10024.68,5563.067,55.49371,8844.633,8444.51,545.2321,635.2039,116.5016,241.29,NA,3,24059.41,"Multiple",299.1653,2.94,"Prallethrin","C19H24O3",300.17254,"M-H",11429.75,4.770291,"DTXSID0032572","DTXSID0032572","'23031-36-9","Prallethrin","C19H24O3","CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C","C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O","(2-methyl-4-oxo-3-prop-2-ynylcyclopent-2-en-1-yl) 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate","C19H24O3",300.1725,"",300.1725446,"E2Up, VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,2,NA,NA,NA,1,-2.751342,18.7014,20,NA,NA,0,0,"nurses1",0.3891834,0.06561024,5.931749,1.353675e-08,1,0,"neg",1.00836148817587,643115.401519168,0,0,NA,1,0,1,1
"112",1733,"301.21745-873.5",4913,301.2174,873.5,100,100,100,0,4805733,4319092,89.87374,3108238,3516759,6098051,6386857,104.736,3644968,3927341,42794.66,56246.63,131.4337,14195.82,18183.36,3,53465.35,"Multiple",301.2173,0.48,"Abieticacid","C20H30O2",302.22458,"M-H",5451892,0.7849506,"DTXSID7022047","DTXSID7022047","'514-10-3","Abietic,acid","C20H30O2","CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(O)=O)[C@H]2CC1","CC(C)C1=CC2=CC[C@H]3[C@](C)(C(=O)O)CCC[C@]3(C)[C@H]2CC1","(1R,4aR,4bR,10aR)-1,4a-dimethyl-7-propan-2-yl-2,3,4,4b,5,6,10,10a-octahydrophenanthrene-1-carboxylic acid","C20H30O2",302.2246,"",302.2245802,"exposurepred","",NA,NA,NA,NA,NA,1,0.58336,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",0.858097884204094,643115.401519168,1,0,NA,0,1,1,1
"113",1745,"305.0963-304",2044,305.0963,304,63.33333,48.75,33.33333,14.58333,47090.74,355075.5,754.024,218.0483,NA,1301.714,2734.779,210.0907,0,NA,134.6963,265.453,197.0752,0,NA,3,25714.29,"Multiple",305.0968,1.6,"Fluconazole","C13H12F2N6O",306.10407,"M-H",24196.23,0.5566831,"DTXSID3020627","DTXSID3020627","'86386-73-4","Fluconazole","C13H12F2N6O","OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1","OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F","2-(2,4-difluorophenyl)-1,3-bis(1,2,4-triazol-1-yl)propan-2-ol","C13H12F2N6O",306.1041,"",306.1040654,"VBtoxcast, Drug","1",NA,0,0,NA,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.5675585,4.784401,1,NA,NA,0,1,"nurses1",1.725377,0.5900441,2.92415,0.003865126,1,0,"neg",3.58904035257153,643115.401519168,0,1,NA,1,0,1,1
"114",1746,"305.11768-666.7",1691,305.1177,666.7,31.66667,23.75,0,7.916667,225.5101,523.2856,232.0454,0,NA,3294.231,20166.16,612.166,0,NA,0,0,NA,0,NA,3,27000,"Unique",305.1183,2.09,"444-Ethane-111-triyltriphenol","C20H18O3",306.12559,"M-H",1759.871,0,"DTXSID2037712","DTXSID2037712","'27955-94-8","4,4',4''-Ethane-1,1,1-triyltriphenol","C20H18O3","CC(C1=CC=C(O)C=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1","CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1","4-[1,1-bis(4-hydroxyphenyl)ethyl]phenol","C20H18O3",306.1256,"",306.1255944,"ERactive, VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,0.319,NA,NA,NA,NA,NA,1,-5.095792,15.36356,32,NA,NA,0,0,"nurses1",0.8737842,0.3623369,2.411524,0.01681791,1,0,"neg",0.379056334392959,643115.401519168,0,0,1,1,0,1,1
"115",1748,"305.21097-544.5",5667,305.211,544.5,99.16667,93.75,83.33333,5.416667,4375.249,3301.121,75.44989,3962.534,NA,5072.984,5565.878,109.7161,3142.758,NA,1802.068,2193.302,121.7103,1213.349,NA,2,10,"Unique",305.2122,4.09,"OXANDROLONE","C19H30O3",306.21949,"M-H",4724.117,38.14614,"DTXSID8023399","DTXSID8023399","'53-39-4","OXANDROLONE","C19H30O3","C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)OC[C@]4(C)[C@H]3CC[C@]12C","C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O","(1S,3aS,3bR,5aS,9aS,9bS,11aS)-1-hydroxy-1,9a,11a-trimethyl-2,3,3a,3b,4,5,5a,6,9,9b,10,11-dodecahydroindeno[4,5-h]isochromen-7-one","C19H30O3",306.2195,"",306.2194948,"Drug","1",NA,0,0,NA,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"nurses1",0.6139268,0.2557247,2.400733,0.0173069,1,0,"neg",0.687682938055582,643115.401519168,0,1,NA,1,0,1,1
"116",1771,"309.20456-851.7",5289,309.2046,851.7,100,100,100,0,1293121,1093259,84.54422,949638.8,929584.6,1322518,818143.4,61.86257,1113254,1055662,25231.62,15546.74,61.61608,18549.89,20330.02,3,26732.67,"Unique",309.2071,8.32,"110-Decanedioldimethacrylate","C18H30O4",310.21441,"M-H",1307820,1.929289,"DTXSID7044972","DTXSID7044972","'6701-13-9","1,10-Decanediol,dimethacrylate","C18H30O4","CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C","C=C(C)C(=O)OCCCCCCCCCCOC(=O)C(=C)C","10-(2-methylprop-2-enoyloxy)decyl 2-methylprop-2-enoate","C18H30O4",310.2144,"",310.2144094,"exposurepred","",NA,NA,NA,NA,NA,1,210.2392,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.36664577627473,643115.401519168,1,0,NA,0,1,1,1
"117",1772,"309.28017-1050",4764,309.2802,1050,100,100,100,0,3818085,3092115,80.986,2979372,2628782,3567821,2296439,64.36532,3402055,2800385,10961.83,7737.615,70.58691,9204.798,9166.267,3,26470.59,"Unique",309.2799,0.86,"9-Eicosenoicacid","C20H38O2",310.28718,"M-H",3692953,0.2968309,"DTXSID6060135","DTXSID6060135","'506-31-0","9-Eicosenoic,acid","C20H38O2","CCCCCCCCCCC=CCCCCCCCC(O)=O","CCCCCCCCCCC=CCCCCCCCC(=O)O","icos-9-enoic acid","C20H38O2",310.2872,"",310.2871805,"exposurepred","",NA,NA,NA,NA,NA,1,4.562753,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.2582241492779,643115.401519168,1,0,NA,0,1,1,1
"118",1781,"311.14017-352.7",1314,311.1402,352.7,100,100,83.33333,0,1723968,1409750,81.77355,1265475,1302120,2381376,2270866,95.35941,1929731,1666293,297.8602,198.3821,66.60243,326.5288,NA,3,52427.18,"Multiple",311.1401,0.17,"EthanediamideN-(2-ethoxyphenyl)-N-(2-ethylphenyl)-","C18H20N2O3",312.14739,"M-H",2052672,0.01451085,"DTXSID1066944","DTXSID1066944","'23949-66-8","Ethanediamide,,N-(2-ethoxyphenyl)-N'-(2-ethylphenyl)-","C18H20N2O3","CCOC1=C(NC(=O)C(=O)NC2=C(CC)C=CC=C2)C=CC=C1","CCOc1ccccc1NC(=O)C(=O)Nc1ccccc1CC","N'-(2-ethoxyphenyl)-N-(2-ethylphenyl)oxamide","C18H20N2O3",312.1474,"",312.1473925,"exposurepred","",NA,NA,NA,NA,NA,1,0.1894255,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"nurses1",-0.3135945,0.1404618,-2.232596,0.02671886,0,0,"neg",0.857529949063234,643115.401519168,1,0,NA,0,1,1,1
"119",1823,"317.13885-390.8",71,317.1388,390.8,99.16667,87.5,0,11.66667,5572.583,10027.83,179.9494,2694.515,NA,2729.087,3983.381,145.9602,1470.51,NA,0,0,NA,0,NA,2,10,"Unique",317.1394,1.88,"Zearalenone","C18H22O5",318.14672,"M-H",4150.835,0,"DTXSID0021460","DTXSID0021460","'17924-92-4","Zearalenone","C18H22O5","C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1","C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1","(4S,12E)-16,18-dihydroxy-4-methyl-3-oxabicyclo[12.4.0]octadeca-1(14),12,15,17-tetraene-2,8-dione","C18H22O5",318.1467,"",318.1467238,"ERactive, VBtoxcast, MGDev","",NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0.71,NA,NA,NA,NA,NA,1,-4.960337,16.30605,42,NA,NA,0,1,"nurses1",2.034652,0.3885675,5.236289,4.241919e-07,1,0,"neg",1.23286621969551,643115.401519168,0,0,1,1,0,1,1
"120",1862,"327.23307-911.3",4157,327.2331,911.3,100,100,100,0,13358961,7536235,56.41333,11703109,11253895,13885494,7749026,55.80663,11375630,11805749,22442.79,17292.97,77.05359,17302.33,18285.17,3,25961.54,"Multiple",327.233,0.35,"Retinolacetate","C22H32O2",328.24023,"M-H",13622227,0.1647512,"DTXSID6021240","DTXSID6021240","'127-47-9","Retinol,acetate","C22H32O2","CC(=O)OC\\C=C(/C)\\C=C\\C=C(/C)\\C=C\\C1=C(C)CCCC1(C)C","CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C","[(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenyl] acetate","C22H32O2",328.2402,"",328.2402303,"P4Up, VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,2,NA,1,-1.393704,8.728955,12,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.01087146813918,643115.401519168,1,0,NA,1,0,1,1
"121",1871,"329.1753-451.8",3575,329.1753,451.8,100,100,100,0,553911.7,431229.9,77.85174,420056.1,401587.4,434271.5,330305.4,76.05966,339809,340212.2,14937.29,12855.58,86.06369,10551.47,9363.89,3,26732.67,"Unique",329.1758,1.62,"Dicyclohexylphthalate","C20H26O4",330.18311,"M-H",494091.6,3.023182,"DTXSID5025021","DTXSID5025021","'84-61-7","Dicyclohexyl,phthalate","C20H26O4","O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1","O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1","dicyclohexyl benzene-1,2-dicarboxylate","C20H26O4",330.1831,"",330.1831093,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.853128,16.02829,13,NA,NA,1,0,"nurses1",0.2654006,0.0916413,2.896081,0.004212239,1,0,"neg",1.02356150421919,643115.401519168,0,0,NA,1,0,1,1
"122",1883,"333.20661-446.8",4295,333.2066,446.8,100,100,8.333333,0,421385,611468.5,145.1092,222318.7,175667.3,240012.2,350306.2,145.9535,38324.94,66216.66,27.05893,93.73489,346.4102,0,NA,3,25714.29,"Unique",333.2071,1.57,"Dihexylphthalate","C20H30O4",334.21441,"M-H",330698.6,0.008182353,"DTXSID6025068","DTXSID6025068","'84-75-3","Dihexyl,phthalate","C20H30O4","CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC","CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC","dihexyl benzene-1,2-dicarboxylate","C20H30O4",334.2144,"",334.2144094,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,564.4803,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.628701,7.812905,8,NA,NA,1,0,"nurses1",1.473593,0.3173453,4.6435,6.303847e-06,1,0,"neg",0.994215280894257,643115.401519168,0,0,NA,1,0,1,1
"123",1890,"337.20157-460.2",736,337.2016,460.2,97.5,93.75,100,3.75,54013.3,155399.3,287.7055,7910.9,NA,15880.63,19751.41,124.3742,9218.013,NA,6317.003,9528.54,150.8396,3173.698,1970.285,3,19565.22,"Multiple",337.202,1.42,"Piperonylbutoxide","C19H30O5",338.20932,"M-H",34946.97,18.07597,"DTXSID1021166","DTXSID1021166","'51-03-6","Piperonyl,butoxide","C19H30O5","CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC","CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2","5-[2-(2-butoxyethoxy)ethoxymethyl]-6-propyl-1,3-benzodioxole","C19H30O5",338.2093,"",338.2093241,"E2Up, VBtoxcast, pellizzari","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,3,NA,NA,NA,1,-3.435903,9.375373,28,NA,1,0,0,"nurses1",1.082663,0.3003088,3.605165,0.0003966,1,0,"neg",2.31322492928598,643115.401519168,0,0,NA,1,0,1,1
"124",1892,"337.31069-1169.1",4368,337.3107,1169.1,100,100,33.33333,0,451170.4,937416.1,207.7743,104872.9,128518.3,330814.5,513346,155.1764,113676.7,140395.7,2329.125,4269.305,183.3008,0,NA,3,26470.59,"Multiple",337.3112,1.53,"Stearylmethacrylate","C22H42O2",338.31848,"M-H",390992.5,0.5956957,"DTXSID6027975","DTXSID6027975","'32360-05-7","Stearyl,methacrylate","C22H42O2","CCCCCCCCCCCCCCCCCCOC(=O)C(C)=C","C=C(C)C(=O)OCCCCCCCCCCCCCCCCCC","octadecyl 2-methylprop-2-enoate","C22H42O2",338.3185,"",338.3184806,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,1.323972,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.701232,3.464716,4,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.33895553705331,643115.401519168,1,0,NA,0,1,1,1
"125",1893,"337.31069-1169.1",5058,337.3107,1169.1,100,100,33.33333,0,451170.4,937416.1,207.7743,104872.9,128518.3,330814.5,513346,155.1764,113676.7,140395.7,2329.125,4269.305,183.3008,0,NA,3,26470.59,"Multiple",337.3112,1.53,"Butylcis-9-octadecenoate","C22H42O2",338.31848,"M-H",390992.5,0.5956957,"DTXSID7027099","DTXSID7027099","'142-77-8","Butyl,cis-9-octadecenoate","C22H42O2","CCCCCCCC\\C=C/CCCCCCCC(=O)OCCCC","CCCCCCCC/C=C\CCCCCCCC(=O)OCCCC","butyl (Z)-octadec-9-enoate","C22H42O2",338.3185,"",338.3184806,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.2452426,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.5141621,4.186437,1,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.33895553705331,643115.401519168,1,0,NA,0,1,1,1
"126",1894,"337.31069-1169.1",5762,337.3107,1169.1,100,100,33.33333,0,451170.4,937416.1,207.7743,104872.9,128518.3,330814.5,513346,155.1764,113676.7,140395.7,2329.125,4269.305,183.3008,0,NA,3,26470.59,"Multiple",337.3112,1.53,"(13Z)-Docos-13-enoicacid","C22H42O2",338.31848,"M-H",390992.5,0.5956957,"DTXSID8026931","DTXSID8026931","'112-86-7","(13Z)-Docos-13-enoic,acid","C22H42O2","CCCCCCCC\\C=C/CCCCCCCCCCCC(O)=O","CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O","(Z)-docos-13-enoic acid","C22H42O2",338.3185,"",338.3184806,"exposurepred","",NA,NA,NA,NA,NA,1,0.3204458,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.33895553705331,643115.401519168,1,0,NA,0,1,1,1
"127",1916,"341.21153-811.5",1,341.2115,811.5,100,100,100,0,250933.8,189840.5,75.65361,210867.5,174028.2,474661.1,1374278,289.5282,143233.6,128557.4,11358.58,9780.754,86.10894,8972.144,7303.409,3,23275.86,"Unique",341.2122,2.02,"MEGESTROL","C22H30O3",342.21949,"M-H",362797.5,3.130833,"DTXSID001009330","DTXSID001009330","'3562-63-8","MEGESTROL","C22H30O3","[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C","CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C","(8R,9S,10R,13S,14S,17R)-17-acetyl-17-hydroxy-6,10,13-trimethyl-2,8,9,11,12,14,15,16-octahydro-1H-cyclopenta[a]phenanthren-3-one","C22H30O3",342.2195,"",342.2194948,"Drug","1",NA,0,0,NA,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"nurses1",0.4900668,0.2130346,2.30041,0.02248852,1,0,"neg",0.26129962469977,643115.401519168,0,1,NA,1,0,1,1
"128",1933,"343.22756-747.3",6571,343.2276,747.3,100,100,100,0,1463151,1186676,81.1041,1131499,1026803,856325.9,991013.6,115.7286,418120.3,406834.5,1463.919,1633.89,111.6107,676.6326,852.4768,3,27000,"Multiple",343.2279,0.9,"Testosteronepropionate","C22H32O3",344.23514,"M-H",1159738,0.1262283,"DTXSID9036515","DTXSID9036515","'57-85-2","Testosterone,propionate","C22H32O3","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C","[(8R,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl] propanoate","C22H32O3",344.2351,"",344.2351449,"ERactive, VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,0.392,NA,NA,NA,NA,NA,1,-5.923301,28.50797,33,NA,NA,0,0,"nurses1",1.378769,0.2056593,6.70414,2.152647e-10,1,0,"neg",0.700812936473784,643115.401519168,1,0,1,1,0,1,1
"129",1983,"357.13682-547.7",5103,357.1368,547.7,30,31.25,0,-1.25,3319.829,17870.28,538.2892,0,NA,2348.248,6049.995,257.6386,0,NA,0,0,NA,0,NA,2,10,"Unique",357.1344,6.88,"Triethyleneglycoldibenzoate","C20H22O6",358.14164,"M-H",2834.039,0,"DTXSID7029611","DTXSID7029611","'120-56-9","Triethylene,glycol,dibenzoate","C20H22O6","O=C(OCCOCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1","O=C(OCCOCCOCCOC(=O)c1ccccc1)c1ccccc1","2-[2-(2-benzoyloxyethoxy)ethoxy]ethyl benzoate","C20H22O6",358.1416,"",358.1416384,"ERactive, exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,1.89025,NA,"",NA,1,0.0732,NA,NA,NA,NA,NA,1,-2.165554,11.05007,7,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",2.08931891416892,643115.401519168,0,0,1,1,0,1,1
"130",2000,"361.20121-692.9",4843,361.2012,692.9,100,100,33.33333,0,54943.97,42063.11,76.55637,42766.5,42940.81,44959.62,40084.05,89.15568,33678.3,32453.27,90.26972,171.4045,189.8804,0,NA,3,18151.26,"Unique",361.202,2.32,"Hydrocortisone","C21H30O5",362.20932,"M-H",49951.79,0.1807137,"DTXSID7020714","DTXSID7020714","'50-23-7","Hydrocortisone","C21H30O5","C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO","C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO","(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one","C21H30O5",362.2093,"",362.2093241,"VBtoxcast, Drug","1",NA,0,0,NA,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.055034,47.39441,10,NA,NA,0,0,"nurses1",0.4316912,0.121885,3.541791,0.0004976978,1,0,"neg",0.858681914601515,643115.401519168,0,1,NA,1,0,1,1
"131",2006,"365.19603-354.2",6761,365.196,354.2,100,96.25,16.66667,3.75,77517.57,64715.65,83.48514,60890.06,55165.36,73305.48,90327.83,123.2211,52628.52,NA,46.08261,110.4537,239.6862,0,NA,3,40500,"Unique",365.197,2.55,"Bis(2-butoxyethyl)phthalate","C20H30O6",366.20424,"M-H",75411.52,0.06110818,"DTXSID9047174","DTXSID9047174","'117-83-9","Bis(2-butoxyethyl),phthalate","C20H30O6","CCCCOCCOC(=O)C1=CC=CC=C1C(=O)OCCOCCCC","CCCCOCCOC(=O)c1ccccc1C(=O)OCCOCCCC","bis(2-butoxyethyl) benzene-1,2-dicarboxylate","C20H30O6",366.2042,"",366.2042387,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.904986,6.204724,3,NA,NA,1,0,"nurses1",1.35672,0.3344925,4.056054,7.226e-05,1,0,"neg",0.6775230865493,643115.401519168,0,0,NA,1,0,1,1
