"","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","name_cleaned.x","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DB_name","DTXSID","name_original","SMILES_cleaned","name_cleaned.y","formula_cleaned","Molweight_cleaned","parent_id","MONOISOTOPIC_MASS","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","carcino","DF_high_N","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI"
"30","103.07505-300.3",3468,103.07505,300.3,100,100,100,0,8605.55466338924,3502.03744341231,40.6950810307566,7773.84110159193,7948.49387615077,9708.36984698871,3796.07105562495,39.1010140265967,8801.73274722959,9072.85772236263,15454.2994363499,4859.53025541161,31.4445198595128,14848.6138998402,14743.4764453017,2,10,"Multiple",103.0753556,2.96,"2-Methylbutanoicacid","C5H10O2","102.06808","M+H",9156.96225518898,168.771029143343,"DTXSID5021621","DTXSID5021621","2-Methylbutanoic,acid","CCC(C)C(=O)O","2-methylbutanoic acid","C5H10O2",102.0680796,"","102.0680796","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.788708545,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.945230926,22.53656564,5,NA,"",0,NA,"0","nurses1",-0.202215567958519,0.0470392557689952,-4.29886835267076,2.71564392396719e-05,"0","0","pos"
"31","103.07505-300.3",1534,103.07505,300.3,100,100,100,0,8605.55466338924,3502.03744341231,40.6950810307566,7773.84110159193,7948.49387615077,9708.36984698871,3796.07105562495,39.1010140265967,8801.73274722959,9072.85772236263,15454.2994363499,4859.53025541161,31.4445198595128,14848.6138998402,14743.4764453017,2,10,"Multiple",103.0753556,2.96,"Isopropylacetate","C5H10O2","102.06808","M+H",9156.96225518898,168.771029143343,"DTXSID2025478","DTXSID2025478","Isopropyl,acetate","CC(=O)OC(C)C","propan-2-yl acetate","C5H10O2",102.0680796,"","102.0680796","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.372809961,3.238514438,3,NA,"",0,NA,"0","nurses1",-0.202215567958519,0.0470392557689952,-4.29886835267076,2.71564392396719e-05,"0","0","pos"
"32","103.07505-300.3",4894,103.07505,300.3,100,100,100,0,8605.55466338924,3502.03744341231,40.6950810307566,7773.84110159193,7948.49387615077,9708.36984698871,3796.07105562495,39.1010140265967,8801.73274722959,9072.85772236263,15454.2994363499,4859.53025541161,31.4445198595128,14848.6138998402,14743.4764453017,2,10,"Multiple",103.0753556,2.96,"Pentanoicacid","C5H10O2","102.06808","M+H",9156.96225518898,168.771029143343,"DTXSID7021655","DTXSID7021655","Pentanoic,acid","CCCCC(=O)O","pentanoic acid","C5H10O2",102.0680796,"","102.0680796","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.207914513,5.124077263,6,NA,"",0,NA,"0","nurses1",-0.202215567958519,0.0470392557689952,-4.29886835267076,2.71564392396719e-05,"0","0","pos"
"33","103.07521-275.6",937,103.07521,275.6,100,100,100,0,42937.3669305075,24905.1910583049,58.0035359378534,34047.7432447139,37590.5306794007,49146.2294736098,29564.7312303743,60.1566621631671,39717.5118764604,42475.2979988621,82291.4023151033,38438.465170817,46.7101836758494,71825.4984133911,74244.0111336136,2,10,"Multiple",103.0753556,1.41,"Tetrahydrofurfurylalcohol","C5H10O2","102.06808","M+H",46041.7982020586,178.731946901726,"DTXSID1029128","DTXSID1029128","Tetrahydrofurfuryl,alcohol","OCC1CCCO1","oxolan-2-ylmethanol","C5H10O2",102.0680796,"","102.0680796","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.868391,9.365958,4,NA,"",0,NA,"0","nurses1",-0.216738687456216,0.0478319569795638,-4.53125276786851,1.0235497397659e-05,"0","0","pos"
"34","103.07521-275.6",3468,103.07521,275.6,100,100,100,0,42937.3669305075,24905.1910583049,58.0035359378534,34047.7432447139,37590.5306794007,49146.2294736098,29564.7312303743,60.1566621631671,39717.5118764604,42475.2979988621,82291.4023151033,38438.465170817,46.7101836758494,71825.4984133911,74244.0111336136,2,10,"Multiple",103.0753556,1.41,"2-Methylbutanoicacid","C5H10O2","102.06808","M+H",46041.7982020586,178.731946901726,"DTXSID5021621","DTXSID5021621","2-Methylbutanoic,acid","CCC(C)C(=O)O","2-methylbutanoic acid","C5H10O2",102.0680796,"","102.0680796","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.788708545,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.945230926,22.53656564,5,NA,"",0,NA,"0","nurses1",-0.216738687456216,0.0478319569795638,-4.53125276786851,1.0235497397659e-05,"0","0","pos"
"35","103.07521-275.6",3923,103.07521,275.6,100,100,100,0,42937.3669305075,24905.1910583049,58.0035359378534,34047.7432447139,37590.5306794007,49146.2294736098,29564.7312303743,60.1566621631671,39717.5118764604,42475.2979988621,82291.4023151033,38438.465170817,46.7101836758494,71825.4984133911,74244.0111336136,2,10,"Multiple",103.0753556,1.41,"Methylbutyrate","C5H10O2","102.06808","M+H",46041.7982020586,178.731946901726,"DTXSID5047083","DTXSID5047083","Methyl,butyrate","CCCC(=O)OC","methyl butanoate","C5H10O2",102.0680796,"","102.0680796","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.526804921,1.311352231,1,NA,"",0,NA,"0","nurses1",-0.216738687456216,0.0478319569795638,-4.53125276786851,1.0235497397659e-05,"0","0","pos"
"36","103.07521-275.6",3655,103.07521,275.6,100,100,100,0,42937.3669305075,24905.1910583049,58.0035359378534,34047.7432447139,37590.5306794007,49146.2294736098,29564.7312303743,60.1566621631671,39717.5118764604,42475.2979988621,82291.4023151033,38438.465170817,46.7101836758494,71825.4984133911,74244.0111336136,2,10,"Multiple",103.0753556,1.41,"Isovalericacid","C5H10O2","102.06808","M+H",46041.7982020586,178.731946901726,"DTXSID5029182","DTXSID5029182","Isovaleric,acid","CC(C)CC(=O)O","3-methylbutanoic acid","C5H10O2",102.0680796,"","102.0680796","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,8.416435574,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.594037914,3.099273226,1,NA,"",0,NA,"0","nurses1",-0.216738687456216,0.0478319569795638,-4.53125276786851,1.0235497397659e-05,"0","0","pos"
"37","103.07521-275.6",1534,103.07521,275.6,100,100,100,0,42937.3669305075,24905.1910583049,58.0035359378534,34047.7432447139,37590.5306794007,49146.2294736098,29564.7312303743,60.1566621631671,39717.5118764604,42475.2979988621,82291.4023151033,38438.465170817,46.7101836758494,71825.4984133911,74244.0111336136,2,10,"Multiple",103.0753556,1.41,"Isopropylacetate","C5H10O2","102.06808","M+H",46041.7982020586,178.731946901726,"DTXSID2025478","DTXSID2025478","Isopropyl,acetate","CC(=O)OC(C)C","propan-2-yl acetate","C5H10O2",102.0680796,"","102.0680796","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.372809961,3.238514438,3,NA,"",0,NA,"0","nurses1",-0.216738687456216,0.0478319569795638,-4.53125276786851,1.0235497397659e-05,"0","0","pos"
"38","103.07521-275.6",4894,103.07521,275.6,100,100,100,0,42937.3669305075,24905.1910583049,58.0035359378534,34047.7432447139,37590.5306794007,49146.2294736098,29564.7312303743,60.1566621631671,39717.5118764604,42475.2979988621,82291.4023151033,38438.465170817,46.7101836758494,71825.4984133911,74244.0111336136,2,10,"Multiple",103.0753556,1.41,"Pentanoicacid","C5H10O2","102.06808","M+H",46041.7982020586,178.731946901726,"DTXSID7021655","DTXSID7021655","Pentanoic,acid","CCCCC(=O)O","pentanoic acid","C5H10O2",102.0680796,"","102.0680796","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.207914513,5.124077263,6,NA,"",0,NA,"0","nurses1",-0.216738687456216,0.0478319569795638,-4.53125276786851,1.0235497397659e-05,"0","0","pos"
"39","104.10708-62.7",3678,104.10708,62.7,100,100,100,0,2885059.40328529,913651.670277898,31.6683833004443,2843096.58822441,2734671.93095113,3484726.64811275,1448645.56808571,41.5712827538499,3413175.10555887,3188472.94728236,43401.1243595346,14954.5402220404,34.4565732863441,36637.0842433623,41323.2964154944,3,46022.7272727273,"Unique",104.10699,0.86,"Dimepranol","C5H13NO","103.09971","M+H",3184893.02569902,1.36271843384784,"DTXSID5031210","DTXSID5031210","Dimepranol","CC(O)CN(C)C","1-(dimethylamino)propan-2-ol","C5H13NO",103.099714,"","103.099714","exposurepred","",NA,NA,NA,NA,NA,1,1.812102275,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0","nurses1",-0.24217646711882,0.0515930238546983,-4.69397699582143,5.05507347608426e-06,"0","0","pos"
"40","104.1071-67",3678,104.1071,67,100,100,100,0,4558912.86772666,1030970.27984732,22.6143887755728,4320410.35125253,4447371.97534996,5726222.50756944,1801772.8430148,31.4652956749943,5318915.32382498,5460041.49619483,54867.1485194748,17525.6318421719,31.9419403323854,46155.5135452312,52600.1133395251,3,46022.7272727273,"Unique",104.10699,1.06,"Dimepranol","C5H13NO","103.09971","M+H",5142567.68764805,1.06692127069636,"DTXSID5031210","DTXSID5031210","Dimepranol","CC(O)CN(C)C","1-(dimethylamino)propan-2-ol","C5H13NO",103.099714,"","103.099714","exposurepred","",NA,NA,NA,NA,NA,1,1.812102275,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0","nurses1",-0.298434234023332,0.0522499891406188,-5.71166116839115,4.15266777517624e-08,"0","0","pos"
"41","104.10728-70.3",3678,104.10728,70.3,100,100,100,0,4102098.11063509,987280.816064894,24.0677036345199,3963529.04218708,3969342.57549974,5395480.08015248,1890581.41429312,35.0400962696111,4868762.01002189,5092864.71027958,51097.6419527144,16839.2748685742,32.9550919084626,42903.8796595306,48859.0441211216,3,46022.7272727273,"Unique",104.10699,2.79,"Dimepranol","C5H13NO","103.09971","M+H",4748789.09539379,1.07601413594632,"DTXSID5031210","DTXSID5031210","Dimepranol","CC(O)CN(C)C","1-(dimethylamino)propan-2-ol","C5H13NO",103.099714,"","103.099714","exposurepred","",NA,NA,NA,NA,NA,1,1.812102275,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0","nurses1",-0.365659142267948,0.0569687715929953,-6.41858920322777,1.03165634830249e-09,"0","0","pos"
"42","105.06969-565.9",1412,105.06969,565.9,100,100,100,0,363579.921327081,188588.906341703,51.8700003161192,318964.66455491,317962.347024104,505290.749586851,236367.435405817,46.7785004176471,555182.994320153,438635.699114663,401714.398107134,348605.837877847,86.7795228452021,318870.332532606,305483.834217483,3,26732.6732673267,"Unique",105.0698763,1.77,"Styrene","C8H8","104.0626","M+H",434435.335456966,92.4681685214639,"DTXSID2021284","DTXSID2021284","Styrene","C=Cc1ccccc1","styrene","C8H8",104.0626003,"","104.0626003","exposurepred, MC","",NA,NA,NA,NA,NA,1,0.370548071,1,"Styrene",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,1,"0","nurses1",-0.467828795193542,0.0685895221705504,-6.82070351839262,1.12248839862304e-10,"0","0","pos"
"43","106.08579-39.5",2098,106.08579,39.5,100,100,100,0,10645.6563014902,923.327763696536,8.6732817362072,10646.3024481096,10605.5470813634,10700.5687190179,900.693273691807,8.41724675895989,10684.460787447,10662.0207778689,10558.2261961548,1144.38973911784,10.8388446871371,10724.3378648458,10500.1092125415,2,10,"Multiple",106.0862546,4.38,"Diethanolamine","C4H11NO2","105.07898","M+H",10673.112510254,98.9235912767822,"DTXSID3021932","DTXSID3021932","Diethanolamine","OCCNCCO","2-(2-hydroxyethylamino)ethanol","C4H11NO2",105.0789786,"","105.0789786","ERactive, exposurepred","",NA,NA,NA,NA,NA,1,0.45595506,NA,"",NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"44","106.08579-39.5",4352,106.08579,39.5,100,100,100,0,10645.6563014902,923.327763696536,8.6732817362072,10646.3024481096,10605.5470813634,10700.5687190179,900.693273691807,8.41724675895989,10684.460787447,10662.0207778689,10558.2261961548,1144.38973911784,10.8388446871371,10724.3378648458,10500.1092125415,2,10,"Multiple",106.0862546,4.38,"2-(2-Aminoethoxy)ethanol","C4H11NO2","105.07898","M+H",10673.112510254,98.9235912767822,"DTXSID6027341","DTXSID6027341","2-(2-Aminoethoxy)ethanol","NCCOCCO","2-(2-aminoethoxy)ethanol","C4H11NO2",105.0789786,"","105.0789786","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-6.70219,3.593529,19,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"45","106.08579-39.5",6223,106.08579,39.5,100,100,100,0,10645.6563014902,923.327763696536,8.6732817362072,10646.3024481096,10605.5470813634,10700.5687190179,900.693273691807,8.41724675895989,10684.460787447,10662.0207778689,10558.2261961548,1144.38973911784,10.8388446871371,10724.3378648458,10500.1092125415,2,10,"Multiple",106.0862546,4.38,"Ethanol22-iminobis-phosphate(salt)","C4H11NO2","105.07898","M+H",10673.112510254,98.9235912767822,"DTXSID8067521","DTXSID8067521","Ethanol,,2,2'-iminobis,-,phosphate,(salt)","OCCNCCO","2-(2-hydroxyethylamino)ethanol","C4H11NO2",105.0789786,"","105.0789786","exposurepred","",NA,NA,NA,NA,NA,1,0.582031597,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"46","106.08596-771.3",2098,106.08596,771.3,76.6666666666667,73.75,75,2.91666666666667,1090.64110291532,1486.27650869236,136.275490142402,427.515895550863,NA,555.051224274085,709.317203362185,127.793106715484,236.089708454133,NA,489.280466904434,532.297807794438,108.791959581417,307.418347286223,NA,2,10,"Multiple",106.0862546,2.78,"Diethanolamine","C4H11NO2","105.07898","M+H",822.846163594703,59.4619612452166,"DTXSID3021932","DTXSID3021932","Diethanolamine","OCCNCCO","2-(2-hydroxyethylamino)ethanol","C4H11NO2",105.0789786,"","105.0789786","ERactive, exposurepred","",NA,NA,NA,NA,NA,1,0.45595506,NA,"",NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0","nurses1",0.879326061768059,0.448901997469252,1.95883748953086,0.0515649600746627,"1","0","pos"
"47","106.08596-771.3",4352,106.08596,771.3,76.6666666666667,73.75,75,2.91666666666667,1090.64110291532,1486.27650869236,136.275490142402,427.515895550863,NA,555.051224274085,709.317203362185,127.793106715484,236.089708454133,NA,489.280466904434,532.297807794438,108.791959581417,307.418347286223,NA,2,10,"Multiple",106.0862546,2.78,"2-(2-Aminoethoxy)ethanol","C4H11NO2","105.07898","M+H",822.846163594703,59.4619612452166,"DTXSID6027341","DTXSID6027341","2-(2-Aminoethoxy)ethanol","NCCOCCO","2-(2-aminoethoxy)ethanol","C4H11NO2",105.0789786,"","105.0789786","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-6.70219,3.593529,19,NA,"",0,NA,"0","nurses1",0.879326061768059,0.448901997469252,1.95883748953086,0.0515649600746627,"1","0","pos"
"48","106.08596-771.3",6223,106.08596,771.3,76.6666666666667,73.75,75,2.91666666666667,1090.64110291532,1486.27650869236,136.275490142402,427.515895550863,NA,555.051224274085,709.317203362185,127.793106715484,236.089708454133,NA,489.280466904434,532.297807794438,108.791959581417,307.418347286223,NA,2,10,"Multiple",106.0862546,2.78,"Ethanol22-iminobis-phosphate(salt)","C4H11NO2","105.07898","M+H",822.846163594703,59.4619612452166,"DTXSID8067521","DTXSID8067521","Ethanol,,2,2'-iminobis,-,phosphate,(salt)","OCCNCCO","2-(2-hydroxyethylamino)ethanol","C4H11NO2",105.0789786,"","105.0789786","exposurepred","",NA,NA,NA,NA,NA,1,0.582031597,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0","nurses1",0.879326061768059,0.448901997469252,1.95883748953086,0.0515649600746627,"1","0","pos"
"49","107.08537-154.4",1435,107.08537,154.4,100,100,100,0,34841.7146270771,18461.8042568847,52.9876455693636,28640.2216619313,30443.6627041064,33385.9300999277,21286.1697391588,63.7579054273671,27552.5607065962,27946.6619750934,90350.4296667094,31682.8857715984,35.0666686240146,79461.7642720442,86346.8555911677,3,866.310160427808,"Multiple",107.0855263,1.46,"p-Xylene","C8H10","106.07825","M+H",34113.8223635024,264.849915391988,"DTXSID2021868","DTXSID2021868","p-Xylene","Cc1ccc(C)cc1","1,4-xylene","C8H10",106.0782503,"","106.0782503","exposurepred","",NA,NA,NA,NA,NA,1,4.789359728,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"50","107.08537-154.4",2041,107.08537,154.4,100,100,100,0,34841.7146270771,18461.8042568847,52.9876455693636,28640.2216619313,30443.6627041064,33385.9300999277,21286.1697391588,63.7579054273671,27552.5607065962,27946.6619750934,90350.4296667094,31682.8857715984,35.0666686240146,79461.7642720442,86346.8555911677,3,866.310160427808,"Multiple",107.0855263,1.46,"Ethylbenzene","C8H10","106.07825","M+H",34113.8223635024,264.849915391988,"DTXSID3020596","DTXSID3020596","Ethylbenzene","CCc1ccccc1","ethylbenzene","C8H10",106.0782503,"","106.0782503","exposurepred","",NA,NA,NA,NA,NA,1,0.72210641,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"51","107.08537-154.4",2096,107.08537,154.4,100,100,100,0,34841.7146270771,18461.8042568847,52.9876455693636,28640.2216619313,30443.6627041064,33385.9300999277,21286.1697391588,63.7579054273671,27552.5607065962,27946.6619750934,90350.4296667094,31682.8857715984,35.0666686240146,79461.7642720442,86346.8555911677,3,866.310160427808,"Multiple",107.0855263,1.46,"o-Xylene","C8H10","106.07825","M+H",34113.8223635024,264.849915391988,"DTXSID3021807","DTXSID3021807","o-Xylene","Cc1ccccc1C","1,2-xylene","C8H10",106.0782503,"","106.0782503","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.129223655,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.242415,2.050886,5,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"52","107.08537-154.4",4332,107.08537,154.4,100,100,100,0,34841.7146270771,18461.8042568847,52.9876455693636,28640.2216619313,30443.6627041064,33385.9300999277,21286.1697391588,63.7579054273671,27552.5607065962,27946.6619750934,90350.4296667094,31682.8857715984,35.0666686240146,79461.7642720442,86346.8555911677,3,866.310160427808,"Multiple",107.0855263,1.46,"m-Xylene","C8H10","106.07825","M+H",34113.8223635024,264.849915391988,"DTXSID6026298","DTXSID6026298","m-Xylene","Cc1cccc(C)c1","1,3-xylene","C8H10",106.0782503,"","106.0782503","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.333392129,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.191098424,8.900834237,4,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"53","107.08539-163",1435,107.08539,163,100,98.75,100,1.25,15667.8868468724,16945.4909075441,108.154284449193,7711.01368785891,9055.83956761024,12393.4628715892,10999.6985067673,88.7540360651179,6849.06557346452,NA,90116.2182982598,42556.356560958,47.2238597719538,84759.3536754666,79923.1695949452,3,866.310160427808,"Multiple",107.0855263,1.27,"p-Xylene","C8H10","106.07825","M+H",14030.6748592308,642.279998662873,"DTXSID2021868","DTXSID2021868","p-Xylene","Cc1ccc(C)cc1","1,4-xylene","C8H10",106.0782503,"","106.0782503","exposurepred","",NA,NA,NA,NA,NA,1,4.789359728,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0","nurses1",0.278862019574095,0.148219162207137,1.88141678458811,0.0614130112354754,"1","0","pos"
"54","107.08539-163",2041,107.08539,163,100,98.75,100,1.25,15667.8868468724,16945.4909075441,108.154284449193,7711.01368785891,9055.83956761024,12393.4628715892,10999.6985067673,88.7540360651179,6849.06557346452,NA,90116.2182982598,42556.356560958,47.2238597719538,84759.3536754666,79923.1695949452,3,866.310160427808,"Multiple",107.0855263,1.27,"Ethylbenzene","C8H10","106.07825","M+H",14030.6748592308,642.279998662873,"DTXSID3020596","DTXSID3020596","Ethylbenzene","CCc1ccccc1","ethylbenzene","C8H10",106.0782503,"","106.0782503","exposurepred","",NA,NA,NA,NA,NA,1,0.72210641,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0","nurses1",0.278862019574095,0.148219162207137,1.88141678458811,0.0614130112354754,"1","0","pos"
"55","107.08539-163",2096,107.08539,163,100,98.75,100,1.25,15667.8868468724,16945.4909075441,108.154284449193,7711.01368785891,9055.83956761024,12393.4628715892,10999.6985067673,88.7540360651179,6849.06557346452,NA,90116.2182982598,42556.356560958,47.2238597719538,84759.3536754666,79923.1695949452,3,866.310160427808,"Multiple",107.0855263,1.27,"o-Xylene","C8H10","106.07825","M+H",14030.6748592308,642.279998662873,"DTXSID3021807","DTXSID3021807","o-Xylene","Cc1ccccc1C","1,2-xylene","C8H10",106.0782503,"","106.0782503","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.129223655,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.242415,2.050886,5,NA,"",0,NA,"0","nurses1",0.278862019574095,0.148219162207137,1.88141678458811,0.0614130112354754,"1","0","pos"
"56","107.08539-163",4332,107.08539,163,100,98.75,100,1.25,15667.8868468724,16945.4909075441,108.154284449193,7711.01368785891,9055.83956761024,12393.4628715892,10999.6985067673,88.7540360651179,6849.06557346452,NA,90116.2182982598,42556.356560958,47.2238597719538,84759.3536754666,79923.1695949452,3,866.310160427808,"Multiple",107.0855263,1.27,"m-Xylene","C8H10","106.07825","M+H",14030.6748592308,642.279998662873,"DTXSID6026298","DTXSID6026298","m-Xylene","Cc1cccc(C)c1","1,3-xylene","C8H10",106.0782503,"","106.0782503","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.333392129,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.191098424,8.900834237,4,NA,"",0,NA,"0","nurses1",0.278862019574095,0.148219162207137,1.88141678458811,0.0614130112354754,"1","0","pos"
"57","107.08543-160.5",1435,107.08543,160.5,100,100,100,0,28924.9662291904,19569.6067568412,67.6564549869448,22211.8147422977,22731.7392723769,26045.7373836787,17656.8974438314,67.7918892589921,19405.989669979,20165.094261829,96055.8425886071,37406.0923933809,38.9420272471979,84757.2053340982,90594.1231904262,3,866.310160427808,"Multiple",107.0855263,0.9,"p-Xylene","C8H10","106.07825","M+H",27485.3518064345,349.480127687941,"DTXSID2021868","DTXSID2021868","p-Xylene","Cc1ccc(C)cc1","1,4-xylene","C8H10",106.0782503,"","106.0782503","exposurepred","",NA,NA,NA,NA,NA,1,4.789359728,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0","nurses1",0.136788993464359,0.0818815361218268,1.67057190110404,0.0964187647331845,"1","0","pos"
"58","107.08543-160.5",4332,107.08543,160.5,100,100,100,0,28924.9662291904,19569.6067568412,67.6564549869448,22211.8147422977,22731.7392723769,26045.7373836787,17656.8974438314,67.7918892589921,19405.989669979,20165.094261829,96055.8425886071,37406.0923933809,38.9420272471979,84757.2053340982,90594.1231904262,3,866.310160427808,"Multiple",107.0855263,0.9,"m-Xylene","C8H10","106.07825","M+H",27485.3518064345,349.480127687941,"DTXSID6026298","DTXSID6026298","m-Xylene","Cc1cccc(C)c1","1,3-xylene","C8H10",106.0782503,"","106.0782503","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.333392129,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.191098424,8.900834237,4,NA,"",0,NA,"0","nurses1",0.136788993464359,0.0818815361218268,1.67057190110404,0.0964187647331845,"1","0","pos"
"59","107.08543-160.5",2096,107.08543,160.5,100,100,100,0,28924.9662291904,19569.6067568412,67.6564549869448,22211.8147422977,22731.7392723769,26045.7373836787,17656.8974438314,67.7918892589921,19405.989669979,20165.094261829,96055.8425886071,37406.0923933809,38.9420272471979,84757.2053340982,90594.1231904262,3,866.310160427808,"Multiple",107.0855263,0.9,"o-Xylene","C8H10","106.07825","M+H",27485.3518064345,349.480127687941,"DTXSID3021807","DTXSID3021807","o-Xylene","Cc1ccccc1C","1,2-xylene","C8H10",106.0782503,"","106.0782503","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.129223655,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.242415,2.050886,5,NA,"",0,NA,"0","nurses1",0.136788993464359,0.0818815361218268,1.67057190110404,0.0964187647331845,"1","0","pos"
