"","parent_id","DB_name","is_metab","DTXSID","name_original","name_cleaned","formula","formula_cleaned","Molweight_cleaned","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin"
"88",NA,"DTXSID0021963",0,"DTXSID0021963","4-(Diethylamino)benzaldehyde,,4-(Diethylamino)benzaldehyde","4-(diethylamino)benzaldehyde","C11H15NO, C11H15NO","C11H15NO, C11H15NO","177.115364","E2Up, VBtoxcast","","","","","","","","","","","","","","1","3","","","","1","-3.643251545","4.924430304","9","",""
"89",NA,"DTXSID0021965",0,"DTXSID0021965","1,2,4-Trichlorobenzene","1,2,4-trichlorobenzene","C6H3Cl3","C6H3Cl3","179.930033","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.430038372","3.970390518","2","",""
"90",NA,"DTXSID0021969",0,"DTXSID0021969","4-Hydroxy-3-methoxybenzaldehyde","4-hydroxy-3-methoxybenzaldehyde","C8H8O3","C8H8O3","152.047344","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.346173877","6.404791328","5","",""
"91",NA,"DTXSID0022012",0,"DTXSID0022012","3-Methoxyphenol,,3-Methoxyphenol","3-methoxyphenol","C7H8O2, C7H8O2","C7H8O2, C7H8O2","124.052429","E2Up, VBtoxcast","","","","","","","","","","","","","","1","2","","","","1","-2.582733377","2.265952747","5","",""
"92",NA,"DTXSID0022018",0,"DTXSID0022018","Disulfoton","diethoxy-(2-ethylsulfanylethylsulfanyl)-sulfanylidene-lambda5-phosphane","C8H19O2PS3","C8H19O2PS3","274.028479","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.535487287","5.589435204","12","",""
"93",NA,"DTXSID0022191",0,"DTXSID0022191","Tetrahydrofurfuryl,methacrylate","oxolan-2-ylmethyl 2-methylprop-2-enoate","C9H14O3","C9H14O3","170.094294","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.834301351","1.849892954","2","",""
"94",NA,"DTXSID0022193",0,"DTXSID0022193","Benzyl,methacrylate,,Benzyl,methacrylate","benzyl 2-methylprop-2-enoate","C11H12O2, C11H12O2","C11H12O2, C11H12O2","176.08373","exposurepred, VBtoxcast","","","","","","","1","47.67365058","","","","","","","","","","","1","-1.276259843","2.205313819","1","",""
"95",NA,"DTXSID0022220",0,"DTXSID0022220","2,3,4,5-Tetrachlorophenol","2,3,4,5-tetrachlorophenol","C6H2Cl4O","C6H2Cl4O","229.885975","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.58403702","5.372535252","6","",""
"96",NA,"DTXSID0022224",0,"DTXSID0022224","5-Chloro-1,3-benzothiazole-2(3H)-thione","5-chloro-3H-1,3-benzothiazole-2-thione","C7H4ClNS2","C7H4ClNS2","200.947369","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.95161881","5.040300545","2","",""
"97",NA,"DTXSID0022301",0,"DTXSID0022301","Flucythrinate","[cyano-(3-phenoxyphenyl)methyl] (2S)-2-[4-(difluoromethoxy)phenyl]-3-methylbutanoate","C26H23F2NO4","C26H23F2NO4","451.159515","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.847367","5.519451","5","",""
"98",NA,"DTXSID0022305",0,"DTXSID0022305","4-tert-Butylstyrene","1-tert-butyl-4-ethenylbenzene","C12H16","C12H16","160.125201","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.202927297","2.90649208","1","",""
"99",NA,"DTXSID0022353",0,"DTXSID0022353","2-Chloro-4-phenylphenol","3-chloro-4-phenylphenol","C12H9ClO","C12H9ClO","204.034193","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.798331","20.98675","7","",""
"100",NA,"DTXSID00223797",0,"DTXSID00223797","DICHLOROMETHYL((PERFLUOROHEXYL)ETHYL)SILANE","dichloro-methyl-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)silane","C9H7Cl2F13Si","C9H7Cl2F13Si","459.948649","PFAS","0","","0","0","","1","","","","","","","","","","","","","","","","","",""
"101",NA,"DTXSID0022432",0,"DTXSID0022432","Chrysene","chrysene","C18H12","C18H12","228.0939","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.170924507","6.410029383","1","",""
"102",NA,"DTXSID0022436",0,"DTXSID0022436","Diphenolic,acid,,Diphenolic,acid","4,4-bis(4-hydroxyphenyl)pentanoic acid","C17H18O4, C17H18O4","C17H18O4, C17H18O4","286.120509","ERactive, VBtoxcast","","","","","","","","","","","","1","0.174","","","","","","1","-0.770813549","6.026605379","8","",""
"103",NA,"DTXSID0022480",0,"DTXSID0022480","3-Ethylphenol","3-ethylphenol","C8H10O","C8H10O","122.073165","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-6.707494138","3.548816539","1","",""
"104",NA,"DTXSID0022519",0,"DTXSID0022519","Folic,acid","(2S)-2-[[4-[(2-amino-4-oxo-3H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid","C19H19N7O6","C19H19N7O6","441.139681","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.528810038","6.617004048","8","",""
"105",NA,"DTXSID0022563",0,"DTXSID0022563","Albendazole","methyl N-(6-propylsulfanyl-1H-benzimidazol-2-yl)carbamate","C12H15N3O2S","C12H15N3O2S","265.088498","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.119280298","8.644095784","38","",""
"106",NA,"DTXSID0022569",0,"DTXSID0022569","Alfacalcidol","(1R,3S,5Z)-5-[(2E)-2-[(1R,3aS,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol","C27H44O2","C27H44O2","400.334131","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.9253753","6.806531394","4","",""
"107",NA,"DTXSID0022640",0,"DTXSID0022640","Aztreonam,,AZTREONAM","2-[[1-(2-amino-1,3-thiazol-4-yl)-2-[[(2S,3S)-2-methyl-4-oxo-1-sulfoazetidin-3-yl]amino]-2-oxoethylidene]amino]oxy-2-methylpropanoic acid","C13H17N5O8S2, C13H17N5O8S2","C13H17N5O8S2, C13H17N5O8S2","435.051855","VBtoxcast, Drug","1","","0","0","","0","","","","","","","","","","","","","1","-3.811722","2.105137","2","",""
"108",NA,"DTXSID0022644",0,"DTXSID0022644","Benactyzine","2-(diethylamino)ethyl 2-hydroxy-2,2-diphenylacetate","C20H25NO3","C20H25NO3","327.183444","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.738691601","6.902589259","1","",""
"109",NA,"DTXSID00226440",0,"DTXSID00226440","PERFLUOROHEX-1-ENE","1,1,2,3,3,4,4,5,5,6,6,6-dodecafluorohex-1-ene","C6F12","C6F12","299.980839","PFAS","0","","0","0","","1","","","","","","","","","","","","","","","","","",""
"110",NA,"DTXSID0022690",0,"DTXSID0022690","Bromperidol","4-[4-(4-bromophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one","C21H23BrFNO2","C21H23BrFNO2","419.089619","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.049011763","10.49625231","2","",""
"111",NA,"DTXSID0022692",0,"DTXSID0022692","Brotizolam","4-bromo-7-(2-chlorophenyl)-13-methyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaene","C15H10BrClN4S","C15H10BrClN4S","391.949807","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.321378163","3.998802867","3","",""
"112",NA,"DTXSID0022725",0,"DTXSID0022725","Candesartan","2-ethoxy-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]benzimidazole-4-carboxylic acid","C24H20N6O3","C24H20N6O3","440.159689","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.231013307","19.34196803","8","",""
"113",NA,"DTXSID0022727",0,"DTXSID0022727","Canthaxanthin","2,4,4-trimethyl-3-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-3,7,12,16-tetramethyl-18-(2,6,6-trimethyl-3-oxocyclohexen-1-yl)octadeca-1,3,5,7,9,11,13,15,17-nonaenyl]cyclohex-2-en-1-one","C40H52O2","C40H52O2","564.396731","exposurepred","","","","","","","1","0.306499346","","","","","","","","","","","","","","","",""
"114",NA,"DTXSID0022773",0,"DTXSID0022773","CEFTRIAXONE","(6R,7R)-7-[[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(2-methyl-5,6-dioxo-1H-1,2,4-triazin-3-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","C18H18N8O7S3","C18H18N8O7S3","554.046058","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"115",NA,"DTXSID0022777",0,"DTXSID0022777","Celecoxib,,CELECOXIB","4-[5-(4-methylphenyl)-3-(trifluoromethyl)pyrazol-1-yl]benzenesulfonamide","C17H14F3N3O2S, C17H14F3N3O2S","C17H14F3N3O2S, C17H14F3N3O2S","381.075882","VBtoxcast, Drug","1","","0","0","","0","","","","","","","","","","","","","1","-4.636047702","22.96444668","7","",""
"116",NA,"DTXSID0022800",0,"DTXSID0022800","CHLOROTHIAZIDE","6-chloro-1,1-dioxo-4H-1lambda6,2,4-benzothiadiazine-7-sulfonamide","C7H6ClN3O4S2","C7H6ClN3O4S2","294.948825","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"117",NA,"DTXSID0022808",0,"DTXSID0022808","Chlorpromazine,,CHLORPROMAZINE","3-(2-chlorophenothiazin-10-yl)-N,N-dimethylpropan-1-amine","C17H19ClN2S, C17H19ClN2S","C17H19ClN2S, C17H19ClN2S","318.095747","VBtoxcast, Drug","1","","0","0","","0","","","","","","","","","","","","","1","-0.318762009","18.54692229","1","",""
"118",NA,"DTXSID0022850",0,"DTXSID0022850","Clortermine","1-(2-chlorophenyl)-2-methylpropan-2-amine","C10H14ClN","C10H14ClN","183.081477","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.537552167","2.532284595","2","",""
"119",NA,"DTXSID0022854",0,"DTXSID0022854","Cloxazolam","10-chloro-11b-(2-chlorophenyl)-2,3,5,7-tetrahydro-[1,3]oxazolo[3,2-d][1,4]benzodiazepin-6-one","C17H14Cl2N2O2","C17H14Cl2N2O2","348.043233","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.482284838","2.506048618","5","",""
"120",NA,"DTXSID0022858",0,"DTXSID0022858","Cortisone,acetate","[2-[(8S,9S,10R,13S,14S,17R)-17-hydroxy-10,13-dimethyl-3,11-dioxo-1,2,6,7,8,9,12,14,15,16-decahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate","C23H30O6","C23H30O6","402.204239","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.207128088","5.692195666","9","",""
"121",NA,"DTXSID0022933",0,"DTXSID0022933","Digitoxin","3-[(3S,5R,8R,9S,10S,13R,14S,17R)-3-[(2R,4S,5S,6R)-5-[(2S,4S,5S,6R)-5-[(2S,4S,5S,6R)-4,5-dihydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-14-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one","C41H64O13","C41H64O13","764.434692","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.402657","5.098039","121","",""
"122",NA,"DTXSID0023030",0,"DTXSID0023030","Etizolam","7-(2-chlorophenyl)-4-ethyl-13-methyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaene","C17H15ClN4S","C17H15ClN4S","342.070595","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.88535848","3.712819646","1","",""
"123",NA,"DTXSID0023036",0,"DTXSID0023036","Etretinate","ethyl (2E,4E,6E,8E)-9-(4-methoxy-2,3,6-trimethylphenyl)-3,7-dimethylnona-2,4,6,8-tetraenoate","C23H30O3","C23H30O3","354.219495","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.243856232","10.74044934","2","",""
"124",NA,"DTXSID0023038",0,"DTXSID0023038","Famciclovir","[2-(acetyloxymethyl)-4-(2-aminopurin-9-yl)butyl] acetate","C14H19N5O4","C14H19N5O4","321.143704","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.201612357","1.221352916","1","",""
"125",NA,"DTXSID0023084",0,"DTXSID0023084","Fursultiamine","N-[(4-amino-2-methylpyrimidin-5-yl)methyl]-N-[5-hydroxy-3-(oxolan-2-ylmethyldisulfanyl)pent-2-en-2-yl]formamide","C17H26N4O3S2","C17H26N4O3S2","398.144633","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.510286","4.158386","2","",""
"126",NA,"DTXSID0023111",0,"DTXSID0023111","GRANISETRON","1-methyl-N-[(1S,5R)-9-methyl-9-azabicyclo[3.3.1]nonan-3-yl]indazole-3-carboxamide","C18H24N4O","C18H24N4O","312.195011","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"127",NA,"DTXSID0023113",0,"DTXSID0023113","2-Methoxyphenol,,2-Methoxyphenol","2-methoxyphenol","C7H8O2, C7H8O2","C7H8O2, C7H8O2","124.052429","exposurepred, VBtoxcast","","","","","","","1","2.182838193","","","","","","","","","","","1","-1.548352","4.859137","2","",""
"128",NA,"DTXSID00231231",0,"DTXSID00231231","Behentrimonium,methosulfate","-","C26H57NO4S","C26H57NO4S","-","pellizzari","","","","","","","","","","","","","","","","","","","","","","","","1"
"129",NA,"DTXSID0023163",0,"DTXSID0023163","Iopromide","1-N,3-N-bis(2,3-dihydroxypropyl)-2,4,6-triiodo-5-[(2-methoxyacetyl)amino]-3-N-methylbenzene-1,3-dicarboxamide","C18H24I3N3O8","C18H24I3N3O8","790.869759","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.7575415","3.941641","1","",""
"130",NA,"DTXSID0023169",0,"DTXSID0023169","Irbesartan","2-butyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]-1,3-diazaspiro[4.4]non-1-en-4-one","C25H28N6O","C25H28N6O","428.23246","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.167978268","3.358114755","2","",""
"131",NA,"DTXSID0023242",0,"DTXSID0023242","MECLIZINE","1-[(4-chlorophenyl)-phenylmethyl]-4-[(3-methylphenyl)methyl]piperazine","C25H27ClN2","C25H27ClN2","390.186277","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"132",NA,"DTXSID0023244",0,"DTXSID0023244","(2R,3R,4R,5S)-6-(Methylamino)hexane-1,2,3,4,5-pentol,,(2R,3R,4R,5S)-6-(Methylamino)hexane-1,2,3,4,5-pentol","(2R,3R,4R,5S)-6-(methylamino)hexane-1,2,3,4,5-pentol","C7H17NO5, C7H17NO5","C7H17NO5, C7H17NO5","195.110673","exposurepred, VBtoxcast","","","","","","","1","0.131868295","","","","","","","","","","","1","-8.15677429","2.493323629","6","",""
"133",NA,"DTXSID0023294",0,"DTXSID0023294","Methyldigoxin","3-[(3S,5R,8R,9S,10S,12R,13S,14S,17R)-12,14-dihydroxy-3-[(2R,4S,5S,6R)-4-hydroxy-5-[(2S,4S,5S,6R)-4-hydroxy-5-[(2S,4S,5S,6R)-4-hydroxy-5-methoxy-6-methyloxan-2-yl]oxy-6-methyloxan-2-yl]oxy-6-methyloxan-2-yl]oxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one","C42H66O14","C42H66O14","794.445257","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.798414127","4.160780513","27","",""
"134",NA,"DTXSID0023296",0,"DTXSID0023296","Methylene,blue,,Methylene,blue","[7-(dimethylamino)phenothiazin-3-ylidene]-dimethylazanium","C16H18N3S, C16H18ClN3S","C16H18N3S, C16H18ClN3S","284.121595","P4Up, VBtoxcast","","","","","","","","","","","","","","","","1","1","","1","-4.713223485","531.0156463","51","",""
"135",NA,"DTXSID0023298",0,"DTXSID0023298","Methylperone","1-(4-fluorophenyl)-4-(4-methylpiperidin-1-yl)butan-1-one","C16H22FNO","C16H22FNO","263.168543","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.498050256","2.536029695","1","",""
"136",NA,"DTXSID0023321",0,"DTXSID0023321","MIDODRINE","2-amino-N-[2-(2,5-dimethoxyphenyl)-2-hydroxyethyl]acetamide","C12H18N2O4","C12H18N2O4","254.126657","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"137",NA,"DTXSID0023323",0,"DTXSID0023323","Miglitol","(2R,3R,4R,5S)-1-(2-hydroxyethyl)-2-(hydroxymethyl)piperidine-3,4,5-triol","C8H17NO5","C8H17NO5","207.110673","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.1431534","2.57239","2","",""
"138",NA,"DTXSID0023325",0,"DTXSID0023325","MIRTAZAPINE","5-methyl-2,5,19-triazatetracyclo[13.4.0.02,7.08,13]nonadeca-1(15),8,10,12,16,18-hexaene","C17H19N3","C17H19N3","265.157898","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"139",NA,"DTXSID0023329",0,"DTXSID0023329","MODAFINIL","2-benzhydrylsulfinylacetamide","C15H15NO2S","C15H15NO2S","273.08235","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"140",NA,"DTXSID0023371",0,"DTXSID0023371","Nisoldipine","3-O-methyl 5-O-(2-methylpropyl) 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate","C20H24N2O6","C20H24N2O6","388.163436","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.93642269","6.672649807","7","",""
"141",NA,"DTXSID0023373",0,"DTXSID0023373","Nitrendipine","5-O-ethyl 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate","C18H20N2O6","C18H20N2O6","360.132136","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.281407202","5.050984691","8","",""
"142",NA,"DTXSID0023377",0,"DTXSID0023377","Nomifensine","2-methyl-4-phenyl-3,4-dihydro-1H-isoquinolin-8-amine","C16H18N2","C16H18N2","238.146999","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.654661872","5.086957316","3","",""
"143",NA,"DTXSID0023406",0,"DTXSID0023406","OXYBUTYNIN","4-(diethylamino)but-2-ynyl 2-cyclohexyl-2-hydroxy-2-phenylacetate","C22H31NO3","C22H31NO3","357.230394","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"144",NA,"DTXSID00234323",0,"DTXSID00234323","1-(2,2-Diethoxyethoxy)butane","1-(2,2-diethoxyethoxy)butane","C10H22O3","C10H22O3","190.156895","exposurepred","","","","","","","1","1.504948156","","","","","","","","","","","","","","","",""
"145",NA,"DTXSID0023458",0,"DTXSID0023458","Phenoxybenzamine","N-benzyl-N-(2-chloroethyl)-1-phenoxypropan-2-amine","C18H22ClNO","C18H22ClNO","303.138992","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.624368963","4.277168189","1","",""
"146",NA,"DTXSID0023537",0,"DTXSID0023537","PSEUDOEPHEDRINE","(1S,2S)-2-(methylamino)-1-phenylpropan-1-ol","C10H15NO","C10H15NO","165.115364","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"147",NA,"DTXSID0023581",0,"DTXSID0023581","Simvastatin","[(1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] 2,2-dimethylbutanoate","C25H38O5","C25H38O5","418.271924","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.903712","16.88162","67","",""
"148",NA,"DTXSID0023587",0,"DTXSID0023587","Sorbinil","(4S)-6-fluorospiro[2,3-dihydrochromene-4,5'-imidazolidine]-2',4'-dione","C11H9FN2O3","C11H9FN2O3","236.05972","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.459932","1.784111","2","",""
"149",NA,"DTXSID0023589",0,"DTXSID0023589","SOTALOL","N-[4-[1-hydroxy-2-(propan-2-ylamino)ethyl]phenyl]methanesulfonamide","C12H20N2O3S","C12H20N2O3S","272.119463","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"150",NA,"DTXSID0023616",0,"DTXSID0023616","Sulfamethomidine","4-amino-N-(6-methoxy-2-methylpyrimidin-4-yl)benzenesulfonamide","C12H14N4O3S","C12H14N4O3S","294.078661","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.044510346","4.293036347","3","",""
"151",NA,"DTXSID0023745",0,"DTXSID0023745","D-Xylose","(3R,4S,5R)-oxane-2,3,4,5-tetrol","C5H10O5","C5H10O5","150.052823","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.619710973","1.57474024","1","",""
"152",NA,"DTXSID0023747",0,"DTXSID0023747","2',3'-Dideoxycytidine","4-amino-1-[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one","C9H13N3O3","C9H13N3O3","211.095691","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.049705","3.839684","1","",""
"153",NA,"DTXSID0023826",0,"DTXSID0023826","Isophorone,diisocyanate","5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane","C12H18N2O2","C12H18N2O2","222.136828","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.161208857","5.53985874","4","",""
"154",NA,"DTXSID00238427",0,"DTXSID00238427","N-(4,5-Dihydro-1H-imidazol-2-yl)-5-methylquinoxalin-6-amine","N-(4,5-dihydro-1H-imidazol-2-yl)-5-methylquinoxalin-6-amine","C12H13N5","C12H13N5","227.117095","exposurepred","","","","","","","1","0.127510456","","","","","","","","","","","","","","","",""
"155",NA,"DTXSID0023878",0,"DTXSID0023878","Anthracene,,Anthracene","anthracene","C14H10, C14H10","C14H10, C14H10","178.07825","E2Up, VBtoxcast","","","","","","","","","","","","","","1","3","","","","1","-2.715615972","10.14364925","5","",""
"156",NA,"DTXSID0023901",0,"DTXSID0023901","Bentazone","2,2-dioxo-3-propan-2-yl-1H-2lambda6,1,3-benzothiadiazin-4-one","C10H12N2O3S","C10H12N2O3S","240.056863","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.52958046","4.87082754","10","",""
"157",NA,"DTXSID0023907",0,"DTXSID0023907","Benzo(b)fluoranthene","pentacyclo[10.7.1.02,7.08,20.013,18]icosa-1(19),2(7),3,5,8(20),9,11,13,15,17-decaene","C20H12","C20H12","252.0939","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.894625881","124.5474825","30","",""
"158",NA,"DTXSID0023909",0,"DTXSID0023909","Benzo(k)fluoranthene","benzo[k]fluoranthene","C20H12","C20H12","252.0939","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.843048957","94.33007606","31","",""
"159",NA,"DTXSID0023951",0,"DTXSID0023951","Carboxin,,Carboxin","6-methyl-N-phenyl-2,3-dihydro-1,4-oxathiine-5-carboxamide","C12H13NO2S, C12H13NO2S","C12H13NO2S, C12H13NO2S","235.0667","E2Up, VBtoxcast","","","","","","","","","","","","","","1","2","","","","1","-4.295547219","7.879595494","11","",""
"160",NA,"DTXSID0024000",0,"DTXSID0024000","Chlorthal-dimethyl,,Chlorthal-dimethyl","dimethyl 2,3,5,6-tetrachlorobenzene-1,4-dicarboxylate","C10H6Cl4O4, C10H6Cl4O4","C10H6Cl4O4, C10H6Cl4O4","329.902019","E2Up, VBtoxcast","","","","","","","","","","","","","","1","2","","","","1","-1.908518198","16.59785584","5","",""
