,featureid,ID,mz,time,DF_n,DF_ow,DF_blank,DF_diff,mean_N,sd_N,cv_N,median_N,gMean_N,mean_OW,sd_OW,cv_OW,median_OW,gMean_OW,SD_N/SD_OW,cv_N/cv_OW,mean_FB,sd_FB,cv_FB,median_FB,gMean_FB,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,Formula,MonoisotopicMass,Adduct,mean_N_OW,percent_FB,DF_high_N,parent_id,DB_name,name_original,fragment?,SMILES_cleaned,name_cleaned,formula_cleaned,Molweight_cleaned,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,phthalate,carcino,term,estimate,std.error,statistic,p.value,higher_intensity_N,metabolite,ESI,BC-relevant,">2XFB, higher N_Int, higher N df"
34,473.34934-1003.7,7504,473.34934,1003.7,100,100,91.66666667,0,107732.6583,246604.0597,228.9037174,21560.47235,33257.70431,107124.2685,419849.6464,391.927667,16961.29027,23046.15098,0.58736279,0.584045824,2838.438702,3074.46061,108.3152019,1633.428315,NA,3,26470.58824,Unique,473.3483779,2.03,C26H50O7,474.35565,M-H,107428.4634,2.642166342,0,DTXSID3025833,DTXSID3025833-BTMR0233,Pentabromotoluene,1,Cc1c(Br)c(Br)c(Br)c(Br)c1Br,"1,2,3,4,5-pentabromo-6-methylbenzene",C7H3Br5,481.615161,pellizzari,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,nurses1,0.539138829,0.259901369,2.074397809,0.039362328,1,1,neg,0,1
35,562.25002-535.9,7510,562.25002,535.9,72.5,72.5,0,0,4235.071124,5626.761933,132.8610965,2883.937022,NA,6669.365145,8162.962287,122.3948923,2733.151333,NA,0.689303924,1.085511773,0,0,NA,0,NA,3,42519.68504,Unique,562.2446411,9.57,C32H37NO8,563.25192,M-H,5452.218135,0,0,DTXSID3032416,DTXSID3032416-BTMR0214,Cybutryne,1,CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,"2-N-tert-butyl-4-N-cyclopropyl-6-methylsulfanyl-1,3,5-triazine-2,4-diamine",C11H19N5S,253.136117,"E2Up, VBtoxcast",,,,,,,,,,,,,,1,1,,,,1,-3.92900244,6.001327863,11,,,0,0,NA,NA,NA,NA,NA,0,1,neg,1,
36,399.13161-227.7,7513,399.13161,227.7,11.66666667,22.5,0,-10.83333333,174.010041,955.8495927,549.3071474,0,NA,618.2225776,1455.443944,235.4239391,0,NA,0.656740918,2.333268017,0,0,NA,0,NA,2,10,Multiple,399.1310084,1.51,C19H20N4O6,400.13828,M-H,396.1163093,0,0,DTXSID3032626,DTXSID3032626-BTMR0214,Methiocarb,1,CNC(=O)Oc1cc(C)c(SC)c(C)c1,"(3,5-dimethyl-4-methylsulfanylphenyl) N-methylcarbamate",C11H15NO2S,225.08235,"E2Up, VBtoxcast",,,,,,,,,,,,,,1,1,,,,1,-1.090212284,12.98068028,4,,,0,0,nurses1,-1.316635358,0.518350707,-2.540047387,0.011867315,0,1,neg,1,
37,399.1303-330.4,7513,399.1303,330.4,63.33333333,53.75,0,9.583333333,2020.483743,3768.108181,186.4953477,414.6053231,NA,709.6196051,1399.647564,197.239134,100.0040836,NA,2.692183575,0.945529135,0,0,NA,0,NA,2,10,Multiple,399.1310084,1.77,C19H20N4O6,400.13828,M-H,1365.051674,0,0,DTXSID3032626,DTXSID3032626-BTMR0214,Methiocarb,1,CNC(=O)Oc1cc(C)c(SC)c(C)c1,"(3,5-dimethyl-4-methylsulfanylphenyl) N-methylcarbamate",C11H15NO2S,225.08235,"E2Up, VBtoxcast",,,,,,,,,,,,,,1,1,,,,1,-1.090212284,12.98068028,4,,,0,0,nurses1,1.850959266,0.659941761,2.804731229,0.005548368,1,1,neg,1,1
38,322.98093-219.1,7518,322.98093,219.1,94.16666667,88.75,50,5.416666667,3206.404739,3161.35483,98.59500244,2469.829407,NA,3456.308269,3805.527839,110.1038317,1768.410608,NA,0.830727028,0.895472945,1477.301415,2182.271879,147.7201508,157.3919643,NA,2,10,Multiple,322.9829659,6.3,C6H7F7O5S,323.99024,M-H,3331.356504,44.34534142,0,DTXSID3037044,DTXSID3037044-BTMR0166,AMOXICILLIN,,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,"(2S,5R,6R)-6-[[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",C16H19N3O5S,365.104542,Drug,1,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,1,neg,0,
39,322.98093-219.1,7519,322.98093,219.1,94.16666667,88.75,50,5.416666667,3206.404739,3161.35483,98.59500244,2469.829407,NA,3456.308269,3805.527839,110.1038317,1768.410608,NA,0.830727028,0.895472945,1477.301415,2182.271879,147.7201508,157.3919643,NA,2,10,Multiple,322.9829659,6.3,C6H7F7O5S,323.99024,M-H,3331.356504,44.34534142,0,DTXSID3037044,DTXSID3037044-BTMR0167,AMOXICILLIN,,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,"(2S,5R,6R)-6-[[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",C16H19N3O5S,365.104542,Drug,1,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,1,neg,0,
40,322.98371-57.1,7519,322.98371,57.1,99.16666667,100,100,-0.833333333,3722.290408,3072.645351,82.54716895,2659.234399,NA,4595.58287,3533.001904,76.87821119,2999.903981,3185.048375,0.869698187,1.07373946,3441.719589,3360.387371,97.63687261,2256.223741,2301.664568,2,10,Multiple,322.9829659,2.3,C6H7F7O5S,323.99024,M-H,4158.936639,82.7547974,0,DTXSID3037044,DTXSID3037044-BTMR0167,AMOXICILLIN,,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,"(2S,5R,6R)-6-[[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",C16H19N3O5S,365.104542,Drug,1,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,nurses1,-0.4567625,0.147323144,-3.100412382,0.002220212,0,1,neg,0,
41,322.98371-57.1,7518,322.98371,57.1,99.16666667,100,100,-0.833333333,3722.290408,3072.645351,82.54716895,2659.234399,NA,4595.58287,3533.001904,76.87821119,2999.903981,3185.048375,0.869698187,1.07373946,3441.719589,3360.387371,97.63687261,2256.223741,2301.664568,2,10,Multiple,322.9829659,2.3,C6H7F7O5S,323.99024,M-H,4158.936639,82.7547974,0,DTXSID3037044,DTXSID3037044-BTMR0166,AMOXICILLIN,,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,"(2S,5R,6R)-6-[[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",C16H19N3O5S,365.104542,Drug,1,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,nurses1,-0.4567625,0.147323144,-3.100412382,0.002220212,0,1,neg,0,
42,322.98551-296,7518,322.98551,296,83.33333333,86.25,100,-2.916666667,3503.442087,6869.666851,196.0833569,842.0664262,NA,10465.79208,28489.04286,272.2110534,1644.396192,NA,0.241133649,0.720335763,2601.952079,2890.382924,111.0851713,1230.890783,990.9884207,2,10,Multiple,322.9829659,7.88,C6H7F7O5S,323.99024,M-H,6984.617083,37.25260882,0,DTXSID3037044,DTXSID3037044-BTMR0166,AMOXICILLIN,,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,"(2S,5R,6R)-6-[[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",C16H19N3O5S,365.104542,Drug,1,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,1,neg,0,
43,322.98551-296,7519,322.98551,296,83.33333333,86.25,100,-2.916666667,3503.442087,6869.666851,196.0833569,842.0664262,NA,10465.79208,28489.04286,272.2110534,1644.396192,NA,0.241133649,0.720335763,2601.952079,2890.382924,111.0851713,1230.890783,990.9884207,2,10,Multiple,322.9829659,7.88,C6H7F7O5S,323.99024,M-H,6984.617083,37.25260882,0,DTXSID3037044,DTXSID3037044-BTMR0167,AMOXICILLIN,,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,"(2S,5R,6R)-6-[[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",C16H19N3O5S,365.104542,Drug,1,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,1,neg,0,
44,326.12385-135.6,7525,326.12385,135.6,97.5,96.25,0,1.25,64824.24242,81350.64207,125.4941655,39489.23576,NA,73113.06861,82286.29238,112.5466267,56558.10162,NA,0.98862933,1.115041554,0,0,NA,0,NA,3,26470.58824,Unique,326.124526,2.07,C15H21NO7,327.1318,M-H,68968.65552,0,0,DTXSID30378880,DTXSID30378880-BTMR0224,"2,2-DIFLUOROETHYL,TRIFLATE",?,O=S(=O)(OCC(F)F)C(F)(F)F,"2,2-difluoroethyl trifluoromethanesulfonate",C3H3F5O3S,213.972306,PFAS,0,,0,0,,1,,,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,1,neg,0,
45,327.13426-502,7526,327.13426,502,82.5,71.25,0,11.25,3425.486982,5022.001088,146.6069237,2416.813379,NA,4671.789936,9930.749503,212.5684082,643.7974524,NA,0.505702121,0.689692909,0,0,NA,0,NA,2,10,Unique,327.132351,5.84,C15H22NO7,328.13963,M-H,4048.638459,0,1,DTXSID30379357,DTXSID30379357-BTMR0165,3(PERFLUORO-2-BUTYL)PROPANOL,1,OCCCC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"4,5,5,6,6,6-hexafluoro-4-(trifluoromethyl)hexan-1-ol",C7H7F9O,278.035319,PFAS,0,,0,0,,1,,,,,,,,,,,,,,,,,,,0,0,nurses1,1.406323606,0.409062777,3.43791634,0.000717318,1,1,neg,0,1
46,327.13484-602.8,7526,327.13484,602.8,76.66666667,81.25,0,-4.583333333,5431.303172,5749.707181,105.862387,4032.854407,NA,4383.477359,4986.170894,113.7492106,3090.290646,NA,1.15313079,0.930664805,0,0,NA,0,NA,2,10,Unique,327.132351,7.61,C15H22NO7,328.13963,M-H,4907.390265,0,0,DTXSID30379357,DTXSID30379357-BTMR0165,3(PERFLUORO-2-BUTYL)PROPANOL,?,OCCCC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"4,5,5,6,6,6-hexafluoro-4-(trifluoromethyl)hexan-1-ol",C7H7F9O,278.035319,PFAS,0,,0,0,,1,,,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,1,neg,0,
47,229.05412-384.6,7528,229.05412,384.6,100,100,91.66666667,0,1545862.318,2105691.154,136.2146634,450696.7207,472406.8786,1959358.663,2833047.543,144.5905539,503049.2763,590393.5599,0.743260084,0.942071662,3306.618664,3654.324013,110.5154354,2328.445376,NA,3,54000,Multiple,229.0540039,0.51,C10H14O4S,230.06128,M-H,1752610.491,0.1886682,0,DTXSID30382048,DTXSID30382048-BTMR0165,"3-(PERFLUORO-1-PROPYL)-1,2-PROPANEDIOL",?,OCC(O)CC(F)(F)C(F)(F)C(F)(F)F,"4,4,5,5,6,6,6-heptafluorohexane-1,2-diol",C6H7F7O2,244.033427,PFAS,0,,0,0,,1,,,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,1,neg,0,
48,463.23235-595.5,7559,463.23235,595.5,93.33333333,92.5,75,0.833333333,7889.87424,8871.985817,112.4477469,4295.960016,NA,5054.245463,4672.525991,92.44754782,3812.960069,NA,1.898755798,1.216341045,962.4658456,776.9174899,80.72156466,1049.594528,NA,2,10,Multiple,463.2337421,3.01,C25H36O8,464.24102,M-H,6472.059852,14.87109,0,DTXSID30858955,DTXSID30858955-BTMR0502,MANNITOL,,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol",C6H14O6,182.079038,Drug,1,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,1,neg,0,
49,463.23231-452.5,7559,463.23231,452.5,74.16666667,70,0,4.166666667,2005.134725,2366.750457,118.0344855,606.6234917,NA,1171.177956,1423.342973,121.5308883,574.8801729,NA,1.662811073,0.971230336,0,0,NA,0,NA,2,10,Multiple,463.2337421,3.09,C25H36O8,464.24102,M-H,1588.15634,0,0,DTXSID30858955,DTXSID30858955-BTMR0502,MANNITOL,,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol",C6H14O6,182.079038,Drug,1,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,nurses1,0.919461038,0.418958899,2.194633028,0.029377126,1,1,neg,0,1
50,367.1585-445.8,7560,367.1585,445.8,100,100,33.33333333,0,5281756.173,3100884.658,58.70934888,4619700.295,4429927.224,5098192.496,2944952.13,57.76463192,5258010.86,3964373.93,1.052949088,1.016354591,1663.889871,3046.832504,183.115034,0,NA,3,54000,Unique,367.158469,0.08,C19H28O5S,368.16574,M-H,5189974.334,0.032059694,0,DTXSID30869884,DTXSID30869884-BTMR0224,"2H,3H-DECAFLUOROPENTANE",?,FC(C(F)C(F)(F)C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,4,5,5,5-decafluoropentane",C5H2F10,251.999682,PFAS,0,,0,0,,1,,,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,1,neg,0,
51,417.15443-556.9,7580,417.15443,556.9,100,100,100,0,103123.0013,107420.9023,104.1677424,56582.71142,50403.10767,74422.41472,83817.6656,112.624222,47593.4738,42110.07343,1.281602172,0.924914202,47722.53618,23307.92795,48.84050559,51918.77512,42134.54682,2,10,Unique,417.1554918,2.55,C22H26O8,418.16277,M-H,88772.70799,53.75811695,0,DTXSID4020957,DTXSID4020957-BTMR1242,"2-Nitro-1,4-phenylenediamine",,Nc1ccc(N)c([N+](=O)[O-])c1,"2-nitrobenzene-1,4-diamine",C6H7N3O2,153.053826,"VBtoxcast, pellizzari",,,,,,,,,,,,,,,,,,,1,-3.8599991,6.836896849,11,,1,0,0,NA,NA,NA,NA,NA,0,1,neg,0,
52,417.15654-595.7,7580,417.15654,595.7,100,98.75,100,1.25,42393.91949,21986.94054,51.86342949,39014.60919,37033.19982,33560.60295,29578.21619,88.13374488,30136.08806,NA,0.743349105,0.588462791,52067.55337,21592.38023,41.4699344,52498.52383,48161.32258,2,10,Unique,417.1554918,2.51,C22H26O8,418.16277,M-H,37977.26122,137.1019176,0,DTXSID4020957,DTXSID4020957-BTMR1242,"2-Nitro-1,4-phenylenediamine",,Nc1ccc(N)c([N+](=O)[O-])c1,"2-nitrobenzene-1,4-diamine",C6H7N3O2,153.053826,"VBtoxcast, pellizzari",,,,,,,,,,,,,,,,,,,1,-3.8599991,6.836896849,11,,1,0,0,nurses1,0.752275156,0.196414182,3.830045006,0.000172891,1,1,neg,0,
53,259.0277-307.5,7586,259.0277,307.5,100,100,91.66666667,0,75634.84479,106559.1596,140.8863334,30617.64115,35212.95412,204674.9856,453880.8861,221.7568917,37406.85778,51436.60887,0.234773402,0.63531885,711.6392466,603.7589208,84.84058794,439.0107225,NA,3,23142.85714,Unique,259.0281831,1.87,C10H12O6S,260.03546,M-H,140154.9152,0.507751901,0,DTXSID4021478,DTXSID4021478-BTMR0163,Lynestrenol,,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,"(8R,9S,10R,13S,14S,17S)-17-ethynyl-13-methyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-17-ol",C20H28O,284.214016,"VBtoxcast, MC",,,,,,,,,1,,,,,,,,,,1,-5.226565853,30.33827633,39,,,0,1,nurses1,-0.51085476,0.278493738,-1.834349181,0.068133891,0,1,neg,1,
54,307.02762-350,7616,307.02762,350,94.16666667,90,0,4.166666667,90442.16561,223194.0863,246.7810062,23861.58382,NA,36192.83271,63022.12147,174.1287342,17548.33833,NA,3.541519726,1.417233103,0,0,NA,0,NA,3,23893.80531,Multiple,307.028183,1.83,C14H12O6S,308.03546,M-H,63317.49916,0,0,DTXSID4027319,DTXSID4027319-BTMR0171,"2,6-Toluenediamine",1,Cc1c(N)cccc1N,"2-methylbenzene-1,3-diamine",C7H10N2,122.084398,"VBtoxcast, pellizzari",,,,,,,,,,,,,,,,,,,1,-2.544044,4.600166,1,,1,0,0,nurses1,1.193895998,0.434187826,2.749722415,0.006528479,1,1,neg,0,1
55,293.01213-354.7,7655,293.01213,354.7,83.33333333,73.75,0,9.583333333,17851.70877,47851.22455,268.048427,3212.252627,NA,4946.309,14730.27202,297.8033119,1242.435816,NA,3.248495648,0.900085447,0,0,NA,0,NA,3,25000,Unique,293.012533,1.38,C13H10O6S,294.01981,M-H,11399.00889,0,0,DTXSID4042096,DTXSID4042096-BTMR0502,L-Glucitol,?,OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO,"(2R,3S,4S,5S)-hexane-1,2,3,4,5,6-hexol",C6H14O6,182.079038,"ERactive, exposurepred, VBtoxcast",,,,,,,1,0.330336534,,,,1,7.22E-05,,,,,,1,-2.483363,5.51642,2,,,0,0,nurses1,2.14500417,0.611835544,3.505850864,0.000565325,1,1,neg,1,1
56,444.08287-74.2,7656,444.08287,74.2,100,100,0,0,19310.46611,7950.946282,41.17428465,19405.80392,17300.30808,19303.39421,7445.899499,38.57300649,19151.6699,17673.34129,1.067828848,1.067437786,0,0,NA,0,NA,3,15619.83471,Unique,444.0847256,4.18,C13H24N3O10PS,445.092,M-H,19306.93016,0,0,DTXSID40432760,DTXSID40432760-BTMR0166,"Secoisolariciresinol,diglucoside",,COc1cc(C[C@@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)Cc2ccc(O)c(OC)c2)ccc1O,"(2R,3R,4S,5S,6R)-2-[(2R,3R)-2,3-bis[(4-hydroxy-3-methoxyphenyl)methyl]-4-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybutoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",C32H46O16,686.278585,MGDev,,,,,,,,,,,1,,,,,,,,,,,,,,0,1,NA,NA,NA,NA,NA,0,1,neg,1,
57,325.03801-340.3,7669,325.03801,340.3,78.33333333,80,83.33333333,-1.666666667,5289.564998,10604.77337,200.4847917,1815.869701,NA,6260.722661,15099.69278,241.1813077,1470.602926,NA,0.702317161,0.831261733,705.6657411,696.6332774,98.7200082,514.6253653,NA,2,10,Unique,325.0352178,8.59,C9H11F5O7,326.04249,M-H,5775.14383,12.21901587,0,DTXSID4048729-BTMR0501__DTXSID7022910,DTXSID4048729-BTMR0501__DTXSID7022910-BTMR0501,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,neg,#VALUE!,
58,325.03561-146.7,7669,325.03561,146.7,80.83333333,82.5,0,-1.666666667,9120.441437,15814.5613,173.3968845,3782.540159,NA,9797.41047,11130.27481,113.6042513,7363.387948,NA,1.420859914,1.526323906,0,0,NA,0,NA,2,10,Unique,325.0352178,1.21,C9H11F5O7,326.04249,M-H,9458.925953,0,0,DTXSID4048729-BTMR0501__DTXSID7022910,DTXSID4048729-BTMR0501__DTXSID7022910-BTMR0501,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nurses1,-0.952270831,0.558888038,-1.703866903,0.090007122,0,1,neg,#VALUE!,
59,381.15467-209.1,7702,381.15467,209.1,55.83333333,58.75,0,-2.916666667,6381.954657,16145.98785,252.9943993,112.0273856,NA,11400.23794,49017.82646,429.9719594,304.9181699,NA,0.329390122,0.588397438,0,0,NA,0,NA,3,25961.53846,Unique,381.1554918,2.16,C19H26O8,382.16277,M-H,8891.0963,0,0,DTXSID5020106,DTXSID5020106-BTMR0501,"L-Ascorbic,acid",,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,"(2R)-2-[(1S)-1,2-dihydroxyethyl]-3,4-dihydroxy-2H-furan-5-one",C6H8O6,176.032088,ERactive,,,,,,,,,,,,1,0,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,1,neg,1,
60,477.17703-422.7,7723,477.17703,422.7,56.66666667,53.75,83.33333333,2.916666667,1127.238186,2198.556332,195.0391993,167.4293082,NA,1091.144656,2402.058477,220.1411576,110.4471826,NA,0.915280104,0.885973352,8176.850224,7403.719354,90.5448816,4924.94965,NA,2,10,Multiple,477.1766212,0.86,C24H30O10,478.1839,M-H,1109.191421,737.190179,0,DTXSID5021255,DTXSID5021255-BTMR0502,Albuterol,,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol,C13H21NO3,239.152144,"VBtoxcast, Drug",1,,0,0,,0,,,,,,,,,,,,,1,-3.367727342,3.945864786,6,,,0,0,NA,NA,NA,NA,NA,0,1,neg,0,
61,349.00156-314.9,7721,349.00156,314.9,62.5,72.5,0,-10,13872.76982,53418.96479,385.0634405,220.2309735,NA,23434.71062,47699.4361,203.5418182,1887.947433,NA,1.119907679,1.89181488,0,0,NA,0,NA,3,23592.23301,Unique,349.0023623,2.3,C15H10O8S,350.00964,M-H,18653.74022,0,0,DTXSID5021255,DTXSID5021255-BTMR0197,Albuterol,?,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol,C13H21NO3,239.152144,"VBtoxcast, Drug",1,,0,0,,0,,,,,,,,,,,,,1,-3.367727342,3.945864786,6,,,0,0,nurses1,-2.427548587,0.845845341,-2.869967441,0.004560514,0,1,neg,0,
62,477.17703-422.7,7722,477.17703,422.7,56.66666667,53.75,83.33333333,2.916666667,1127.238186,2198.556332,195.0391993,167.4293082,NA,1091.144656,2402.058477,220.1411576,110.4471826,NA,0.915280104,0.885973352,8176.850224,7403.719354,90.5448816,4924.94965,NA,2,10,Multiple,477.1766212,0.86,C24H30O10,478.1839,M-H,1109.191421,737.190179,0,DTXSID5021255,DTXSID5021255-BTMR0501,Albuterol,,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol,C13H21NO3,239.152144,"VBtoxcast, Drug",1,,0,0,,0,,,,,,,,,,,,,1,-3.367727342,3.945864786,6,,,0,0,NA,NA,NA,NA,NA,0,1,neg,0,
63,477.17563-596,7723,477.17563,596,98.33333333,88.75,100,9.583333333,33264.86827,37963.27662,114.1242356,4794.494097,NA,28197.64174,33898.5189,120.2175672,7857.808163,NA,1.119909596,0.949314133,9154.242654,4206.17799,45.94785335,8093.825618,8258.18441,2,10,Multiple,477.1766212,2.08,C24H30O10,478.1839,M-H,30731.25501,29.78805341,0,DTXSID5021255,DTXSID5021255-BTMR0502,Albuterol,?,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol,C13H21NO3,239.152144,"VBtoxcast, Drug",1,,0,0,,0,,,,,,,,,,,,,1,-3.367727342,3.945864786,6,,,0,0,nurses1,0.944646973,0.327768955,2.882051387,0.004396206,1,1,neg,0,1
64,477.17563-596,7722,477.17563,596,98.33333333,88.75,100,9.583333333,33264.86827,37963.27662,114.1242356,4794.494097,NA,28197.64174,33898.5189,120.2175672,7857.808163,NA,1.119909596,0.949314133,9154.242654,4206.17799,45.94785335,8093.825618,8258.18441,2,10,Multiple,477.1766212,2.08,C24H30O10,478.1839,M-H,30731.25501,29.78805341,0,DTXSID5021255,DTXSID5021255-BTMR0501,Albuterol,?,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol,C13H21NO3,239.152144,"VBtoxcast, Drug",1,,0,0,,0,,,,,,,,,,,,,1,-3.367727342,3.945864786,6,,,0,0,nurses1,0.944646973,0.327768955,2.882051387,0.004396206,1,1,neg,0,1
65,315.15727-652.5,7726,315.15727,652.5,100,100,41.66666667,0,14710.61569,9661.926237,65.67995819,12315.91974,11675.07117,9983.259605,10748.215,107.662381,5988.374623,6806.601301,0.898933101,0.610054854,324.1974307,639.5209959,197.2628206,0,NA,2,10,Multiple,315.160183,9.24,C19H24O4,316.16746,M-H,12346.93765,2.625731496,0,DTXSID5021386,DTXSID5021386-BTMR0237,"2,4,6-Trichlorophenol",1,Oc1c(Cl)cc(Cl)cc1Cl,"2,4,6-trichlorophenol",C6H3Cl3O,195.924948,"E2Up, P4Up, VBtoxcast",,,,,,,,,,,,,,1,1,1,3,,1,-0.5468306,5.302247,3,,,0,0,nurses1,0.795471776,0.143761634,5.533268894,1.01E-07,1,1,neg,2,1
66,315.15914-452.3,7725,315.15914,452.3,100,100,41.66666667,0,12121.86754,5560.080941,45.86818756,11854.66406,10862.281,12750.12878,8516.340105,66.79414973,10140.01888,10833.18634,0.652872111,0.686709656,1289.217647,2581.558698,200.2422714,0,NA,2,10,Multiple,315.160183,3.31,C19H24O4,316.16746,M-H,12435.99816,10.36682082,0,DTXSID5021386,DTXSID5021386-BTMR0235,"2,4,6-Trichlorophenol",,Oc1c(Cl)cc(Cl)cc1Cl,"2,4,6-trichlorophenol",C6H3Cl3O,195.924948,"E2Up, P4Up, VBtoxcast",,,,,,,,,,,,,,1,1,1,3,,1,-0.5468306,5.302247,3,,,0,0,NA,NA,NA,NA,NA,0,1,neg,2,
