"","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","Name","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DB_name","DTXSID","CASRN","name_original","formula_original","SMILES_original","SMILES_cleaned","name_cleaned","formula_cleaned","Molweight_cleaned","parent_id","MONOISOTOPIC_MASS","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","DF_high_N","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI"
"30","115.07644-159.7",4563,115.07644,159.7,100,100,100,0,45754.0638586511,44272.9225665908,96.7628202455721,24612.3655196647,32133.2525922491,89515.4942158265,374051.378425791,417.862160849979,23600.0606377637,27141.8329688801,34465.6588320963,27395.6063537388,79.4866753808474,21667.5787558094,27655.2158374355,2,10,"Multiple",115.0764536,0.12,"4-(Ethenyloxy)butan-1-ol","C6H12O2","116.08373","M-H",67634.7790372388,50.9584851502509,"DTXSID6044854","DTXSID6044854","'17832-28-9","4-(Ethenyloxy)butan-1-ol","C6H12O2","OCCCCOC=C","C=COCCCCO","4-ethenoxybutan-1-ol","C6H12O2",116.0837296,"","116.0837296","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.733764259,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.463966316,2.484960824,3,NA,"",0,"0","nurses1",0.264300068080441,0.133227711258687,1.98382202608924,0.0486858861771594,"1","0","neg"
"31","115.07644-159.7",4807,115.07644,159.7,100,100,100,0,45754.0638586511,44272.9225665908,96.7628202455721,24612.3655196647,32133.2525922491,89515.4942158265,374051.378425791,417.862160849979,23600.0606377637,27141.8329688801,34465.6588320963,27395.6063537388,79.4866753808474,21667.5787558094,27655.2158374355,2,10,"Multiple",115.0764536,0.12,"Sodium2-ethylbutyrate","C6H12O2","116.08373","M-H",67634.7790372388,50.9584851502509,"DTXSID70179272","DTXSID70179272","'2452-14-4","Sodium,2-ethylbutyrate","C6H12O2","[Na+].CCC(CC)C([O-])=O","CCC(CC)C(=O)O","2-ethylbutanoic acid","C6H12O2",116.0837296,"","116.0837296","exposurepred","",NA,NA,NA,NA,NA,1,1.12979249,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"0","nurses1",0.264300068080441,0.133227711258687,1.98382202608924,0.0486858861771594,"1","0","neg"
"32","115.07644-159.7",2101,115.07644,159.7,100,100,100,0,45754.0638586511,44272.9225665908,96.7628202455721,24612.3655196647,32133.2525922491,89515.4942158265,374051.378425791,417.862160849979,23600.0606377637,27141.8329688801,34465.6588320963,27395.6063537388,79.4866753808474,21667.5787558094,27655.2158374355,2,10,"Multiple",115.0764536,0.12,"Butylacetate","C6H12O2","116.08373","M-H",67634.7790372388,50.9584851502509,"DTXSID3021982","DTXSID3021982","'123-86-4","Butyl,acetate","C6H12O2","CCCCOC(C)=O","CCCCOC(C)=O","butyl acetate","C6H12O2",116.0837296,"","116.0837296","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.512582186,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.966341109,4.732725755,5,NA,"",0,"0","nurses1",0.264300068080441,0.133227711258687,1.98382202608924,0.0486858861771594,"1","0","neg"
"33","115.07644-159.7",4893,115.07644,159.7,100,100,100,0,45754.0638586511,44272.9225665908,96.7628202455721,24612.3655196647,32133.2525922491,89515.4942158265,374051.378425791,417.862160849979,23600.0606377637,27141.8329688801,34465.6588320963,27395.6063537388,79.4866753808474,21667.5787558094,27655.2158374355,2,10,"Multiple",115.0764536,0.12,"Hexanoicacid","C6H12O2","116.08373","M-H",67634.7790372388,50.9584851502509,"DTXSID7021607","DTXSID7021607","'142-62-1","Hexanoic,acid","C6H12O2","CCCCCC(O)=O","CCCCCC(=O)O","hexanoic acid","C6H12O2",116.0837296,"","116.0837296","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,1.095708821,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.317890319,4.988614593,4,NA,"",0,"0","nurses1",0.264300068080441,0.133227711258687,1.98382202608924,0.0486858861771594,"1","0","neg"
"34","115.07644-159.7",1285,115.07644,159.7,100,100,100,0,45754.0638586511,44272.9225665908,96.7628202455721,24612.3655196647,32133.2525922491,89515.4942158265,374051.378425791,417.862160849979,23600.0606377637,27141.8329688801,34465.6588320963,27395.6063537388,79.4866753808474,21667.5787558094,27655.2158374355,2,10,"Multiple",115.0764536,0.12,"Methyl2-methylbutyrate","C6H12O2","116.08373","M-H",67634.7790372388,50.9584851502509,"DTXSID1052587","DTXSID1052587","'868-57-5","Methyl,2-methylbutyrate","C6H12O2","CCC(C)C(=O)OC","CCC(C)C(=O)OC","methyl 2-methylbutanoate","C6H12O2",116.0837296,"","116.0837296","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.937974,4.784837,6,NA,"",0,"0","nurses1",0.264300068080441,0.133227711258687,1.98382202608924,0.0486858861771594,"1","0","neg"
"35","115.07644-159.7",248,115.07644,159.7,100,100,100,0,45754.0638586511,44272.9225665908,96.7628202455721,24612.3655196647,32133.2525922491,89515.4942158265,374051.378425791,417.862160849979,23600.0606377637,27141.8329688801,34465.6588320963,27395.6063537388,79.4866753808474,21667.5787558094,27655.2158374355,2,10,"Multiple",115.0764536,0.12,"3-Pentanone1-hydroxy-2-methyl-","C6H12O2","116.08373","M-H",67634.7790372388,50.9584851502509,"DTXSID0029341","DTXSID0029341","'27970-79-2","3-Pentanone,,1-hydroxy-2-methyl-","C6H12O2","CCC(=O)C(C)CO","CCC(=O)C(C)CO","1-hydroxy-2-methylpentan-3-one","C6H12O2",116.0837296,"","116.0837296","exposurepred","",NA,NA,NA,NA,NA,1,0.992015386,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"0","nurses1",0.264300068080441,0.133227711258687,1.98382202608924,0.0486858861771594,"1","0","neg"
"36","115.07644-159.7",770,115.07644,159.7,100,100,100,0,45754.0638586511,44272.9225665908,96.7628202455721,24612.3655196647,32133.2525922491,89515.4942158265,374051.378425791,417.862160849979,23600.0606377637,27141.8329688801,34465.6588320963,27395.6063537388,79.4866753808474,21667.5787558094,27655.2158374355,2,10,"Multiple",115.0764536,0.12,"tert-Butylacetate","C6H12O2","116.08373","M-H",67634.7790372388,50.9584851502509,"DTXSID1022055","DTXSID1022055","'540-88-5","tert-Butyl,acetate","C6H12O2","CC(=O)OC(C)(C)C","CC(=O)OC(C)(C)C","tert-butyl acetate","C6H12O2",116.0837296,"","116.0837296","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.102711262,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.30995326,3.806025601,1,NA,"",0,"0","nurses1",0.264300068080441,0.133227711258687,1.98382202608924,0.0486858861771594,"1","0","neg"
"37","115.07644-159.7",3615,115.07644,159.7,100,100,100,0,45754.0638586511,44272.9225665908,96.7628202455721,24612.3655196647,32133.2525922491,89515.4942158265,374051.378425791,417.862160849979,23600.0606377637,27141.8329688801,34465.6588320963,27395.6063537388,79.4866753808474,21667.5787558094,27655.2158374355,2,10,"Multiple",115.0764536,0.12,"Isobutylacetate","C6H12O2","116.08373","M-H",67634.7790372388,50.9584851502509,"DTXSID5026837","DTXSID5026837","'110-19-0","Isobutyl,acetate","C6H12O2","CC(C)COC(C)=O","CC(=O)OCC(C)C","2-methylpropyl acetate","C6H12O2",116.0837296,"","116.0837296","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.506860893,1.222431808,1,NA,"",0,"0","nurses1",0.264300068080441,0.133227711258687,1.98382202608924,0.0486858861771594,"1","0","neg"
"38","115.07644-159.7",4466,115.07644,159.7,100,100,100,0,45754.0638586511,44272.9225665908,96.7628202455721,24612.3655196647,32133.2525922491,89515.4942158265,374051.378425791,417.862160849979,23600.0606377637,27141.8329688801,34465.6588320963,27395.6063537388,79.4866753808474,21667.5787558094,27655.2158374355,2,10,"Multiple",115.0764536,0.12,"Ethylbutyrate","C6H12O2","116.08373","M-H",67634.7790372388,50.9584851502509,"DTXSID6040111","DTXSID6040111","'105-54-4","Ethyl,butyrate","C6H12O2","CCCC(=O)OCC","CCCC(=O)OCC","ethyl butanoate","C6H12O2",116.0837296,"","116.0837296","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.408888278,6.661517779,5,NA,"",0,"0","nurses1",0.264300068080441,0.133227711258687,1.98382202608924,0.0486858861771594,"1","0","neg"
"39","115.07644-159.7",3117,115.07644,159.7,100,100,100,0,45754.0638586511,44272.9225665908,96.7628202455721,24612.3655196647,32133.2525922491,89515.4942158265,374051.378425791,417.862160849979,23600.0606377637,27141.8329688801,34465.6588320963,27395.6063537388,79.4866753808474,21667.5787558094,27655.2158374355,2,10,"Multiple",115.0764536,0.12,"Propylpropionate","C6H12O2","116.08373","M-H",67634.7790372388,50.9584851502509,"DTXSID4042337","DTXSID4042337","'106-36-5","Propyl,propionate","C6H12O2","CCCOC(=O)CC","CCCOC(=O)CC","propyl propanoate","C6H12O2",116.0837296,"","116.0837296","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.152361681,3.691970872,1,NA,"",0,"0","nurses1",0.264300068080441,0.133227711258687,1.98382202608924,0.0486858861771594,"1","0","neg"
"40","115.07644-159.7",4289,115.07644,159.7,100,100,100,0,45754.0638586511,44272.9225665908,96.7628202455721,24612.3655196647,32133.2525922491,89515.4942158265,374051.378425791,417.862160849979,23600.0606377637,27141.8329688801,34465.6588320963,27395.6063537388,79.4866753808474,21667.5787558094,27655.2158374355,2,10,"Multiple",115.0764536,0.12,"Diacetonealcohol","C6H12O2","116.08373","M-H",67634.7790372388,50.9584851502509,"DTXSID6024917","DTXSID6024917","'123-42-2","Diacetone,alcohol","C6H12O2","CC(=O)CC(C)(C)O","CC(=O)CC(C)(C)O","4-hydroxy-4-methylpentan-2-one","C6H12O2",116.0837296,"","116.0837296","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.578748372,12.84357268,14,NA,"",0,"0","nurses1",0.264300068080441,0.133227711258687,1.98382202608924,0.0486858861771594,"1","0","neg"
"41","115.07644-159.7",278,115.07644,159.7,100,100,100,0,45754.0638586511,44272.9225665908,96.7628202455721,24612.3655196647,32133.2525922491,89515.4942158265,374051.378425791,417.862160849979,23600.0606377637,27141.8329688801,34465.6588320963,27395.6063537388,79.4866753808474,21667.5787558094,27655.2158374355,2,10,"Multiple",115.0764536,0.12,"22-Dimethylbutanoicacid","C6H12O2","116.08373","M-H",67634.7790372388,50.9584851502509,"DTXSID0032811","DTXSID0032811","'595-37-9","2,2-Dimethylbutanoic,acid","C6H12O2","CCC(C)(C)C(O)=O","CCC(C)(C)C(=O)O","2,2-dimethylbutanoic acid","C6H12O2",116.0837296,"","116.0837296","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.960587628,1.369389003,1,NA,"",0,"0","nurses1",0.264300068080441,0.133227711258687,1.98382202608924,0.0486858861771594,"1","0","neg"
"42","115.07644-159.7",4311,115.07644,159.7,100,100,100,0,45754.0638586511,44272.9225665908,96.7628202455721,24612.3655196647,32133.2525922491,89515.4942158265,374051.378425791,417.862160849979,23600.0606377637,27141.8329688801,34465.6588320963,27395.6063537388,79.4866753808474,21667.5787558094,27655.2158374355,2,10,"Multiple",115.0764536,0.12,"Isopropylglycidylether","C6H12O2","116.08373","M-H",67634.7790372388,50.9584851502509,"DTXSID6025480","DTXSID6025480","'4016-14-2","Isopropyl,glycidyl,ether","C6H12O2","CC(C)OCC1CO1","CC(C)OCC1CO1","2-(propan-2-yloxymethyl)oxirane","C6H12O2",116.0837296,"","116.0837296","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.617409415,4.308978283,5,NA,"",0,"0","nurses1",0.264300068080441,0.133227711258687,1.98382202608924,0.0486858861771594,"1","0","neg"
"43","115.07649-223.4",4893,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.0764536,0.32,"Hexanoicacid","C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"DTXSID7021607","DTXSID7021607","'142-62-1","Hexanoic,acid","C6H12O2","CCCCCC(O)=O","CCCCCC(=O)O","hexanoic acid","C6H12O2",116.0837296,"","116.0837296","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,1.095708821,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.317890319,4.988614593,4,NA,"",0,"0","nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"44","115.07649-223.4",2101,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.0764536,0.32,"Butylacetate","C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"DTXSID3021982","DTXSID3021982","'123-86-4","Butyl,acetate","C6H12O2","CCCCOC(C)=O","CCCCOC(C)=O","butyl acetate","C6H12O2",116.0837296,"","116.0837296","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.512582186,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.966341109,4.732725755,5,NA,"",0,"0","nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"45","115.07649-223.4",248,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.0764536,0.32,"3-Pentanone1-hydroxy-2-methyl-","C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"DTXSID0029341","DTXSID0029341","'27970-79-2","3-Pentanone,,1-hydroxy-2-methyl-","C6H12O2","CCC(=O)C(C)CO","CCC(=O)C(C)CO","1-hydroxy-2-methylpentan-3-one","C6H12O2",116.0837296,"","116.0837296","exposurepred","",NA,NA,NA,NA,NA,1,0.992015386,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"0","nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"46","115.07649-223.4",4563,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.0764536,0.32,"4-(Ethenyloxy)butan-1-ol","C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"DTXSID6044854","DTXSID6044854","'17832-28-9","4-(Ethenyloxy)butan-1-ol","C6H12O2","OCCCCOC=C","C=COCCCCO","4-ethenoxybutan-1-ol","C6H12O2",116.0837296,"","116.0837296","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.733764259,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.463966316,2.484960824,3,NA,"",0,"0","nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"47","115.07649-223.4",3615,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.0764536,0.32,"Isobutylacetate","C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"DTXSID5026837","DTXSID5026837","'110-19-0","Isobutyl,acetate","C6H12O2","CC(C)COC(C)=O","CC(=O)OCC(C)C","2-methylpropyl acetate","C6H12O2",116.0837296,"","116.0837296","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.506860893,1.222431808,1,NA,"",0,"0","nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"48","115.07649-223.4",1285,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.0764536,0.32,"Methyl2-methylbutyrate","C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"DTXSID1052587","DTXSID1052587","'868-57-5","Methyl,2-methylbutyrate","C6H12O2","CCC(C)C(=O)OC","CCC(C)C(=O)OC","methyl 2-methylbutanoate","C6H12O2",116.0837296,"","116.0837296","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.937974,4.784837,6,NA,"",0,"0","nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"49","115.07649-223.4",4289,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.0764536,0.32,"Diacetonealcohol","C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"DTXSID6024917","DTXSID6024917","'123-42-2","Diacetone,alcohol","C6H12O2","CC(=O)CC(C)(C)O","CC(=O)CC(C)(C)O","4-hydroxy-4-methylpentan-2-one","C6H12O2",116.0837296,"","116.0837296","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.578748372,12.84357268,14,NA,"",0,"0","nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"50","115.07649-223.4",4807,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.0764536,0.32,"Sodium2-ethylbutyrate","C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"DTXSID70179272","DTXSID70179272","'2452-14-4","Sodium,2-ethylbutyrate","C6H12O2","[Na+].CCC(CC)C([O-])=O","CCC(CC)C(=O)O","2-ethylbutanoic acid","C6H12O2",116.0837296,"","116.0837296","exposurepred","",NA,NA,NA,NA,NA,1,1.12979249,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"0","nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"51","115.07649-223.4",4311,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.0764536,0.32,"Isopropylglycidylether","C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"DTXSID6025480","DTXSID6025480","'4016-14-2","Isopropyl,glycidyl,ether","C6H12O2","CC(C)OCC1CO1","CC(C)OCC1CO1","2-(propan-2-yloxymethyl)oxirane","C6H12O2",116.0837296,"","116.0837296","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.617409415,4.308978283,5,NA,"",0,"0","nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"52","115.07649-223.4",278,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.0764536,0.32,"22-Dimethylbutanoicacid","C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"DTXSID0032811","DTXSID0032811","'595-37-9","2,2-Dimethylbutanoic,acid","C6H12O2","CCC(C)(C)C(O)=O","CCC(C)(C)C(=O)O","2,2-dimethylbutanoic acid","C6H12O2",116.0837296,"","116.0837296","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.960587628,1.369389003,1,NA,"",0,"0","nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"53","115.07649-223.4",3117,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.0764536,0.32,"Propylpropionate","C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"DTXSID4042337","DTXSID4042337","'106-36-5","Propyl,propionate","C6H12O2","CCCOC(=O)CC","CCCOC(=O)CC","propyl propanoate","C6H12O2",116.0837296,"","116.0837296","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.152361681,3.691970872,1,NA,"",0,"0","nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"54","115.07649-223.4",4466,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.0764536,0.32,"Ethylbutyrate","C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"DTXSID6040111","DTXSID6040111","'105-54-4","Ethyl,butyrate","C6H12O2","CCCC(=O)OCC","CCCC(=O)OCC","ethyl butanoate","C6H12O2",116.0837296,"","116.0837296","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.408888278,6.661517779,5,NA,"",0,"0","nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"55","115.07649-223.4",770,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.0764536,0.32,"tert-Butylacetate","C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"DTXSID1022055","DTXSID1022055","'540-88-5","tert-Butyl,acetate","C6H12O2","CC(=O)OC(C)(C)C","CC(=O)OC(C)(C)C","tert-butyl acetate","C6H12O2",116.0837296,"","116.0837296","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.102711262,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.30995326,3.806025601,1,NA,"",0,"0","nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"56","116.05038-172.7",46,116.05038,172.7,100,100,100,0,326927.148143217,114290.098578773,34.9588889230777,311006.214247639,307003.527925867,303629.065099271,101127.696250499,33.3063292927623,326651.332248464,280830.342065116,9715.94064374501,2576.08496344836,26.5140047464864,10113.7662543908,9312.05544763958,3,22131.1475409836,"Multiple",116.0505732,1.66,"Indole","C8H7N","117.05785","M-H",315278.106621244,3.08170483128953,"DTXSID0020737","DTXSID0020737","'120-72-9","Indole","C8H7N","N1C=CC2=C1C=CC=C2","c1ccc2[nH]ccc2c1","1H-indole","C8H7N",117.0578492,"","117.0578492","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.858345362,13.22125909,2,NA,"",0,"0","nurses1",0.146064736143085,0.0665412785150511,2.19509963443288,0.029343109512087,"1","0","neg"
"57","116.05038-172.7",4191,116.05038,172.7,100,100,100,0,326927.148143217,114290.098578773,34.9588889230777,311006.214247639,307003.527925867,303629.065099271,101127.696250499,33.3063292927623,326651.332248464,280830.342065116,9715.94064374501,2576.08496344836,26.5140047464864,10113.7662543908,9312.05544763958,3,22131.1475409836,"Multiple",116.0505732,1.66,"2-Tolunitrile","C8H7N","117.05785","M-H",315278.106621244,3.08170483128953,"DTXSID6022050","DTXSID6022050","'529-19-1","2-Tolunitrile","C8H7N","CC1=CC=CC=C1C#N","Cc1ccccc1C#N","2-methylbenzonitrile","C8H7N",117.0578492,"","117.0578492","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.096052,1.143880215,1,NA,"",0,"0","nurses1",0.146064736143085,0.0665412785150511,2.19509963443288,0.029343109512087,"1","0","neg"
